service_id,date,exception_type
14111,20200622,1
14111,20200626,1
14111,20200628,1
14111,20200629,1
14111,20200621,1
14111,20200427,1
14111,20200430,1
14111,20200503,1
14111,20200504,1
14111,20200507,1
14111,20200510,1
14112,20200626,1
14112,20200515,1
14112,20200430,1
14112,20200507,1
7011,20200602,2
7011,20200520,2
7011,20200521,2
13815,20200602,1
13815,20200520,1
13815,20200522,2
6107,20200601,2
14113,20200521,2
14113,20200522,2
14114,20200511,1
14114,20200512,1
14114,20200513,1
14114,20200514,1
14114,20200515,1
14114,20200517,1
14114,20200622,1
14114,20200623,1
14114,20200624,1
14114,20200625,1
14114,20200626,1
14114,20200628,1
14114,20200629,1
14114,20200630,1
14114,20200701,1
14114,20200621,1
14114,20200427,1
14114,20200428,1
14114,20200429,1
14114,20200430,1
14114,20200503,1
14114,20200504,1
14114,20200505,1
14114,20200506,1
14114,20200507,1
14114,20200510,1
14115,20200523,2
14115,20200530,2
14115,20200606,2
14115,20200613,2
12265,20200601,1
12265,20200520,1
12265,20200521,2
12265,20200522,2
14117,20200620,1
14117,20200627,1
14118,20200413,1
14118,20200514,1
14118,20200515,1
14118,20200517,1
14118,20200625,1
14118,20200626,1
14118,20200628,1
14118,20200430,1
14118,20200503,1
14118,20200507,1
14118,20200510,1
14118,20200621,1
14118,20200618,2
14121,20200403,1
429,20200403,1
14124,20200501,1
14124,20200508,1
14124,20200530,2
14125,20200520,1
14125,20200405,1
14125,20200410,1
14125,20200412,1
14125,20200424,1
14125,20200612,1
14125,20200614,1
14125,20200619,1
14125,20200621,1
14125,20200626,1
14125,20200628,1
14125,20200507,1
14125,20200413,1
14125,20200417,1
14125,20200419,1
14125,20200601,1
14125,20200605,1
14125,20200607,1
14125,20200522,2
14125,20200529,2
14125,20200426,2
14125,20200504,2
14125,20200508,2
14125,20200510,2
14127,20200403,1
5768,20200413,1
5768,20200601,1
6041,20200521,1
6041,20200414,1
6041,20200602,1
6041,20200418,1
6041,20200518,1
6041,20200522,1
6041,20200523,1
6041,20200606,1
6041,20200501,1
6041,20200508,1
6041,20200403,1
6041,20200404,1
6041,20200406,1
6041,20200411,1
6041,20200420,1
6041,20200425,1
6041,20200427,1
6041,20200502,1
6041,20200504,1
6041,20200509,1
6041,20200511,1
6041,20200516,1
6041,20200525,1
6041,20200530,1
6041,20200608,1
6041,20200613,1
6041,20200615,1
6041,20200620,1
6041,20200622,1
6041,20200627,1
6041,20200629,1
6041,20200413,2
6041,20200417,2
6041,20200601,2
6041,20200605,2
6040,20200421,1
6040,20200422,1
6040,20200423,1
6040,20200424,1
6040,20200512,1
6040,20200513,1
6040,20200514,1
6040,20200515,1
6040,20200526,1
6040,20200527,1
6040,20200528,1
6040,20200529,1
6040,20200407,1
6040,20200408,1
6040,20200409,1
6040,20200410,1
6040,20200415,1
6040,20200416,1
6040,20200417,1
6040,20200603,1
6040,20200604,1
6040,20200605,1
6040,20200428,1
6040,20200429,1
6040,20200430,1
6040,20200505,1
6040,20200506,1
6040,20200507,1
6040,20200519,1
6040,20200520,1
6040,20200521,2
14130,20200522,2
2732,20200510,1
2732,20200517,1
14131,20200427,1
14131,20200428,1
14131,20200429,1
14131,20200430,1
14131,20200503,1
14131,20200622,1
14131,20200623,1
14131,20200624,1
14131,20200625,1
14131,20200628,1
14131,20200629,1
14131,20200630,1
14131,20200701,1
14131,20200504,1
14131,20200505,1
14131,20200506,1
14131,20200507,1
14131,20200511,1
14131,20200512,1
14131,20200513,1
14131,20200514,1
14131,20200608,1
14131,20200609,1
14131,20200610,1
14131,20200611,1
14131,20200615,1
14131,20200616,1
14131,20200617,1
14131,20200618,1
14131,20200521,2
5516,20200520,2
5516,20200430,2
5516,20200507,2
5516,20200413,2
5516,20200601,2
5671,20200521,2
5671,20200522,2
5671,20200523,2
6876,20200525,1
6876,20200526,1
6876,20200527,1
6876,20200528,1
6876,20200529,1
6876,20200601,1
6876,20200602,1
6876,20200603,1
6876,20200604,1
6876,20200605,1
6876,20200608,1
6876,20200609,1
6876,20200610,1
6876,20200611,1
6876,20200612,1
6876,20200615,1
6876,20200616,1
6876,20200617,1
6876,20200618,1
6876,20200619,1
6876,20200622,1
6876,20200623,1
6876,20200624,1
6876,20200625,1
6876,20200626,1
6876,20200629,1
6876,20200630,1
6876,20200701,1
6876,20200521,2
6876,20200501,2
6876,20200508,2
13808,20200522,2
7851,20200521,2
7851,20200413,2
7851,20200601,2
1228,20200520,1
14132,20200413,1
2722,20200509,1
2722,20200516,1
5520,20200501,2
5520,20200508,2
5520,20200522,2
14133,20200413,1
14133,20200601,1
14135,20200508,1
14135,20200501,1
14135,20200502,1
14135,20200627,1
13674,20200413,2
13674,20200601,2
10773,20200601,1
14136,20200523,2
14137,20200406,1
14137,20200420,1
14137,20200407,2
14137,20200421,2
14138,20200511,1
14138,20200515,1
14138,20200525,1
14138,20200529,1
14138,20200602,1
14138,20200605,1
14138,20200520,1
14138,20200427,1
14138,20200430,1
14138,20200504,1
14138,20200507,1
14138,20200518,1
14138,20200601,2
14138,20200604,2
14138,20200521,2
14139,20200601,1
14139,20200508,1
14139,20200501,1
14140,20200418,1
14140,20200411,1
14140,20200516,1
14141,20200404,1
14142,20200523,1
14142,20200524,1
14142,20200501,2
14142,20200508,2
14142,20200413,2
14142,20200601,2
14143,20200523,1
14143,20200404,1
14143,20200501,2
14143,20200508,2
14143,20200413,2
14143,20200601,2
14145,20200601,1
14146,20200508,1
14146,20200501,1
14146,20200509,2
14146,20200523,2
14146,20200502,2
14148,20200524,1
14149,20200517,1
14149,20200425,1
14149,20200426,1
14149,20200502,1
14149,20200503,1
14149,20200509,1
14149,20200510,1
14150,20200523,2
14151,20200411,1
14151,20200613,1
14151,20200620,1
14151,20200627,1
14151,20200404,1
14151,20200521,2
14151,20200522,2
14152,20200412,2
14153,20200413,1
14153,20200601,1
14153,20200531,2
14154,20200403,1
14154,20200404,1
14154,20200406,1
14154,20200411,1
14154,20200420,1
14154,20200425,1
14154,20200511,1
14154,20200516,1
14154,20200525,1
14154,20200521,1
14154,20200427,1
14154,20200501,1
14154,20200502,1
14154,20200504,1
14154,20200508,1
14154,20200509,1
14154,20200518,1
14154,20200522,1
14154,20200523,1
14154,20200414,1
14154,20200418,1
14154,20200602,1
14154,20200606,1
14154,20200530,2
3944,20200523,2
14156,20200601,1
7758,20200502,1
7758,20200509,1
7758,20200524,2
7014,20200503,2
14158,20200413,2
2536,20200406,2
8639,20200508,2
8639,20200521,2
8639,20200522,2
8639,20200501,2
8639,20200503,2
14159,20200507,2
14159,20200520,2
14159,20200521,2
14159,20200430,2
14159,20200503,2
14160,20200507,1
14160,20200520,1
14160,20200521,1
14160,20200430,1
14160,20200523,2
14160,20200501,2
14160,20200502,2
14161,20200421,2
2923,20200421,1
14163,20200423,1
14164,20200414,1
14164,20200413,2
14164,20200417,2
14165,20200406,2
69,20200524,1
14166,20200407,1
14166,20200421,1
2579,20200601,1
2579,20200602,2
2579,20200507,2
2579,20200430,2
2579,20200503,2
2579,20200520,2
2579,20200521,2
2579,20200524,2
2576,20200508,1
2576,20200521,1
2576,20200522,1
2576,20200523,2
2576,20200502,2
14167,20200417,1
2592,20200511,1
2592,20200515,1
2592,20200525,1
2592,20200529,1
2592,20200602,1
2592,20200605,1
2592,20200520,1
2592,20200427,1
2592,20200430,1
2592,20200504,1
2592,20200507,1
2592,20200518,1
2592,20200601,2
2592,20200604,2
2592,20200521,2
2573,20200508,1
2573,20200521,1
2573,20200522,1
2573,20200523,2
2573,20200502,2
4721,20200413,2
6220,20200507,2
6220,20200430,2
6220,20200502,2
6220,20200503,2
6214,20200520,2
6223,20200520,1
6215,20200501,2
6215,20200514,2
1911,20200403,1
6217,20200626,1
546,20200404,1
14169,20200508,1
14169,20200521,1
14169,20200523,2
14169,20200502,2
9289,20200503,1
9292,20200502,1
1438,20200508,1
1438,20200516,1
1438,20200620,1
1438,20200425,1
1438,20200627,1
1436,20200426,1
1436,20200621,1
1436,20200628,1
14170,20200601,1
14171,20200426,1
14171,20200621,1
14171,20200628,1
1437,20200403,1
1439,20200511,1
1439,20200512,1
1439,20200513,1
1439,20200514,1
1439,20200515,1
1439,20200427,1
1439,20200428,1
1439,20200429,1
1439,20200430,1
1439,20200504,1
1439,20200505,1
1439,20200506,1
1439,20200507,1
278,20200601,2
278,20200521,2
93,20200521,1
177,20200601,1
14172,20200406,2
14173,20200505,1
14173,20200506,1
14173,20200507,1
14173,20200508,1
14173,20200509,1
14173,20200428,1
14173,20200429,1
14173,20200430,1
14173,20200425,1
14173,20200622,1
14173,20200629,1
1447,20200406,1
1447,20200420,1
1447,20200410,2
14174,20200601,2
14175,20200403,1
14176,20200626,1
14177,20200410,1
14177,20200424,1
303,20200414,1
7026,20200602,1
7026,20200601,2
14178,20200419,1
14179,20200413,1
14180,20200602,2
14180,20200520,2
14180,20200521,2
14181,20200507,1
14181,20200520,1
14181,20200430,1
14181,20200501,2
14182,20200403,1
14183,20200507,2
14183,20200520,2
14183,20200523,2
14183,20200430,2
14183,20200502,2
7003,20200420,1
14185,20200507,1
14185,20200520,1
14185,20200430,1
14185,20200508,2
14185,20200522,2
14185,20200501,2
14187,20200407,1
14187,20200408,1
14187,20200409,1
14187,20200421,1
14187,20200422,1
14187,20200423,1
14187,20200420,2
14188,20200417,1
14190,20200515,1
14190,20200514,2
14191,20200520,1
14191,20200522,2
14192,20200514,1
9483,20200516,1
9483,20200517,1
9483,20200620,1
9483,20200621,1
9483,20200509,1
9483,20200510,1
9482,20200627,1
9482,20200628,1
9482,20200425,1
9482,20200426,1
9482,20200622,1
9482,20200623,1
9482,20200624,1
9482,20200625,1
9482,20200626,1
9482,20200501,2
2723,20200509,1
2723,20200516,1
5722,20200521,1
14193,20200508,1
14193,20200425,1
14193,20200627,1
5117,20200403,1
9485,20200613,2
9485,20200614,2
5276,20200501,2
5276,20200502,2
1360,20200413,2
2997,20200406,2
6069,20200521,1
6069,20200523,2
6070,20200509,1
6070,20200523,1
6070,20200425,1
6070,20200521,2
6070,20200501,2
6070,20200503,2
14194,20200521,1
14194,20200522,1
14194,20200508,1
14194,20200502,2
14195,20200508,2
14195,20200521,2
14195,20200522,2
14195,20200501,2
14195,20200503,2
14196,20200413,1
14197,20200601,1
14197,20200503,2
14198,20200601,2
14198,20200501,2
14198,20200502,2
14200,20200413,2
2438,20200406,2
9000,20200413,2
5481,20200413,2
5481,20200521,2
5481,20200522,2
5481,20200523,2
5481,20200411,2
5481,20200412,2
5481,20200501,2
5481,20200502,2
5481,20200503,2
10854,20200413,2
10048,20200406,1
10048,20200420,1
10048,20200407,2
10048,20200408,2
688,20200511,1
688,20200512,1
688,20200513,1
688,20200514,1
688,20200515,1
688,20200427,1
688,20200428,1
688,20200429,1
688,20200430,1
688,20200504,1
688,20200505,1
688,20200506,1
688,20200507,1
688,20200518,1
688,20200519,1
688,20200520,1
688,20200601,2
688,20200521,2
10047,20200601,2
10047,20200501,2
10047,20200502,2
719,20200602,2
719,20200508,2
719,20200521,2
719,20200522,2
719,20200501,2
2197,20200414,2
14201,20200409,1
14201,20200412,2
14201,20200430,2
14201,20200501,2
14201,20200502,2
14201,20200521,2
14201,20200522,2
14201,20200523,2
10855,20200406,2
10850,20200508,1
10850,20200601,1
10850,20200521,1
10850,20200425,1
10850,20200426,1
10850,20200523,2
14202,20200430,1
8214,20200601,1
8689,20200508,1
8689,20200521,1
8689,20200502,2
8689,20200503,2
14203,20200424,1
14204,20200425,1
5858,20200522,2
14207,20200601,2
14207,20200507,2
14207,20200520,2
14207,20200521,2
4483,20200413,2
14208,20200523,2
14209,20200507,1
14209,20200520,1
563,20200405,1
11245,20200522,1
11245,20200602,1
1074,20200507,1
3715,20200520,1
3715,20200521,1
3715,20200601,1
3715,20200430,1
3715,20200501,2
3715,20200502,2
2280,20200413,2
14210,20200511,1
14210,20200512,1
14210,20200513,1
14210,20200514,1
14210,20200427,1
14210,20200428,1
14210,20200429,1
14210,20200504,1
14210,20200505,1
14210,20200506,1
14210,20200518,1
14210,20200519,1
14210,20200601,2
14210,20200520,2
8043,20200503,1
5229,20200508,1
5229,20200523,2
5229,20200502,2
5229,20200503,2
8041,20200521,2
8041,20200522,2
8041,20200523,2
8041,20200501,2
8041,20200502,2
8041,20200503,2
5557,20200521,1
5557,20200522,1
5557,20200508,1
5557,20200601,1
5557,20200425,1
5557,20200426,1
7430,20200406,1
7430,20200420,1
7430,20200407,2
7873,20200414,2
711,20200602,1
711,20200601,2
2528,20200413,2
1998,20200511,1
1998,20200512,1
1998,20200513,1
1998,20200514,1
1998,20200427,1
1998,20200428,1
1998,20200429,1
1998,20200504,1
1998,20200505,1
1998,20200506,1
1998,20200518,1
1998,20200519,1
1998,20200601,2
1998,20200520,2
43,20200520,1
14212,20200508,2
14212,20200521,2
14212,20200522,2
14213,20200508,1
14213,20200523,2
4082,20200601,1
4082,20200515,1
4082,20200517,1
4082,20200426,1
4082,20200430,1
4082,20200503,1
4082,20200507,1
4082,20200510,1
4082,20200524,1
4082,20200521,2
4078,20200508,1
4078,20200502,2
4080,20200406,2
4080,20200420,2
11093,20200413,2
718,20200507,1
718,20200520,1
718,20200430,1
718,20200508,2
718,20200522,2
718,20200501,2
14217,20200609,2
14217,20200619,2
14217,20200604,2
14217,20200605,2
14218,20200602,2
14218,20200603,2
14218,20200508,2
14218,20200521,2
14218,20200522,2
14218,20200610,2
14218,20200611,2
14218,20200612,2
14218,20200501,2
14218,20200616,2
14218,20200617,2
14218,20200618,2
14219,20200411,1
14220,20200413,1
6405,20200406,2
11935,20200601,1
11279,20200502,2
11279,20200523,2
5622,20200406,1
5622,20200420,1
5622,20200407,2
5622,20200408,2
3483,20200511,1
3483,20200512,1
3483,20200513,1
3483,20200514,1
3483,20200515,1
3483,20200427,1
3483,20200428,1
3483,20200429,1
3483,20200430,1
3483,20200504,1
3483,20200505,1
3483,20200506,1
3483,20200507,1
3483,20200518,1
3483,20200519,1
3483,20200520,1
3483,20200601,2
3483,20200521,2
4823,20200601,2
4823,20200520,2
4823,20200521,2
8281,20200601,1
8281,20200520,1
8281,20200521,1
13878,20200511,1
13878,20200512,1
13878,20200513,1
13878,20200514,1
13878,20200622,1
13878,20200623,1
13878,20200624,1
13878,20200625,1
13878,20200629,1
13878,20200630,1
13878,20200701,1
13878,20200427,1
13878,20200428,1
13878,20200429,1
13878,20200504,1
13878,20200505,1
13878,20200506,1
13878,20200413,2
8282,20200413,1
8282,20200515,1
8282,20200516,1
8282,20200517,1
8282,20200620,1
8282,20200621,1
8282,20200626,1
8282,20200627,1
8282,20200628,1
8282,20200430,1
8282,20200501,1
8282,20200502,1
8282,20200503,1
8282,20200507,1
8282,20200508,1
8282,20200509,1
8282,20200510,1
8282,20200619,2
5252,20200525,1
5252,20200526,1
5252,20200527,1
5252,20200528,1
5252,20200602,1
5252,20200603,1
5252,20200604,1
5252,20200608,1
5252,20200609,1
5252,20200610,1
5252,20200611,1
5252,20200615,1
5252,20200616,1
5252,20200617,1
5252,20200618,1
5252,20200622,1
5252,20200623,1
5252,20200624,1
5252,20200625,1
5252,20200629,1
5252,20200630,1
5252,20200701,1
5252,20200520,2
5252,20200430,2
5252,20200507,2
5252,20200413,2
5252,20200601,2
14221,20200508,1
14221,20200516,1
14221,20200620,1
14221,20200425,1
14221,20200627,1
14222,20200503,1
14223,20200511,1
14223,20200512,1
14223,20200513,1
14223,20200514,1
14223,20200515,1
14223,20200427,1
14223,20200428,1
14223,20200429,1
14223,20200430,1
14223,20200504,1
14223,20200505,1
14223,20200506,1
14223,20200507,1
14224,20200426,1
14224,20200621,1
14224,20200628,1
8666,20200523,2
8666,20200501,2
8666,20200502,2
8666,20200503,2
8657,20200421,2
3367,20200413,1
3367,20200601,1
9391,20200501,1
9391,20200502,1
9391,20200503,1
9391,20200523,1
13284,20200414,2
13284,20200602,2
13281,20200414,1
13281,20200602,1
13281,20200413,2
13281,20200601,2
8641,20200508,1
8641,20200521,1
8641,20200522,1
10778,20200406,2
10778,20200407,2
10778,20200408,2
10778,20200409,2
10778,20200410,2
10782,20200521,1
10782,20200522,1
10782,20200508,1
10782,20200502,2
3434,20200413,2
8646,20200426,1
8646,20200427,1
8646,20200428,1
8646,20200429,1
8646,20200430,1
8646,20200503,1
8646,20200504,1
8646,20200505,1
8646,20200506,1
8646,20200510,1
8646,20200520,1
8646,20200515,1
8646,20200517,1
8646,20200524,1
8646,20200529,1
8646,20200531,1
8646,20200501,2
8646,20200507,2
8646,20200508,2
8646,20200522,2
14227,20200508,1
14227,20200521,1
14227,20200509,2
14227,20200523,2
14227,20200502,2
14228,20200406,2
14229,20200502,1
14231,20200523,1
14231,20200509,1
14231,20200521,2
14231,20200508,2
14231,20200501,2
14231,20200503,2
14232,20200601,1
14233,20200413,2
14234,20200601,2
14234,20200501,2
14234,20200502,2
5365,20200501,2
5365,20200502,2
5365,20200503,2
6793,20200501,2
6793,20200502,2
14235,20200507,1
14236,20200520,2
14236,20200521,2
14238,20200522,1
14238,20200508,1
14238,20200520,2
14238,20200507,2
14238,20200430,2
14238,20200502,2
7020,20200508,1
7020,20200521,1
7020,20200523,2
7020,20200502,2
7019,20200515,1
14239,20200413,1
14240,20200507,1
14240,20200520,1
14240,20200430,1
14240,20200508,2
14240,20200522,2
14240,20200501,2
14242,20200407,1
14242,20200408,1
14242,20200409,1
14242,20200410,1
14242,20200421,1
14242,20200422,1
14242,20200423,1
14242,20200424,1
14243,20200502,1
14244,20200503,2
7007,20200602,2
7007,20200521,2
7007,20200522,2
14245,20200501,1
5897,20200403,1
1833,20200508,2
1833,20200510,2
1833,20200501,2
1833,20200503,2
1834,20200406,1
1834,20200407,1
1834,20200408,1
1834,20200409,1
1834,20200410,1
1834,20200411,1
1834,20200412,1
1834,20200413,1
1834,20200414,1
1834,20200415,1
1834,20200416,1
1834,20200417,1
1834,20200418,1
1834,20200419,1
1834,20200420,1
1834,20200421,1
1834,20200422,1
1834,20200423,1
1834,20200424,1
1834,20200425,1
1834,20200426,1
1834,20200427,1
1834,20200601,2
1834,20200602,2
13536,20200520,1
13536,20200521,1
6051,20200507,2
4445,20200521,2
8416,20200601,2
8416,20200507,2
8416,20200520,2
8416,20200521,2
11394,20200520,1
11394,20200413,1
11394,20200601,1
11394,20200430,1
11394,20200507,1
11394,20200522,2
11394,20200523,2
10955,20200413,2
5264,20200521,2
5264,20200522,2
5264,20200523,2
4278,20200521,2
6664,20200413,1
6664,20200601,1
6664,20200501,1
6664,20200508,1
6664,20200522,1
6664,20200630,1
6664,20200701,1
1346,20200525,1
1346,20200526,1
1346,20200527,1
1346,20200528,1
1346,20200529,1
1346,20200602,1
1346,20200603,1
1346,20200604,1
1346,20200605,1
1346,20200608,1
1346,20200609,1
1346,20200610,1
1346,20200611,1
1346,20200612,1
1346,20200615,1
1346,20200616,1
1346,20200617,1
1346,20200618,1
1346,20200619,1
1346,20200622,1
1346,20200623,1
1346,20200624,1
1346,20200625,1
1346,20200626,1
1346,20200629,1
1346,20200630,1
1346,20200701,1
1346,20200521,2
1346,20200501,2
1346,20200508,2
1346,20200413,2
1346,20200601,2
6661,20200525,1
6661,20200526,1
6661,20200527,1
6661,20200528,1
6661,20200529,1
6661,20200602,1
6661,20200603,1
6661,20200604,1
6661,20200605,1
6661,20200608,1
6661,20200609,1
6661,20200610,1
6661,20200611,1
6661,20200612,1
6661,20200615,1
6661,20200616,1
6661,20200617,1
6661,20200618,1
6661,20200619,1
6661,20200622,1
6661,20200623,1
6661,20200624,1
6661,20200625,1
6661,20200626,1
6661,20200629,1
6661,20200521,2
6661,20200501,2
6661,20200508,2
6661,20200413,2
6661,20200601,2
3694,20200521,2
3694,20200522,2
3694,20200523,2
2604,20200430,1
2604,20200520,1
14246,20200528,1
14246,20200421,1
14246,20200423,1
14246,20200416,1
14246,20200609,1
14246,20200611,1
14246,20200428,1
14246,20200407,1
14246,20200409,1
14246,20200630,1
14246,20200617,1
14246,20200624,1
14246,20200610,2
353,20200413,1
353,20200601,1
14247,20200525,1
14248,20200603,1
14248,20200610,1
14248,20200527,1
14248,20200701,1
14248,20200602,2
14248,20200609,2
14248,20200611,2
14248,20200528,2
14248,20200630,2
14249,20200601,2
6703,20200525,1
6703,20200526,1
6703,20200527,1
6703,20200528,1
6703,20200529,1
6703,20200531,1
6703,20200601,1
6703,20200602,1
6703,20200603,1
6703,20200604,1
6703,20200605,1
6703,20200607,1
6703,20200608,1
6703,20200609,1
6703,20200610,1
6703,20200611,1
6703,20200612,1
6703,20200614,1
6703,20200615,1
6703,20200616,1
6703,20200617,1
6703,20200618,1
6703,20200619,1
6703,20200621,1
6703,20200622,1
6703,20200623,1
6703,20200624,1
6703,20200625,1
6703,20200626,1
6703,20200628,1
6703,20200629,1
6703,20200630,1
6703,20200701,1
6703,20200521,2
6703,20200501,2
6703,20200508,2
14250,20200406,1
14250,20200608,1
14250,20200615,1
14250,20200414,1
14250,20200602,1
14251,20200520,1
14251,20200601,1
14251,20200413,1
14251,20200403,1
14251,20200404,1
14251,20200405,1
14251,20200410,1
14251,20200411,1
14251,20200412,1
14251,20200417,1
14251,20200418,1
14251,20200419,1
14251,20200424,1
14251,20200425,1
14251,20200426,1
14251,20200430,1
14251,20200501,1
14251,20200502,1
14251,20200507,1
14251,20200508,1
14251,20200509,1
14252,20200514,1
14252,20200427,1
14252,20200428,1
14252,20200429,1
14252,20200504,1
14252,20200505,1
14252,20200506,1
14252,20200511,1
14252,20200512,1
14252,20200513,1
14252,20200413,2
5879,20200525,1
5879,20200526,1
5879,20200527,1
5879,20200528,1
5879,20200529,1
5879,20200531,1
5879,20200601,1
5879,20200602,1
5879,20200603,1
5879,20200604,1
5879,20200605,1
5879,20200607,1
5879,20200608,1
5879,20200609,1
5879,20200610,1
5879,20200611,1
5879,20200612,1
5879,20200614,1
5879,20200615,1
5879,20200616,1
5879,20200617,1
5879,20200618,1
5879,20200619,1
5879,20200621,1
5879,20200622,1
5879,20200623,1
5879,20200624,1
5879,20200625,1
5879,20200626,1
5879,20200628,1
5879,20200629,1
5879,20200630,1
5879,20200701,1
5879,20200520,2
5879,20200430,2
5879,20200501,2
5879,20200507,2
5879,20200508,2
14254,20200601,1
14254,20200515,1
14254,20200516,1
14254,20200517,1
14254,20200518,1
14254,20200519,1
14254,20200520,1
14254,20200522,1
14254,20200523,1
14254,20200524,1
14254,20200615,1
14254,20200616,1
14254,20200617,1
14254,20200618,1
14254,20200619,1
14254,20200620,1
14254,20200621,1
14254,20200622,1
14254,20200623,1
14254,20200624,1
14254,20200625,1
14254,20200626,1
14254,20200627,1
14254,20200628,1
14254,20200629,1
14254,20200630,1
14254,20200701,1
14254,20200430,1
14254,20200501,1
14254,20200502,1
14254,20200503,1
14254,20200507,1
14254,20200508,1
14254,20200509,1
14254,20200510,1
14254,20200413,1
14254,20200404,1
14254,20200405,1
14254,20200411,1
14254,20200412,1
14254,20200418,1
14254,20200419,1
14254,20200425,1
14254,20200426,1
14254,20200521,2
5236,20200508,2
3930,20200521,2
1095,20200627,1
5744,20200525,1
5744,20200526,1
5744,20200527,1
5744,20200528,1
5744,20200602,1
5744,20200603,1
5744,20200604,1
5744,20200608,1
5744,20200609,1
5744,20200610,1
5744,20200611,1
5744,20200615,1
5744,20200616,1
5744,20200617,1
5744,20200618,1
5744,20200622,1
5744,20200623,1
5744,20200624,1
5744,20200625,1
5744,20200629,1
5744,20200630,1
5744,20200701,1
5744,20200520,2
5744,20200430,2
5744,20200507,2
5744,20200413,2
5744,20200601,2
5232,20200403,1
5232,20200406,1
5232,20200407,1
5232,20200408,1
5232,20200409,1
5232,20200410,1
5232,20200420,1
5232,20200421,1
5232,20200422,1
5232,20200423,1
5232,20200424,1
5232,20200427,1
5232,20200428,1
5232,20200429,1
5232,20200430,1
5232,20200525,1
5232,20200526,1
5232,20200527,1
5232,20200528,1
5232,20200529,1
5232,20200504,1
5232,20200511,1
5232,20200518,1
5232,20200414,1
5232,20200415,1
5232,20200416,1
5232,20200417,1
5232,20200602,1
5232,20200603,1
5232,20200604,1
5232,20200605,1
5232,20200501,2
11167,20200521,2
11167,20200522,2
11167,20200523,2
11167,20200404,2
1091,20200522,2
1091,20200627,2
242,20200515,1
242,20200514,2
11190,20200521,2
11190,20200522,2
11190,20200523,2
5291,20200521,2
5710,20200521,2
5710,20200522,2
5710,20200523,2
4685,20200521,2
4685,20200411,2
2497,20200521,2
2497,20200522,2
2497,20200523,2
9846,20200413,2
9847,20200525,1
9847,20200526,1
9847,20200527,1
9847,20200528,1
9847,20200529,1
9847,20200531,1
9847,20200601,1
9847,20200602,1
9847,20200603,1
9847,20200604,1
9847,20200605,1
9847,20200607,1
9847,20200608,1
9847,20200609,1
9847,20200610,1
9847,20200611,1
9847,20200612,1
9847,20200614,1
9847,20200615,1
9847,20200616,1
9847,20200617,1
9847,20200618,1
9847,20200619,1
9847,20200621,1
9847,20200622,1
9847,20200623,1
9847,20200624,1
9847,20200625,1
9847,20200626,1
9847,20200628,1
9847,20200629,1
9847,20200630,1
9847,20200701,1
9847,20200414,2
9847,20200415,2
9847,20200416,2
9847,20200406,2
9847,20200407,2
9847,20200408,2
9847,20200409,2
9847,20200520,2
9847,20200521,2
9847,20200501,2
9847,20200508,2
5379,20200522,1
5379,20200523,1
5379,20200520,2
5379,20200430,2
5379,20200507,2
3890,20200601,1
7277,20200414,1
7277,20200413,2
7274,20200602,1
7274,20200520,1
7274,20200420,1
7274,20200423,1
7274,20200424,1
7274,20200427,1
7274,20200430,1
7274,20200504,1
7274,20200507,1
7274,20200511,1
7274,20200514,1
7274,20200515,1
7274,20200601,2
7274,20200521,2
7274,20200501,2
7274,20200508,2
8048,20200628,1
9835,20200406,2
5261,20200520,1
5261,20200430,1
5261,20200507,1
5261,20200424,1
5261,20200515,1
5261,20200521,2
5261,20200501,2
5261,20200508,2
12286,20200515,1
12286,20200424,1
12286,20200520,1
12286,20200514,2
3448,20200415,1
3448,20200414,2
13496,20200522,1
13496,20200523,1
13496,20200430,2
13496,20200507,2
3449,20200406,2
3442,20200515,1
3442,20200424,1
3442,20200430,1
3442,20200507,1
9848,20200523,2
12289,20200602,1
8046,20200626,1
10229,20200501,1
10229,20200508,1
10229,20200523,2
1571,20200627,1
5374,20200430,1
5374,20200507,1
5374,20200520,1
5374,20200508,2
5374,20200522,2
5373,20200508,1
5373,20200523,2
7160,20200629,1
7160,20200630,1
7162,20200511,1
7162,20200512,1
7162,20200513,1
7162,20200514,1
7162,20200515,1
7162,20200427,1
7162,20200428,1
7162,20200429,1
7162,20200430,1
7162,20200504,1
7162,20200505,1
7162,20200506,1
7162,20200507,1
7162,20200518,1
7162,20200519,1
7162,20200520,1
7162,20200525,1
7162,20200526,1
7162,20200527,1
7162,20200528,1
7162,20200521,2
7159,20200413,2
13492,20200430,1
13492,20200507,1
13492,20200424,1
13492,20200515,1
13492,20200529,1
13492,20200605,1
13492,20200612,1
13492,20200619,1
13492,20200626,1
13492,20200521,2
13492,20200501,2
13492,20200508,2
13494,20200406,2
13487,20200501,1
13487,20200508,1
13487,20200523,2
13489,20200413,2
5786,20200521,2
5786,20200522,2
5786,20200523,2
5786,20200413,2
5786,20200601,2
4995,20200527,1
4995,20200528,1
4995,20200529,1
4995,20200603,1
4995,20200604,1
4995,20200605,1
4995,20200610,1
4995,20200611,1
4995,20200612,1
4995,20200617,1
4995,20200618,1
4995,20200619,1
4995,20200624,1
4995,20200625,1
4995,20200626,1
4995,20200701,1
4995,20200521,2
4995,20200501,2
4995,20200508,2
4997,20200413,2
4997,20200601,2
5573,20200406,2
5573,20200409,2
5566,20200701,1
5569,20200601,1
5569,20200521,2
5569,20200522,2
5569,20200523,2
5569,20200524,2
4980,20200601,1
