service_id,date,exception_type
3937,20200412,2
3266,20200613,2
1248,20200420,1
13554,20200406,1
13554,20200412,2
13556,20200521,1
13556,20200522,1
13556,20200508,1
13556,20200501,1
13556,20200509,2
13556,20200502,2
13558,20200622,1
13558,20200629,1
507,20200413,1
9029,20200607,1
8134,20200511,1
8134,20200512,1
8134,20200513,1
8134,20200514,1
8134,20200427,1
8134,20200428,1
8134,20200429,1
8134,20200504,1
8134,20200505,1
8134,20200506,1
8134,20200518,1
8134,20200519,1
8134,20200601,2
8134,20200520,2
7048,20200601,1
2537,20200405,1
803,20200403,1
13557,20200531,1
13557,20200515,1
13557,20200517,1
13557,20200518,1
13557,20200524,1
13557,20200626,1
13557,20200426,1
13557,20200428,1
13557,20200429,1
13557,20200430,1
13557,20200505,1
13557,20200506,1
13557,20200507,1
13557,20200512,1
13557,20200513,1
13557,20200514,1
13557,20200519,1
13557,20200520,1
13557,20200623,1
13557,20200624,1
13557,20200625,1
13557,20200630,1
13557,20200701,1
13557,20200521,2
3940,20200426,1
3940,20200427,1
3940,20200428,1
3940,20200429,1
3940,20200430,1
3940,20200501,1
3940,20200503,1
3940,20200504,1
3940,20200505,1
3940,20200506,1
3940,20200507,1
3940,20200508,1
3940,20200510,1
3940,20200601,1
3940,20200602,1
3940,20200603,1
3940,20200604,1
3940,20200605,1
3940,20200606,1
3940,20200608,1
3940,20200609,1
3940,20200610,1
3940,20200611,1
3940,20200612,1
3940,20200613,1
3940,20200615,1
3940,20200616,1
3940,20200617,1
3940,20200618,1
3940,20200619,1
3940,20200622,1
3940,20200623,1
3940,20200624,1
3940,20200625,1
3940,20200626,1
3940,20200629,1
3940,20200630,1
3940,20200701,1
7047,20200516,1
7047,20200521,1
7047,20200523,1
7047,20200501,1
7047,20200508,1
7047,20200522,1
7047,20200411,1
8132,20200413,2
6267,20200521,1
6267,20200501,1
6267,20200508,1
6267,20200530,1
6267,20200606,1
6267,20200613,1
6267,20200620,1
6267,20200627,1
11710,20200525,1
11710,20200526,1
11710,20200527,1
11710,20200528,1
11710,20200529,1
11710,20200602,1
11710,20200603,1
11710,20200604,1
11710,20200605,1
11710,20200608,1
11710,20200609,1
11710,20200610,1
11710,20200611,1
11710,20200612,1
11710,20200615,1
11710,20200616,1
11710,20200617,1
11710,20200618,1
11710,20200619,1
11710,20200622,1
11710,20200623,1
11710,20200624,1
11710,20200625,1
11710,20200626,1
11710,20200629,1
11710,20200630,1
11710,20200701,1
11710,20200521,2
11710,20200501,2
11710,20200508,2
11710,20200413,2
11710,20200601,2
6258,20200602,1
6258,20200601,2
6032,20200406,1
6032,20200420,1
6032,20200407,2
14014,20200523,1
14015,20200601,1
14016,20200521,1
14016,20200501,1
14016,20200508,1
14016,20200530,1
14016,20200606,1
14016,20200613,1
14016,20200522,2
14016,20200502,2
14016,20200509,2
565,20200614,1
10723,20200601,1
10723,20200531,2
7870,20200507,1
7870,20200520,1
7870,20200430,1
7870,20200508,2
7870,20200522,2
7870,20200501,2
13611,20200601,1
13611,20200531,2
7247,20200525,1
7247,20200526,1
7247,20200527,1
7247,20200528,1
7247,20200529,1
7247,20200602,1
7247,20200603,1
7247,20200604,1
7247,20200605,1
7247,20200608,1
7247,20200609,1
7247,20200610,1
7247,20200611,1
7247,20200612,1
7247,20200615,1
7247,20200616,1
7247,20200617,1
7247,20200618,1
7247,20200619,1
7247,20200622,1
7247,20200623,1
7247,20200624,1
7247,20200625,1
7247,20200626,1
7247,20200629,1
7247,20200630,1
7247,20200701,1
7247,20200521,2
7247,20200501,2
7247,20200508,2
7247,20200413,2
7247,20200601,2
14018,20200413,1
8909,20200413,1
8909,20200601,1
8909,20200412,2
8909,20200531,2
13385,20200413,1
9346,20200521,1
9346,20200414,1
9346,20200602,1
9346,20200418,1
9346,20200518,1
9346,20200522,1
9346,20200523,1
9346,20200606,1
9346,20200501,1
9346,20200508,1
9346,20200403,1
9346,20200404,1
9346,20200406,1
9346,20200411,1
9346,20200420,1
9346,20200425,1
9346,20200427,1
9346,20200502,1
9346,20200504,1
9346,20200509,1
9346,20200511,1
9346,20200516,1
9346,20200525,1
9346,20200530,1
9346,20200608,1
9346,20200613,1
9346,20200615,1
9346,20200620,1
9346,20200622,1
9346,20200627,1
9346,20200629,1
9346,20200413,2
9346,20200417,2
9346,20200601,2
9346,20200605,2
923,20200510,1
89,20200516,1
13541,20200406,1
13541,20200407,1
13541,20200408,1
13541,20200409,1
13541,20200410,1
13541,20200411,1
13541,20200412,1
13541,20200413,1
13541,20200414,1
13541,20200415,1
13541,20200416,1
13541,20200417,1
13541,20200418,1
13541,20200419,1
13541,20200509,1
13541,20200601,2
13541,20200602,2
324,20200425,1
13544,20200521,2
13544,20200522,2
13546,20200502,1
13546,20200428,2
13546,20200429,2
13546,20200430,2
13546,20200501,2
8757,20200413,1
8757,20200425,1
8757,20200426,1
8757,20200620,1
8757,20200621,1
8757,20200627,1
8757,20200628,1
8757,20200411,1
8757,20200412,1
8238,20200601,1
8238,20200528,2
165,20200503,1
276,20200521,1
11259,20200411,1
11259,20200412,1
11259,20200413,1
11259,20200414,1
11259,20200415,1
11259,20200416,1
11259,20200417,1
11259,20200418,1
11259,20200419,1
11259,20200420,1
11259,20200421,1
11259,20200422,1
11259,20200423,1
11259,20200424,1
11259,20200425,1
11259,20200426,1
11259,20200427,1
11259,20200601,2
11259,20200602,2
11258,20200521,2
622,20200522,1
66,20200523,1
161,20200502,1
10424,20200608,1
10424,20200609,1
10424,20200610,1
10424,20200613,1
10424,20200603,1
10424,20200606,1
10424,20200406,1
10424,20200407,1
10424,20200408,1
10424,20200409,1
10424,20200403,1
10424,20200404,1
10424,20200405,1
10424,20200615,1
10424,20200616,1
10424,20200617,1
10424,20200618,1
10424,20200619,1
10413,20200427,1
10413,20200622,1
10413,20200623,1
10413,20200624,1
10413,20200625,1
10413,20200626,1
10413,20200420,1
10413,20200421,1
10413,20200422,1
10413,20200425,1
10413,20200426,1
10413,20200413,1
10413,20200414,1
10413,20200415,1
10413,20200419,1
10413,20200604,1
10413,20200605,1
10413,20200611,1
10413,20200612,1
955,20200509,1
10420,20200508,2
10420,20200509,2
10420,20200521,2
10420,20200522,2
10420,20200523,2
10420,20200501,2
10420,20200502,2
10409,20200417,2
65,20200517,1
9141,20200607,1
9153,20200425,1
9146,20200614,1
9146,20200406,1
9146,20200407,1
9146,20200408,1
9146,20200409,1
9146,20200410,1
9146,20200411,1
9146,20200412,1
9146,20200413,1
9146,20200414,1
9146,20200415,1
9146,20200416,1
9146,20200417,1
9146,20200418,1
9146,20200419,1
9146,20200615,1
9146,20200616,1
9146,20200617,1
9146,20200618,1
9146,20200619,1
9146,20200620,1
9146,20200621,1
9146,20200622,1
9146,20200623,1
9146,20200624,1
9146,20200625,1
9146,20200626,1
9146,20200627,1
9146,20200628,1
9146,20200404,1
9146,20200405,1
9146,20200629,1
9146,20200630,1
9146,20200701,1
9149,20200522,2
9152,20200502,1
9152,20200530,1
14020,20200613,2
2348,20200521,2
2348,20200508,2
2348,20200501,2
2348,20200601,2
5634,20200528,2
5635,20200606,1
5635,20200426,1
5635,20200613,1
5633,20200427,1
5633,20200410,1
5633,20200601,2
5633,20200602,2
1440,20200406,2
9561,20200406,1
9561,20200407,1
9561,20200408,1
9561,20200409,1
9561,20200410,1
9561,20200411,1
9561,20200412,1
9561,20200413,1
9561,20200414,1
9561,20200415,1
9561,20200416,1
9561,20200417,1
9561,20200418,1
9561,20200419,1
9561,20200420,1
9561,20200421,1
9561,20200422,1
9561,20200423,1
9561,20200424,1
9561,20200425,1
9561,20200426,1
9561,20200427,1
9561,20200601,2
9561,20200602,2
3385,20200508,1
3385,20200521,1
3385,20200501,1
3385,20200601,1
14021,20200425,1
4202,20200524,1
11051,20200601,1
11051,20200614,1
11051,20200621,1
11051,20200628,1
11051,20200426,2
11051,20200503,2
11051,20200524,2
11051,20200531,2
5702,20200413,1
14022,20200403,1
14022,20200405,1
14022,20200410,1
14022,20200412,1
14022,20200515,1
14022,20200517,1
14022,20200529,1
14022,20200531,1
14022,20200413,1
14022,20200417,1
14022,20200419,1
14022,20200601,1
14022,20200605,1
14022,20200607,1
14022,20200520,1
14022,20200524,1
14022,20200510,1
325,20200426,1
4949,20200413,1
4949,20200405,1
4949,20200412,1
4949,20200419,1
4949,20200517,1
2785,20200524,1
361,20200424,1
144,20200501,1
8858,20200522,1
8858,20200413,1
8858,20200601,1
8858,20200425,2
8858,20200426,2
8858,20200502,2
8858,20200503,2
3612,20200508,1
11867,20200614,1
11867,20200621,1
11867,20200628,1
11867,20200405,1
11867,20200413,1
11867,20200419,1
11867,20200601,1
11867,20200607,1
491,20200531,1
14023,20200411,1
14023,20200530,1
9023,20200413,1
9023,20200405,1
9023,20200412,1
9023,20200419,1
9023,20200510,1
9023,20200517,1
13287,20200413,1
13287,20200601,1
13287,20200426,2
13287,20200503,2
13287,20200510,2
14024,20200526,1
14024,20200527,1
14024,20200528,1
14024,20200529,1
14024,20200603,1
14024,20200604,1
14024,20200605,1
14024,20200609,1
14024,20200610,1
14024,20200611,1
14024,20200612,1
14024,20200616,1
14024,20200617,1
14024,20200618,1
14024,20200619,1
14024,20200623,1
14024,20200624,1
14024,20200625,1
14024,20200626,1
14024,20200630,1
14024,20200701,1
14024,20200521,2
14024,20200501,2
14024,20200508,2
14024,20200414,2
14024,20200602,2
10077,20200522,1
14025,20200502,1
7227,20200512,1
7227,20200609,1
1935,20200413,1
1935,20200601,1
1935,20200426,2
1935,20200503,2
1935,20200510,2
7229,20200521,1
7229,20200501,1
7229,20200508,1
14026,20200509,1
14027,20200414,1
14027,20200602,1
14027,20200413,2
14027,20200601,2
10677,20200413,1
10677,20200601,1
10677,20200521,1
10677,20200501,1
10677,20200508,1
10677,20200530,1
10677,20200531,1
10677,20200606,1
10677,20200607,1
10677,20200613,1
10677,20200614,1
10677,20200620,1
10677,20200621,1
10677,20200627,1
10677,20200628,1
7230,20200403,1
7230,20200406,1
7230,20200407,1
7230,20200408,1
7230,20200409,1
7230,20200410,1
7230,20200420,1
7230,20200421,1
7230,20200422,1
7230,20200423,1
7230,20200424,1
7230,20200518,1
7230,20200519,1
7230,20200520,1
7230,20200522,1
7230,20200525,1
7230,20200526,1
7230,20200527,1
7230,20200528,1
7230,20200529,1
7230,20200414,1
7230,20200415,1
7230,20200416,1
7230,20200417,1
7230,20200602,1
7230,20200603,1
7230,20200604,1
7230,20200605,1
7230,20200511,1
7230,20200513,1
7230,20200514,1
7230,20200515,1
7230,20200608,1
7230,20200610,1
7230,20200611,1
7230,20200612,1
7230,20200427,1
7230,20200428,1
7230,20200429,1
7230,20200430,1
7230,20200504,1
7230,20200505,1
7230,20200506,1
7230,20200507,1
7230,20200521,2
14028,20200406,1
14028,20200407,1
14028,20200408,1
14028,20200409,1
14028,20200410,1
14028,20200511,1
14028,20200512,1
14028,20200513,1
14028,20200514,1
14028,20200515,1
14028,20200518,1
14028,20200519,1
14028,20200520,1
14028,20200525,1
14028,20200526,1
14028,20200527,1
14028,20200528,1
14028,20200529,1
14028,20200414,1
14028,20200415,1
14028,20200416,1
14028,20200417,1
14028,20200602,1
14028,20200603,1
14028,20200604,1
14028,20200605,1
14028,20200521,2
14028,20200522,2
522,20200501,2
14029,20200601,1
4203,20200405,1
4203,20200413,1
4203,20200419,1
4203,20200510,1
4203,20200517,1
14030,20200425,2
14030,20200502,2
14030,20200509,2
14030,20200523,2
14031,20200404,1
14032,20200403,1
6497,20200525,2
11366,20200521,1
11366,20200425,2
11366,20200502,2
11361,20200403,1
11361,20200406,1
11361,20200407,1
11361,20200408,1
11361,20200409,1
11361,20200410,1
11361,20200511,1
11361,20200512,1
11361,20200513,1
11361,20200514,1
11361,20200515,1
11361,20200518,1
11361,20200519,1
11361,20200520,1
11361,20200522,1
11361,20200525,1
11361,20200526,1
11361,20200527,1
11361,20200528,1
11361,20200529,1
11361,20200414,1
11361,20200415,1
11361,20200416,1
11361,20200417,1
11361,20200602,1
11361,20200603,1
11361,20200604,1
11361,20200605,1
11361,20200521,2
14033,20200406,2
14034,20200508,1
14036,20200601,2
14036,20200521,2
14036,20200522,2
14037,20200501,1
14039,20200523,2
14040,20200413,2
6995,20200521,1
6995,20200522,1
6995,20200530,1
6995,20200606,1
6995,20200613,1
6995,20200620,1
6995,20200627,1
6995,20200425,2
6995,20200502,2
6998,20200403,1
6998,20200406,1
6998,20200407,1
6998,20200408,1
6998,20200409,1
6998,20200410,1
6998,20200511,1
6998,20200512,1
6998,20200513,1
6998,20200514,1
6998,20200515,1
6998,20200518,1
6998,20200519,1
6998,20200520,1
6998,20200525,1
6998,20200526,1
6998,20200527,1
6998,20200528,1
6998,20200529,1
6998,20200414,1
6998,20200415,1
6998,20200416,1
6998,20200417,1
6998,20200602,1
6998,20200603,1
6998,20200604,1
6998,20200605,1
6998,20200521,2
6998,20200522,2
9014,20200413,1
9014,20200601,1
9014,20200531,2
7948,20200601,1
7948,20200629,1
7948,20200630,1
7948,20200701,1
7948,20200516,1
7948,20200517,1
7948,20200406,1
7948,20200407,1
7948,20200408,1
7948,20200409,1
7948,20200410,1
