trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN005192F14014~TGF55033,15:54:00,16:00:00,StopPoint:OCETGV INOUI-87723197,1,"",0,0,
OCESN005192F14014~TGF55033,17:48:00,17:52:00,StopPoint:OCETGV INOUI-87111849,2,"",0,0,
OCESN005192F14014~TGF55033,18:02:00,18:07:00,StopPoint:OCETGV INOUI-87271494,3,"",0,0,
OCESN005192F14014~TGF55033,18:35:00,18:40:00,StopPoint:OCETGV INOUI-87313882,4,"",0,0,
OCESN005192F14014~TGF55033,18:56:00,19:00:00,StopPoint:OCETGV INOUI-87342014,5,"",0,0,
OCESN005192F14014~TGF55033,19:14:00,19:19:00,StopPoint:OCETGV INOUI-87345009,6,"",0,0,
OCESN005192F14014~TGF55033,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87286005,7,"",0,0,
OCESN005054F070079335,06:36:00,06:36:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005054F070079335,06:48:00,06:51:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005054F070079335,07:13:00,07:18:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005054F070079335,08:20:00,08:29:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005054F070079335,10:18:00,10:22:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005054F070079335,10:32:00,10:32:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005054F090099336,06:36:00,06:36:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005054F090099336,06:48:00,06:51:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005054F090099336,07:13:00,07:18:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005054F090099336,08:20:00,08:29:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005054F090099336,10:18:00,10:22:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005054F090099336,10:32:00,10:32:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN009882F3503515544,16:53:00,16:53:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009882F3503515544,17:11:00,17:16:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009882F3503515544,17:43:00,17:48:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009882F3503515544,18:54:00,19:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009882F3503515544,20:48:00,20:52:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009882F3503515544,21:02:00,21:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009882F3503515544,21:58:00,22:08:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009882F3503515544,22:43:00,22:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009882F3603615545,16:53:00,16:53:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009882F3603615545,17:10:00,17:16:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009882F3603615545,17:38:00,17:44:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009882F3603615545,18:54:00,19:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009882F3603615545,20:48:00,20:52:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009882F3603615545,21:02:00,21:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009882F3603615545,21:58:00,22:08:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009882F3603615545,22:43:00,22:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009882F3303315540,17:10:00,17:10:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009882F3303315540,17:23:00,17:26:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009882F3303315540,17:45:00,17:48:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009882F3303315540,18:54:00,19:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009882F3303315540,20:48:00,20:52:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009882F3303315540,21:02:00,21:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009882F3303315540,21:58:00,22:08:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009882F3303315540,22:43:00,22:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009866F1601615477,12:10:00,12:10:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009866F1601615477,12:23:00,12:26:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009866F1601615477,12:45:00,12:48:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009866F1601615477,13:54:00,14:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009866F1601615477,15:48:00,15:53:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009866F1601615477,16:03:00,16:08:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009866F1601615477,16:57:00,17:08:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009866F1601615477,17:43:00,17:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009866F2802815470,12:10:00,12:10:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009866F2802815470,12:23:00,12:26:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009866F2802815470,12:45:00,12:48:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009866F2802815470,13:54:00,14:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009866F2802815470,15:48:00,15:53:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009866F2802815470,16:03:00,16:08:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009866F2802815470,16:57:00,17:08:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009866F2802815470,17:43:00,17:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009854F2802815448,06:36:00,06:36:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009854F2802815448,06:48:00,06:51:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009854F2802815448,07:13:00,07:18:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009854F2802815448,08:20:00,08:29:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009854F2802815448,10:18:00,10:22:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009854F2802815448,10:32:00,10:37:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009854F2802815448,11:27:00,11:37:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009854F2802815448,12:17:00,12:17:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009854F2702715446,06:36:00,06:36:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009854F2702715446,06:48:00,06:51:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009854F2702715446,07:13:00,07:18:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009854F2702715446,08:20:00,08:30:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009854F2702715446,10:18:00,10:22:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009854F2702715446,10:32:00,10:37:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009854F2702715446,11:27:00,11:37:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009854F2702715446,12:17:00,12:17:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009854F2602615445,06:36:00,06:36:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009854F2602615445,06:48:00,06:51:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009854F2602615445,07:13:00,07:18:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009854F2602615445,08:20:00,08:29:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009854F2602615445,10:18:00,10:22:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009854F2602615445,10:32:00,10:37:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009854F2602615445,11:27:00,11:37:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009854F2602615445,12:17:00,12:17:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009868F1201215484,15:10:00,15:10:00,StopPoint:OCETGV-87751008,0,"",0,0,
OCESN009868F1201215484,15:23:00,15:26:00,StopPoint:OCETGV-87319012,1,"",0,0,
OCESN009868F1201215484,15:45:00,15:48:00,StopPoint:OCETGV-87318964,2,"",0,0,
OCESN009868F1201215484,16:54:00,17:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009868F1201215484,18:48:00,18:52:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009868F1201215484,19:02:00,19:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009868F1201215484,19:58:00,20:09:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009868F1201215484,20:43:00,20:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN005054F060069337,06:36:00,06:36:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005054F060069337,06:48:00,06:51:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005054F060069337,07:13:00,07:18:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005054F060069337,08:20:00,08:29:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005054F060069337,10:18:00,10:22:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005054F060069337,10:32:00,10:37:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005054F060069337,11:27:00,11:27:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005184F10010~TGP55027,18:53:00,18:53:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005184F10010~TGP55027,19:05:00,19:08:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005184F10010~TGP55027,19:29:00,19:32:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005184F10010~TGP55027,20:10:00,20:15:00,StopPoint:OCETGV INOUI-87763029,3,"",0,0,
OCESN005184F10010~TGP55027,20:50:00,21:00:00,StopPoint:OCETGV INOUI-87723197,4,"",0,0,
OCESN005184F10010~TGP55027,22:47:00,22:51:00,StopPoint:OCETGV INOUI-87111849,5,"",0,0,
OCESN005184F10010~TGP55027,23:02:00,23:07:00,StopPoint:OCETGV INOUI-87271494,6,"",0,0,
OCESN005184F10010~TGP55027,23:56:00,23:56:00,StopPoint:OCETGV INOUI-87223263,7,"",0,0,
OCESN005192F120129453,14:10:00,14:10:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005192F120129453,14:23:00,14:26:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005192F120129453,14:46:00,14:49:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005192F120129453,15:54:00,16:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005192F120129453,17:48:00,17:52:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005192F120129453,18:02:00,18:07:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005192F120129453,18:35:00,18:39:00,StopPoint:OCETGV INOUI-87313882,6,"",0,0,
OCESN005192F120129453,18:55:00,18:59:00,StopPoint:OCETGV INOUI-87342014,7,"",0,0,
OCESN005192F120129453,19:19:00,19:19:00,StopPoint:OCETGV INOUI-87223263,8,"",0,0,
OCESN005054F080089340,06:36:00,06:36:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005054F080089340,06:48:00,06:51:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005054F080089340,07:13:00,07:18:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005054F080089340,08:20:00,08:29:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005054F080089340,10:18:00,10:22:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005054F080089340,10:32:00,10:37:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005054F080089340,11:27:00,11:27:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005066F060069361,12:10:00,12:10:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005066F060069361,12:23:00,12:26:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005066F060069361,12:45:00,12:48:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005066F060069361,13:54:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005066F060069361,15:48:00,15:53:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005066F060069361,16:03:00,16:08:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005066F060069361,16:57:00,16:57:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005168F180189440,15:11:00,15:11:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005168F180189440,15:23:00,15:26:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005168F180189440,15:45:00,15:48:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005168F180189440,16:50:00,17:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005168F180189440,18:47:00,18:51:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005168F180189440,19:02:00,19:07:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005168F180189440,19:58:00,19:58:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005066F11011~TGP54995,12:10:00,12:10:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005066F11011~TGP54995,12:23:00,12:26:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005066F11011~TGP54995,12:45:00,12:48:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005066F11011~TGP54995,13:54:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005066F11011~TGP54995,15:48:00,15:53:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005066F11011~TGP54995,16:03:00,16:08:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005066F11011~TGP54995,16:57:00,16:57:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005192F160169457,14:03:00,14:03:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005192F160169457,14:19:00,14:24:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005192F160169457,14:44:00,14:49:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005192F160169457,15:54:00,16:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005192F160169457,17:48:00,17:52:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005192F160169457,18:02:00,18:07:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005192F160169457,18:35:00,18:40:00,StopPoint:OCETGV INOUI-87313882,6,"",0,0,
OCESN005192F160169457,18:56:00,19:00:00,StopPoint:OCETGV INOUI-87342014,7,"",0,0,
OCESN005192F160169457,19:14:00,19:19:00,StopPoint:OCETGV INOUI-87345009,8,"",0,0,
OCESN005192F160169457,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87286005,9,"",0,0,
OCESN005192F05005~TGF55030,14:10:00,14:10:00,StopPoint:OCETGV INOUI-87751008,0,"",0,0,
OCESN005192F05005~TGF55030,14:23:00,14:26:00,StopPoint:OCETGV INOUI-87319012,1,"",0,0,
OCESN005192F05005~TGF55030,14:46:00,14:49:00,StopPoint:OCETGV INOUI-87318964,2,"",0,0,
OCESN005192F05005~TGF55030,15:54:00,16:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005192F05005~TGF55030,17:48:00,17:52:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005192F05005~TGF55030,18:02:00,18:07:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005192F05005~TGF55030,18:35:00,18:40:00,StopPoint:OCETGV INOUI-87313882,6,"",0,0,
OCESN005192F05005~TGF55030,18:56:00,19:00:00,StopPoint:OCETGV INOUI-87342014,7,"",0,0,
OCESN005192F05005~TGF55030,19:14:00,19:19:00,StopPoint:OCETGV INOUI-87345009,8,"",0,0,
OCESN005192F05005~TGF55030,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87286005,9,"",0,0,
OCESN009864F4104115467,14:53:00,14:53:00,StopPoint:OCETGV-87773002,0,"",0,0,
OCESN009864F4104115467,15:18:00,15:21:00,StopPoint:OCETGV-87775007,1,"",0,0,
OCESN009864F4104115467,16:08:00,16:19:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009864F4104115467,16:54:00,17:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009864F4104115467,18:47:00,18:51:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009864F4104115467,19:02:00,19:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009864F4104115467,19:58:00,20:09:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009864F4104115467,20:43:00,20:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009864F1101115466,14:53:00,14:53:00,StopPoint:OCETGV-87773002,0,"",0,0,
OCESN009864F1101115466,15:18:00,15:21:00,StopPoint:OCETGV-87775007,1,"",0,0,
OCESN009864F1101115466,16:08:00,16:15:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009864F1101115466,16:50:00,17:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009864F1101115466,18:48:00,18:52:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009864F1101115466,19:02:00,19:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009864F1101115466,19:58:00,20:09:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009864F1101115466,20:43:00,20:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN009864F4304315464,14:53:00,14:53:00,StopPoint:OCETGV-87773002,0,"",0,0,
OCESN009864F4304315464,15:18:00,15:21:00,StopPoint:OCETGV-87775007,1,"",0,0,
OCESN009864F4304315464,16:08:00,16:19:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009864F4304315464,16:54:00,17:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009864F4304315464,18:47:00,18:51:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009864F4304315464,19:02:00,19:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009864F4304315464,19:58:00,20:09:00,StopPoint:OCETGV-87223263,6,"",0,0,
OCESN009864F4304315464,20:43:00,20:43:00,StopPoint:OCETGV-88140010,7,"",0,0,
OCESN005158F040049436,11:57:00,11:57:00,StopPoint:OCETGV INOUI-87773002,0,"",0,0,
OCESN005158F040049436,12:22:00,12:25:00,StopPoint:OCETGV INOUI-87775007,1,"",0,0,
OCESN005158F040049436,13:10:00,13:15:00,StopPoint:OCETGV INOUI-87763029,2,"",0,0,
OCESN005158F040049436,13:50:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005158F040049436,15:48:00,15:53:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005158F040049436,16:03:00,16:08:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005158F040049436,16:57:00,16:57:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005158F020029435,11:57:00,11:57:00,StopPoint:OCETGV INOUI-87773002,0,"",0,0,
OCESN005158F020029435,12:22:00,12:25:00,StopPoint:OCETGV INOUI-87775007,1,"",0,0,
OCESN005158F020029435,13:10:00,13:15:00,StopPoint:OCETGV INOUI-87763029,2,"",0,0,
OCESN005158F020029435,13:50:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005158F020029435,15:48:00,15:53:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005158F020029435,16:03:00,16:08:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005158F020029435,16:57:00,16:57:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005158F06006~TGP55024,11:57:00,11:57:00,StopPoint:OCETGV INOUI-87773002,0,"",0,0,
OCESN005158F06006~TGP55024,12:22:00,12:25:00,StopPoint:OCETGV INOUI-87775007,1,"",0,0,
OCESN005158F06006~TGP55024,13:10:00,13:15:00,StopPoint:OCETGV INOUI-87763029,2,"",0,0,
OCESN005158F06006~TGP55024,13:50:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005158F06006~TGP55024,15:48:00,15:53:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005158F06006~TGP55024,16:03:00,16:08:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005158F06006~TGP55024,16:57:00,16:57:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005158F030039438,11:57:00,11:57:00,StopPoint:OCETGV INOUI-87773002,0,"",0,0,
OCESN005158F030039438,12:22:00,12:25:00,StopPoint:OCETGV INOUI-87775007,1,"",0,0,
OCESN005158F030039438,13:10:00,13:15:00,StopPoint:OCETGV INOUI-87763029,2,"",0,0,
OCESN005158F030039438,13:50:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005158F030039438,15:48:00,15:53:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005158F030039438,16:02:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005158F030039438,16:57:00,16:57:00,StopPoint:OCETGV INOUI-87223263,6,"",0,0,
OCESN005156F010019427,05:27:00,05:27:00,StopPoint:OCETGV INOUI-87773002,0,"",0,0,
OCESN005156F010019427,05:52:00,05:55:00,StopPoint:OCETGV INOUI-87775007,1,"",0,0,
OCESN005156F010019427,06:40:00,06:45:00,StopPoint:OCETGV INOUI-87763029,2,"",0,0,
OCESN005156F010019427,07:20:00,07:25:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005156F010019427,09:20:00,09:32:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005156F010019427,09:42:00,09:47:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005156F010019427,10:40:00,10:40:00,StopPoint:OCETGV INOUI-87286005,6,"",0,0,
OCESN005156F10010~TGP55022,05:27:00,05:27:00,StopPoint:OCETGV INOUI-87773002,0,"",0,0,
OCESN005156F10010~TGP55022,05:52:00,05:55:00,StopPoint:OCETGV INOUI-87775007,1,"",0,0,
OCESN005156F10010~TGP55022,06:40:00,06:45:00,StopPoint:OCETGV INOUI-87763029,2,"",0,0,
OCESN005156F10010~TGP55022,07:20:00,07:25:00,StopPoint:OCETGV INOUI-87723197,3,"",0,0,
OCESN005156F10010~TGP55022,09:20:00,09:32:00,StopPoint:OCETGV INOUI-87111849,4,"",0,0,
OCESN005156F10010~TGP55022,09:42:00,09:47:00,StopPoint:OCETGV INOUI-87271494,5,"",0,0,
OCESN005156F10010~TGP55022,10:40:00,10:40:00,StopPoint:OCETGV INOUI-87286005,6,"",0,0,
OCESN009862F4104115451,09:11:00,09:11:00,StopPoint:OCETGV-87688887,0,"",0,0,
OCESN009862F4104115451,09:29:00,09:32:00,StopPoint:OCETGV-87703975,1,"",0,0,
OCESN009862F4104115451,10:12:00,10:16:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009862F4104115451,10:50:00,11:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009862F4104115451,12:49:00,12:53:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009862F4104115451,13:02:00,13:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009862F4104115451,13:34:00,13:39:00,StopPoint:OCETGV-87313882,6,"",0,0,
OCESN009862F4104115451,13:57:00,14:06:00,StopPoint:OCETGV-87342014,7,"",0,0,
OCESN009862F4104115451,14:31:00,14:41:00,StopPoint:OCETGV-87223263,8,"",0,0,
OCESN009862F4104115451,15:17:00,15:17:00,StopPoint:OCETGV-88140010,9,"",0,0,
OCESN009862F41041-1344054446,09:11:00,09:11:00,StopPoint:OCETGV-87688887,0,"",0,0,
OCESN009862F41041-1344054446,09:29:00,09:32:00,StopPoint:OCETGV-87703975,1,"",0,0,
OCESN009862F41041-1344054446,10:12:00,10:16:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009862F41041-1344054446,10:50:00,11:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009862F41041-1344054446,12:49:00,12:53:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009862F41041-1344054446,13:02:00,13:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009862F41041-1344054446,13:34:00,13:39:00,StopPoint:OCETGV-87313882,6,"",0,0,
OCESN009862F41041-1344054446,13:57:00,14:06:00,StopPoint:OCETGV-87342014,7,"",0,0,
OCESN009862F41041-1344054446,14:31:00,14:41:00,StopPoint:OCETGV-87223263,8,"",0,0,
OCESN009862F41041-1344054446,15:17:00,15:17:00,StopPoint:OCETGV-88140010,9,"",0,0,
OCESN009862F34034-1344154447,09:11:00,09:11:00,StopPoint:OCETGV-87688887,0,"",0,0,
OCESN009862F34034-1344154447,09:29:00,09:32:00,StopPoint:OCETGV-87703975,1,"",0,0,
OCESN009862F34034-1344154447,10:12:00,10:16:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009862F34034-1344154447,10:50:00,11:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009862F34034-1344154447,12:49:00,12:53:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009862F34034-1344154447,13:02:00,13:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009862F34034-1344154447,13:34:00,13:39:00,StopPoint:OCETGV-87313882,6,"",0,0,
OCESN009862F34034-1344154447,13:57:00,14:06:00,StopPoint:OCETGV-87342014,7,"",0,0,
OCESN009862F34034-1344154447,14:31:00,14:41:00,StopPoint:OCETGV-87223263,8,"",0,0,
OCESN009862F34034-1344154447,15:17:00,15:17:00,StopPoint:OCETGV-88140010,9,"",0,0,
OCESN009862F4204215458,09:11:00,09:11:00,StopPoint:OCETGV-87688887,0,"",0,0,
OCESN009862F4204215458,09:29:00,09:32:00,StopPoint:OCETGV-87703975,1,"",0,0,
OCESN009862F4204215458,10:12:00,10:16:00,StopPoint:OCETGV-87763029,2,"",0,0,
OCESN009862F4204215458,10:50:00,11:00:00,StopPoint:OCETGV-87723197,3,"",0,0,
OCESN009862F4204215458,12:49:00,12:53:00,StopPoint:OCETGV-87111849,4,"",0,0,
OCESN009862F4204215458,13:02:00,13:07:00,StopPoint:OCETGV-87271494,5,"",0,0,
OCESN009862F4204215458,13:34:00,13:39:00,StopPoint:OCETGV-87313882,6,"",0,0,
OCESN009862F4204215458,13:57:00,14:06:00,StopPoint:OCETGV-87342014,7,"",0,0,
OCESN009862F4204215458,14:31:00,14:41:00,StopPoint:OCETGV-87223263,8,"",0,0,
OCESN009862F4204215458,15:17:00,15:17:00,StopPoint:OCETGV-88140010,9,"",0,0,
OCESN009862F4004015457,09:11:00,09:11:00,StopPoint:OCETGV-87688887,0,"",0,0,
