route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE1209971,4978,OCESN002601F030037275,"2601",1,,
OCE1209971,7708,OCESN002613F030037278,"2613",1,,
OCE1209971,6677,OCESN002209F090096817,"2209",1,,
OCE1209971,8703,OCESN002647F030037293,"2647",1,,
OCE1209971,4626,OCESN002213F110116825,"2213",1,,
OCE1209971,4221,OCESN002627F060067288,"2627",1,,
OCE1209971,8746,OCESN002643F050057290,"2643",1,,
OCE1209971,8745,OCESN002643F040047289,"2643",1,,
OCE1209971,8163,OCESN009552F0500514981,"9552",0,,
OCE1209971,8157,OCESN009552F0400414979,"9552",0,,
OCE1209971,14003,OCESN002852F02002-512954248,"2852",0,,
OCE1209971,14004,OCESN002852F020027533,"2852",0,,
OCE1209971,7925,OCESN002854F010017540,"2854",0,,
OCE1209971,14005,OCESN002852F010017536,"2852",0,,
OCE1209971,14006,OCESN002870F12012-518254258,"2870",0,,
OCE1209971,14007,OCESN002870F13013-517054256,"2870",0,,
OCE1209971,14008,OCESN002860F01001-514554251,"2860",0,,
OCE1209971,14009,OCESN002860F02002-515454254,"2860",0,,
OCE1209971,81,OCESN002860F120127553,"2860",0,,
OCE1209971,14010,OCESN002860F020027557,"2860",0,,
OCE1209971,7042,OCESN002860F280287558,"2860",0,,
OCE1209971,14011,OCESN002860F010017544,"2860",0,,
OCE1209971,682,OCESN002854F050057543,"2854",0,,
OCE1209971,70,OCESN002860F060067551,"2860",0,,
OCE1209971,5596,OCESN002870F020027603,"2870",0,,
OCE1209971,14012,OCESN002870F120127599,"2870",0,,
OCE1209971,5588,OCESN002870F010017595,"2870",0,,
OCE1209971,451,OCESN002872F050057611,"2872",0,,
OCE1209971,3937,OCESN002872F060067613,"2872",0,,
OCE1209971,81,OCESN002872F040047609,"2872",0,,
OCE1209971,3266,OCESN002872F160167607,"2872",0,,
OCE1209971,5590,OCESN002870F110117594,"2870",0,,
OCE1209971,45,OCESN002864F060067578,"2864",0,,
OCE1209971,1248,OCESN002864F140147572,"2864",0,,
OCE1209971,13554,OCESN002864F150157571,"2864",0,,
OCE1209971,733,OCESN002864F120127574,"2864",0,,
OCE1209971,13556,OCESN002864F010017573,"2864",0,,
OCE1209971,13558,OCESN002864F030037582,"2864",0,,
OCE1209971,3266,OCESN002870F250257590,"2870",0,,
OCE1209971,507,OCESN002864F090097588,"2864",0,,
OCE1209971,14013,OCESN002870F130137593,"2870",0,,
OCE1209971,81,OCESN002870F060067592,"2870",0,,
OCE1209971,2545,OCESN002864F160167584,"2864",0,,
OCE1209971,9029,OCESN002864F070077586,"2864",0,,
OCE1209971,430,OCESN002892F030037640,"2892",0,,
OCE1209971,6676,OCESN002892F120127642,"2892",0,,
OCE1209971,8134,OCESN002882F010017635,"2882",0,,
OCE1209971,7048,OCESN002892F010017636,"2892",0,,
OCE1209971,2537,OCESN002892F050057643,"2892",0,,
OCE1209971,430,OCESN002860F140147563,"2860",0,,
OCE1209971,9029,OCESN002860F070077561,"2860",0,,
OCE1209971,7042,OCESN002864F290297568,"2864",0,,
OCE1209971,803,OCESN002864F280287570,"2864",0,,
OCE1209971,13557,OCESN002864F020027567,"2864",0,,
OCE1209971,7042,OCESN002876F180187620,"2876",0,,
OCE1209971,6676,OCESN002876F190197619,"2876",0,,
OCE1209971,81,OCESN002876F030037621,"2876",0,,
OCE1209971,2537,OCESN002876F090097618,"2876",0,,
OCE1209971,3940,OCESN002872F010017614,"2872",0,,
OCE1209971,2545,OCESN002876F100107616,"2876",0,,
OCE1209971,430,OCESN002876F080087623,"2876",0,,
OCE1209971,3425,OCESN002882F030037630,"2882",0,,
OCE1209971,5596,OCESN002882F080087632,"2882",0,,
OCE1209971,7047,OCESN002876F130137625,"2876",0,,
OCE1209971,8132,OCESN002882F040047627,"2882",0,,
OCE1209971,7048,OCESN002876F010017626,"2876",0,,
OCE1209971,6267,OCESN002654F030037298,"2654",0,,
OCE1209971,11710,OCESN002650F030037296,"2650",0,,
OCE1209971,7042,OCESN002208F280286814,"2208",0,,
OCE1209971,6258,OCESN002202F030036796,"2202",0,,
OCE1209971,6032,OCESN002202F070076797,"2202",0,,
OCE1209971,4221,OCESN002662F030037304,"2662",0,,
OCE1209971,7248,OCESN002656F020027300,"2656",0,,
OCE1209971,14014,OCESN002208F080086807,"2208",0,,
OCE1209971,14015,OCESN002860F240247548,"2860",0,,
OCE1209971,14016,OCESN002208F08008~TGP54534,"2208",0,,
OCE1209971,6676,OCESN002222F130136844,"2222",0,,
OCE1209971,5596,OCESN002220F100106837,"2220",0,,
OCE1209971,2537,OCESN002222F060066838,"2222",0,,
OCE1209971,565,OCESN002864F250257589,"2864",0,,
OCE1209971,10723,OCESN002222F020026842,"2222",0,,
OCE1209971,70,OCESN002870F230237591,"2870",0,,
OCE1209971,4600,OCESN002214F140146828,"2214",0,,
OCE1209971,14017,OCESN002218F24024~TGP54536,"2218",0,,
OCE1209971,7870,OCESN002214F070076826,"2214",0,,
OCE1209971,4527,OCESN002214F130136827,"2214",0,,
OCE1209971,2537,OCESN002218F200206833,"2218",0,,
OCE1209971,3425,OCESN002220F080086834,"2220",0,,
OCE1209971,13611,OCESN002218F060066831,"2218",0,,
OCE1209971,7247,OCESN002680F040047309,"2680",0,,
OCE1209971,14018,OCESN002860F24024-514954252,"2860",0,,
OCE1209971,8909,OCESN002680F050057310,"2680",0,,
OCE1461992,13385,OCESN005512F0100110156,"5512",1,,
OCE1461992,9346,OCESN005515F0100110158,"5515",1,,
OCE1461992,1408,OCESN002203F050056802,"2203",1,,
OCE1461992,923,OCESN002239F120126871,"2239",1,,
OCE1461992,530,OCESN002239F050056880,"2239",1,,
OCE1461992,50,OCESN002239F040046883,"2239",1,,
OCE1461992,9138,OCESN002239F090096877,"2239",1,,
OCE1461992,89,OCESN002239F070076882,"2239",1,,
OCE1461992,13541,OCESN002239F010016879,"2239",1,,
OCE1461992,1009,OCESN002239F140146870,"2239",1,,
OCE1461992,324,OCESN002239F030036869,"2239",1,,
OCE1461992,13544,OCESN002239F100106873,"2239",1,,
OCE1461992,9264,OCESN002239F060066875,"2239",1,,
OCE1461992,13546,OCESN002239F080086874,"2239",1,,
OCE1461992,8757,OCESN002203F010016801,"2203",1,,
OCE1461992,8238,OCESN002203F040046800,"2203",1,,
OCE1461992,1098,OCESN002203F030036799,"2203",1,,
OCE1461992,165,OCESN002239F180186878,"2239",1,,
OCE1461992,276,OCESN009896F4004015581,"9896",0,,
OCE1461992,276,OCESN009580F1101115172,"9580",0,,
OCE1461992,11259,OCESN009580F0100115175,"9580",0,,
OCE1461992,1344,OCESN009580F1401415177,"9580",0,,
OCE1461992,11258,OCESN009580F1701715173,"9580",0,,
OCE1461992,11260,OCESN009580F0200215174,"9580",0,,
OCE1461992,622,OCESN009896F5605615573,"9896",0,,
OCE1461992,66,OCESN005516F1801810170,"5516",0,,
OCE1461992,66,OCESN002242F180186899,"2242",0,,
OCE1461992,161,OCESN009896F6406415583,"9896",0,,
OCE1461992,10424,OCESN009896F4304315578,"9896",0,,
OCE1461992,10413,OCESN009896F0100115580,"9896",0,,
OCE1461992,955,OCESN009896F3403415571,"9896",0,,
OCE1461992,10420,OCESN009896F5305315576,"9896",0,,
OCE1461992,10409,OCESN009896F3603615577,"9896",0,,
OCE1461992,66,OCESN009896F5705715589,"9896",0,,
OCE1461992,6622,OCESN009896F6606615584,"9896",0,,
OCE1461992,2671,OCESN009896F5205215585,"9896",0,,
OCE1461992,14019,OCESN009896F67067-1347554453,"9896",0,,
OCE1461992,530,OCESN009896F5405415582,"9896",0,,
OCE1461992,7763,OCESN009896F6006015579,"9896",0,,
OCE1461992,65,OCESN005516F0400410165,"5516",0,,
OCE1461992,9141,OCESN002242F110116891,"2242",0,,
OCE1461992,9153,OCESN002242F070076901,"2242",0,,
OCE1461992,9146,OCESN002242F010016893,"2242",0,,
OCE1461992,803,OCESN002242F200206892,"2242",0,,
OCE1461992,622,OCESN002242F170176889,"2242",0,,
OCE1461992,70,OCESN002242F220226885,"2242",0,,
OCE1461992,9138,OCESN002242F130136887,"2242",0,,
OCE1461992,9145,OCESN002242F100106888,"2242",0,,
OCE1461992,9149,OCESN002242F140146895,"2242",0,,
OCE1461992,65,OCESN002242F020026898,"2242",0,,
OCE1461992,9143,OCESN002242F080086894,"2242",0,,
OCE1461992,9152,OCESN002242F120126900,"2242",0,,
OCE1461992,530,OCESN002242F210216896,"2242",0,,
OCE1461992,1974,OCESN009898F2802815606,"9898",0,,
OCE1461992,14020,OCESN009898F46046-1347654454,"9898",0,,
OCE1461992,2348,OCESN009898F4104115591,"9898",0,,
OCE1461992,81,OCESN009898F3103115597,"9898",0,,
OCE1461992,5639,OCESN009898F4204215607,"9898",0,,
OCE1461992,5634,OCESN009898F1901915608,"9898",0,,
OCE1461992,530,OCESN009898F3503515601,"9898",0,,
OCE1461992,5635,OCESN009898F1201215604,"9898",0,,
OCE1461992,70,OCESN009898F2602615605,"9898",0,,
OCE1461992,5633,OCESN009898F0100115600,"9898",0,,
OCE1461992,1440,OCESN009898F2702715593,"9898",0,,
OCE1461992,4158,OCESN009898F2902915594,"9898",0,,
OCE1461992,468,OCESN009898F3003015603,"9898",0,,
OCE1461992,9561,OCESN005500F0100110154,"5500",0,,
OCE1461992,81,OCESN005500F0400410155,"5500",0,,
OCE1461992,9557,OCESN005500F0800810150,"5500",0,,
OCE1461992,1239,OCESN005500F1001010151,"5500",0,,
OCE1461992,81,OCESN002204F030036804,"2204",0,,
OCE1461992,5437,OCESN005500F0300310149,"5500",0,,
OCE1461992,1239,OCESN002204F050056806,"2204",0,,
OCE1461992,3385,OCESN002204F040046805,"2204",0,,
OCE1461992,8757,OCESN002204F010016803,"2204",0,,
OCE1461992,9141,OCESN005516F1101110164,"5516",0,,
OCE1461992,9138,OCESN005516F1001010161,"5516",0,,
OCE1461992,530,OCESN005516F2102110160,"5516",0,,
OCE1461992,803,OCESN005516F2002010177,"5516",0,,
OCE1461992,622,OCESN005516F1701710176,"5516",0,,
OCE1461992,9149,OCESN005516F1201210169,"5516",0,,
OCE1461992,9146,OCESN005516F0100110168,"5516",0,,
OCE1461992,9145,OCESN005516F1401410167,"5516",0,,
OCE1461992,9143,OCESN005516F0800810166,"5516",0,,
OCE1461992,70,OCESN005516F2202210173,"5516",0,,
OCE1461992,14021,OCESN005516F0700710175,"5516",0,,
OCE1461992,9152,OCESN005516F1301310174,"5516",0,,
OCE1461992,4202,OCESN005532F0700710195,"5532",0,,
OCE1461992,11051,OCESN005532F0100110194,"5532",0,,
OCE1461992,1510,OCESN005532F0500510192,"5532",0,,
OCE1461992,5702,OCESN005532F0600610193,"5532",0,,
OCE143,14022,OCESN002243F04004~TGF54538,"2243",1,,
OCE143,325,OCESN002237F040046866,"2237",1,,
OCE143,4949,OCESN002237F010016867,"2237",1,,
OCE143,923,OCESN002237F070076868,"2237",1,,
OCE143,2785,OCESN002237F050056865,"2237",1,,
OCE143,361,OCESN002243F080086906,"2243",1,,
OCE143,144,OCESN002247F070076907,"2247",1,,
OCE143,1510,OCESN002249F100106916,"2249",1,,
OCE143,8858,OCESN002247F050056912,"2247",1,,
OCE143,276,OCESN002247F110116911,"2247",1,,
OCE143,3612,OCESN002247F090096910,"2247",1,,
OCE143,9769,OCESN002243F070076904,"2243",1,,
OCE143,11867,OCESN002249F060066913,"2249",1,,
OCE143,491,OCESN002569F050057167,"2569",1,,
OCE143,14023,OCESN002243F040046903,"2243",1,,
OCE143,9023,OCESN002569F040047162,"2569",1,,
OCE143,1510,OCESN002569F030037164,"2569",1,,
OCE143,2785,OCESN002569F010017165,"2569",1,,
OCE143,276,OCESN002536F070077127,"2536",0,,
OCE143,8703,OCESN002552F010017161,"2552",0,,
OCE143,349,OCESN002534F020027124,"2534",0,,
OCE143,13287,OCESN002534F010017122,"2534",0,,
OCE143,14024,OCESN002530F01001~TGP54565,"2530",0,,
OCE143,7248,OCESN002536F020027125,"2536",0,,
OCE143,7248,OCESN002550F010017154,"2550",0,,
OCE143,1510,OCESN002578F110117199,"2578",0,,
OCE143,530,OCESN002536F060067131,"2536",0,,
OCE143,10077,OCESN002536F010017130,"2536",0,,
OCE143,324,OCESN002576F140147193,"2576",0,,
OCE143,14025,OCESN002596F20020-500254224,"2596",0,,
OCE143,5494,OCESN002580F210217204,"2580",0,,
OCE143,4221,OCESN002538F010017133,"2538",0,,
OCE143,7227,OCESN002540F060067135,"2540",0,,
OCE143,622,OCESN002576F180187197,"2576",0,,
OCE143,1510,OCESN002234F030036862,"2234",0,,
OCE143,622,OCESN002596F220227259,"2596",0,,
OCE143,1935,OCESN002234F010016859,"2234",0,,
OCE143,7229,OCESN002540F050057140,"2540",0,,
OCE143,4221,OCESN002542F010017141,"2542",0,,
OCE143,66,OCESN002596F110117262,"2596",0,,
OCE143,324,OCESN002584F180187231,"2584",0,,
OCE143,1579,OCESN002548F010017150,"2548",0,,
OCE143,923,OCESN002234F040046861,"2234",0,,
OCE143,66,OCESN002584F210217230,"2584",0,,
OCE143,3855,OCESN002546F010017148,"2546",0,,
OCE143,14026,OCESN002596F200207270,"2596",0,,
OCE143,14027,OCESN002530F010017119,"2530",0,,
OCE143,324,OCESN002596F210217268,"2596",0,,
OCE143,7248,OCESN002544F010017145,"2544",0,,
OCE143,10677,OCESN002550F020027156,"2550",0,,
OCE143,7230,OCESN002540F040047139,"2540",0,,
OCE143,14028,OCESN002574F080087190,"2574",0,,
OCE143,522,OCESN002574F090097189,"2574",0,,
OCE143,14029,OCESN002578F060067202,"2578",0,,
OCE143,530,OCESN002578F120127200,"2578",0,,
OCE143,276,OCESN002578F140147203,"2578",0,,
OCE143,1510,OCESN002580F240247208,"2580",0,,
OCE143,66,OCESN002576F060067194,"2576",0,,
OCE143,4203,OCESN002580F190197213,"2580",0,,
OCE143,530,OCESN002580F220227206,"2580",0,,
OCE143,81,OCESN002576F170177196,"2576",0,,
OCE143,14030,OCESN002576F120127195,"2576",0,,
OCE143,522,OCESN002580F250257214,"2580",0,,
OCE143,14031,OCESN002576F12012-495254210,"2576",0,,
OCE143,14032,OCESN002574F08008-494854209,"2574",0,,
OCE143,6497,OCESN002580F290297205,"2580",0,,
OCE143,430,OCESN002580F200207211,"2580",0,,
OCE143,11366,OCESN002580F120127212,"2580",0,,
OCE143,11361,OCESN002580F130137210,"2580",0,,
OCE143,14033,OCESN002578F06006-496054212,"2578",0,,
OCE143,276,OCESN002596F270277258,"2596",0,,
OCE143,923,OCESN002598F100107273,"2598",0,,
OCE143,1510,OCESN002598F090097271,"2598",0,,
OCE143,1935,OCESN002598F040047272,"2598",0,,
OCE143,14034,OCESN002596F260267261,"2596",0,,
OCE143,14035,OCESN002596F250257267,"2596",0,,
OCE143,14036,OCESN002596F120127269,"2596",0,,
OCE143,14037,OCESN002596F26026-499454220,"2596",0,,
OCE143,14038,OCESN002596F18018-499254219,"2596",0,,
OCE143,14039,OCESN002596F180187260,"2596",0,,
OCE143,14040,OCESN002596F12012-500054223,"2596",0,,
OCE143,14041,OCESN002596F25025-499854222,"2596",0,,
OCE143,522,OCESN002584F170177224,"2584",0,,
OCE143,2785,OCESN002588F150157239,"2588",0,,
OCE143,1510,OCESN002588F130137238,"2588",0,,
OCE143,4203,OCESN002588F100107241,"2588",0,,
OCE143,547,OCESN002584F190197229,"2584",0,,
OCE143,6995,OCESN002584F090097228,"2584",0,,
OCE143,6998,OCESN002584F160167227,"2584",0,,
OCE141,9014,OCESN002787F030037423,"2787",1,,
OCE141,7946,OCESN002777F050057405,"2777",1,,
OCE141,7948,OCESN002777F030037409,"2777",1,,
OCE141,8068,OCESN002785F030037418,"2785",1,,
OCE141,355,OCESN002787F040047422,"2787",1,,
OCE141,385,OCESN002785F050057420,"2785",1,,
OCE141,14042,OCESN002753F040047379,"2753",1,,
OCE141,5831,OCESN002715F040047329,"2715",1,,
OCE141,14043,OCESN002753F04004-502754229,"2753",1,,
OCE141,5902,OCESN002777F060067407,"2777",1,,
OCE141,7944,OCESN002777F040047406,"2777",1,,
OCE141,9136,OCESN002759F030037390,"2759",1,,
OCE141,9220,OCESN002757F030037389,"2757",1,,
OCE141,9410,OCESN002719F020027336,"2719",1,,
OCE141,8139,OCESN002721F020027342,"2721",1,,
OCE141,14044,OCESN002747F04004~TGF54570,"2747",1,,
OCE141,14045,OCESN002747F040047368,"2747",1,,
OCE141,9225,OCESN002253F050056919,"2253",1,,
OCE141,2440,OCESN002707F030037314,"2707",1,,
OCE141,14046,OCESN002743F03003~TGP54569,"2743",1,,
OCE141,6719,OCESN002733F030037363,"2733",1,,
OCE141,4253,OCESN002255F030036921,"2255",1,,
OCE141,6910,OCESN002733F020027362,"2733",1,,
OCE141,14047,OCESN002743F030037366,"2743",1,,
OCE141,14048,OCESN002751F100107372,"2751",1,,
OCE141,9168,OCESN002709F040047316,"2709",1,,
OCE141,9172,OCESN002709F100107320,"2709",1,,
OCE141,14049,OCESN002751F10010-502154228,"2751",1,,
OCE141,9390,OCESN002765F050057401,"2765",1,,
OCE141,2035,OCESN002709F060067319,"2709",1,,
