route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE1522070,66,OCESN005352F250259820,"5352",0,,
OCE1522070,622,OCESN005352F170179816,"5352",0,,
OCE1522070,276,OCESN005386F620629917,"5386",0,,
OCE1522070,66,OCESN005386F750759921,"5386",0,,
OCE1522070,622,OCESN005382F210219876,"5382",0,,
OCE1522070,622,OCESN005386F740749914,"5386",0,,
OCE1522070,10854,OCESN005352F100109819,"5352",0,,
OCE1522070,10048,OCESN005350F010019814,"5350",0,,
OCE1522070,688,OCESN005354F180189826,"5354",0,,
OCE1522070,688,OCESN005352F210219823,"5352",0,,
OCE1522070,1360,OCESN005354F170179824,"5354",0,,
OCE1522070,5621,OCESN005350F140149807,"5350",0,,
OCE1522070,2681,OCESN005350F190199805,"5350",0,,
OCE1522070,10047,OCESN005350F130139810,"5350",0,,
OCE1522070,719,OCESN005382F170179881,"5382",0,,
OCE1522070,2197,OCESN005382F100109875,"5382",0,,
OCE1522070,622,OCESN005376F380389867,"5376",0,,
OCE1522070,14201,OCESN005376F180189863,"5376",0,,
OCE1522070,161,OCESN005362F030039857,"5362",0,,
OCE1522070,10855,OCESN005352F120129821,"5352",0,,
OCE1522070,10850,OCESN005352F200209815,"5352",0,,
OCE1522070,144,OCESN005362F040049858,"5362",0,,
OCE1522070,644,OCESN005382F120129879,"5382",0,,
OCE1522070,14202,OCESN005386F63063-1194954290,"5386",0,,
OCE1522070,90,OCESN005382F180189878,"5382",0,,
OCE1522070,8214,OCESN005386F660669896,"5386",0,,
OCE1522070,8689,OCESN005382F190199877,"5382",0,,
OCE1522070,14203,OCESN005386F57057-1195754294,"5386",0,,
OCE1522070,14204,OCESN005386F73073-1195954295,"5386",0,,
OCE1522070,8691,OCESN005382F200209882,"5382",0,,
OCE1522070,14205,OCESN005386F01001-1195354292,"5386",0,,
OCE1522070,14206,OCESN005386F79079-1195554293,"5386",0,,
OCE1522070,644,OCESN005386F560569897,"5386",0,,
OCE1522070,34,OCESN005386F640649912,"5386",0,,
OCE1522070,5858,OCESN005386F680689915,"5386",0,,
OCE1522070,14207,OCESN005386F790799910,"5386",0,,
OCE1522070,4483,OCESN005386F880889911,"5386",0,,
OCE1522070,14208,OCESN005386F730739923,"5386",0,,
OCE1522070,803,OCESN005386F890899916,"5386",0,,
OCE1522070,747,OCESN005386F900909902,"5386",0,,
OCE1522070,7006,OCESN005386F820829898,"5386",0,,
OCE1522070,14209,OCESN005386F630639899,"5386",0,,
OCE1522070,563,OCESN005386F860869903,"5386",0,,
OCE1522070,260,OCESN005386F870879906,"5386",0,,
OCE1522070,4270,OCESN005386F800809904,"5386",0,,
OCE1522070,1567,OCESN005376F310319862,"5376",0,,
OCE1522070,334,OCESN005376F370379859,"5376",0,,
OCE1522070,1799,OCESN005376F290299864,"5376",0,,
OCE1522070,8689,OCESN005384F230239891,"5384",0,,
OCE1522070,303,OCESN005384F270279895,"5384",0,,
OCE1522070,11247,OCESN005384F110119893,"5384",0,,
OCE1522070,8691,OCESN005384F220229892,"5384",0,,
OCE1522070,144,OCESN005384F300309884,"5384",0,,
OCE1522070,11245,OCESN005384F200209889,"5384",0,,
OCE1522070,11246,OCESN005384F240249888,"5384",0,,
OCE1522070,161,OCESN005384F280289887,"5384",0,,
OCE1522070,1074,OCESN005358F280289845,"5358",0,,
OCE1522070,3715,OCESN005358F200209850,"5358",0,,
OCE1522070,2280,OCESN005358F250259849,"5358",0,,
OCE1522070,3716,OCESN005358F160169851,"5358",0,,
OCE1522070,644,OCESN005358F220229844,"5358",0,,
OCE1522070,720,OCESN005358F150159847,"5358",0,,
OCE1522070,14210,OCESN005358F33033-1194054287,"5358",0,,
OCE1522070,14211,OCESN005358F330339848,"5358",0,,
OCE1522070,50,OCESN005302F651659660,"5302",0,,
OCE1522070,1878,OCESN005306F761769678,"5306",0,,
OCE1522070,692,OCESN005320F280289697,"5320",0,,
OCE1522070,1360,OCESN005304F120129665,"5304",0,,
OCE1522070,8639,OCESN005320F330339702,"5320",0,,
OCE1522070,165,OCESN005320F360369701,"5320",0,,
OCE1522070,688,OCESN005304F170179671,"5304",0,,
OCE1522070,90,OCESN005302F681689657,"5302",0,,
OCE1522070,8043,OCESN005306F791799674,"5306",0,,
OCE1522070,2997,OCESN005302F671679661,"5302",0,,
OCE1522070,5229,OCESN005302F601609659,"5302",0,,
OCE1522070,8041,OCESN005306F641649673,"5306",0,,
OCE1522070,7585,OCESN005306F781789680,"5306",0,,
OCE1522070,66,OCESN005302F641649662,"5302",0,,
OCE1522070,161,OCESN005322F300309705,"5322",0,,
OCE1522070,144,OCESN005322F290299704,"5322",0,,
OCE1522070,2997,OCESN005304F130139664,"5304",0,,
OCE1522070,5557,OCESN005304F160169670,"5304",0,,
OCE1522070,7430,OCESN005300F140149653,"5300",0,,
OCE1522070,7873,OCESN005300F150159656,"5300",0,,
OCE1522070,711,OCESN005300F200209651,"5300",0,,
OCE1522070,50,OCESN005338F410419783,"5338",0,,
OCE1522070,50,OCESN005332F670679720,"5332",0,,
OCE1522070,2528,OCESN005336F020029776,"5336",0,,
OCE1522070,1998,OCESN005336F080089780,"5336",0,,
OCE1522070,2528,OCESN005338F240249786,"5338",0,,
OCE1522070,1998,OCESN005338F330339793,"5338",0,,
OCE1522070,43,OCESN005338F300309794,"5338",0,,
OCE1522070,14212,OCESN005332F700709706,"5332",0,,
OCE1522070,14213,OCESN005332F580589710,"5332",0,,
OCE1522070,2438,OCESN005332F720729707,"5332",0,,
OCE1522070,66,OCESN005332F620629708,"5332",0,,
OCE1522070,14214,OCESN005332F58058-1192954284,"5332",0,,
OCE1522070,4082,OCESN005338F280289792,"5338",0,,
OCE1522070,14215,OCESN005332F29029-1193754286,"5332",0,,
OCE1522070,4077,OCESN005338F270279790,"5338",0,,
OCE1522070,4078,OCESN005338F340349789,"5338",0,,
OCE1522070,14216,OCESN005332F70070-1192754283,"5332",0,,
OCE1522070,4080,OCESN005338F370379791,"5338",0,,
OCE1522070,11093,OCESN005332F730739718,"5332",0,,
OCE1522070,144,OCESN005332F640649711,"5332",0,,
OCE1522070,161,OCESN005332F660669715,"5332",0,,
OCE1522070,1970,OCESN005336F010019781,"5336",0,,
OCE1522070,718,OCESN005336F090099779,"5336",0,,
OCE1522070,161,OCESN005316F430439689,"5316",0,,
OCE1522070,1102,OCESN005316F400409691,"5316",0,,
OCE1522070,14217,OCESN005300F210219654,"5300",0,,
OCE1522070,14218,OCESN005300F21021-1188254280,"5300",0,,
OCE1522070,14219,OCESN005316F42042-1191454281,"5316",0,,
OCE1522070,14220,OCESN005316F420429686,"5316",0,,
OCESN-87773002-87471003,6405,OCESN005341F200209801,"5341",1,,
OCESN-87773002-87471003,50,OCESN005341F230239800,"5341",1,,
OCESN-87773002-87471003,11935,OCESN005341F250259802,"5341",1,,
OCESN-87773002-87471003,4078,OCESN005341F300309804,"5341",1,,
OCESN-87773002-87471003,4077,OCESN005341F210219798,"5341",1,,
OCESN-87751008-87481002,4270,OCESN005357F550559838,"5357",1,,
OCESN-87751008-87481002,34,OCESN005357F390399843,"5357",1,,
OCESN-87751008-87481002,11279,OCESN005357F460469842,"5357",1,,
OCESN-87751008-87481002,13145,OCESN005357F560569831,"5357",1,,
OCESN-87751008-87481002,644,OCESN005357F370379827,"5357",1,,
OCESN-87751008-87481002,8214,OCESN005357F380389832,"5357",1,,
OCESN-87751008-87481002,260,OCESN005357F540549833,"5357",1,,
OCESN-87723197-87481002,622,OCESN005357F470479836,"5357",1,,
OCESN-87723197-87481002,276,OCESN005357F320329828,"5357",1,,
OCESN-87723197-87481002,66,OCESN005357F480489829,"5357",1,,
OCESN-87722025-87471003,5622,OCESN005381F010019871,"5381",1,,
OCESN-87722025-87471003,3483,OCESN005381F090099869,"5381",1,,
OCESN-87722025-87471003,5621,OCESN005381F110119870,"5381",1,,
OCESN-87722025-87471003,2681,OCESN005381F130139874,"5381",1,,
OCE669597,4823,OCESN009870F1601615495,"9870",0,,
OCE669597,803,OCESN009870F1001015493,"9870",0,,
OCE669597,8281,OCESN009870F1501515489,"9870",0,,
OCE669597,13878,OCESN009870F0600615490,"9870",0,,
OCE669597,803,OCESN009872F1201215504,"9872",0,,
OCE669597,8281,OCESN009872F1501515499,"9872",0,,
OCE669597,8282,OCESN009870F0700715497,"9870",0,,
OCE669597,8282,OCESN009872F0100115502,"9872",0,,
OCE669597,5252,OCESN009872F1401415500,"9872",0,,
OCE669597,278,OCESN005400F340349989,"5400",0,,
OCE669597,1437,OCESN005400F160169987,"5400",0,,
OCE669597,14221,OCESN005400F350359993,"5400",0,,
OCE669597,306,OCESN005400F140149991,"5400",0,,
OCE669597,1440,OCESN005400F170179984,"5400",0,,
OCE669597,14222,OCESN005400F060069983,"5400",0,,
OCE669597,1445,OCESN005400F250259986,"5400",0,,
OCE669597,93,OCESN005400F3303310000,"5400",0,,
OCE669597,14223,OCESN005400F36036~TGP55083,"5400",0,,
OCE669597,14224,OCESN005400F30030~TGP55080,"5400",0,,
OCE669597,177,OCESN005400F320329997,"5400",0,,
OCE669597,14225,OCESN005400F210219996,"5400",0,,
OCE669597,1447,OCESN005400F150159999,"5400",0,,
OCE669597,8666,OCESN009894F4204215565,"9894",0,,
OCE669597,8657,OCESN009894F3703715564,"9894",0,,
OCE669597,3367,OCESN009890F2902915557,"9890",0,,
OCE669597,6127,OCESN009892F0100115560,"9892",0,,
OCE669597,9391,OCESN009894F3803815569,"9894",0,,
OCE669597,2923,OCESN009894F2102115567,"9894",0,,
OCE669597,13284,OCESN005420F0400410007,"5420",0,,
OCE669597,13281,OCESN005420F0500510002,"5420",0,,
OCE133,161,OCESN005487F3703710137,"5487",1,,
OCE133,1440,OCESN005488F2202210141,"5488",1,,
OCE133,8641,OCESN005488F3503510142,"5488",1,,
OCE133,144,OCESN005487F3603610136,"5487",1,,
OCE133,8639,OCESN005487F2302310138,"5487",1,,
OCE133,10778,OCESN005487F1801810128,"5487",1,,
OCE133,10782,OCESN005487F2402410134,"5487",1,,
OCE133,4077,OCESN005487F1601610130,"5487",1,,
OCE133,584,OCESN005487F1301310125,"5487",1,,
OCE133,3425,OCESN005488F2102110140,"5488",1,,
OCE133,3434,OCESN005488F2402410143,"5488",1,,
OCE133,8646,OCESN005488F3003010144,"5488",1,,
OCE133,14226,OCESN005440F1901910015,"5440",0,,
OCE133,14227,OCESN005440F2902910012,"5440",0,,
OCE133,14228,OCESN005444F0100110019,"5444",0,,
OCE133,14229,OCESN005440F3003010010,"5440",0,,
OCE133,14230,OCESN005440F19019~TGF55088,"5440",0,,
OCE133,14231,OCESN005440F29029~TGP55087,"5440",0,,
OCE133,144,OCESN005440F3903910008,"5440",0,,
OCE133,14232,OCESN005444F04004~TGF55092,"5444",0,,
OCE133,14233,OCESN005444F01001~TGP55090,"5444",0,,
OCE133,14234,OCESN005444F0400410024,"5444",0,,
OCE133,165,OCESN005480F2702710101,"5480",0,,
OCE133,644,OCESN005482F1301310112,"5482",0,,
OCE133,1445,OCESN005482F0200210111,"5482",0,,
OCE133,1440,OCESN005480F1501510095,"5480",0,,
OCE133,5365,OCESN005480F2602610099,"5480",0,,
OCE133,682,OCESN005480F1601610097,"5480",0,,
OCE133,682,OCESN005482F0300310121,"5482",0,,
OCE133,161,OCESN005482F1501510120,"5482",0,,
OCE133,6793,OCESN005482F1101110119,"5482",0,,
OCE133,144,OCESN005482F1701710109,"5482",0,,
OCE133,1445,OCESN005480F1701710106,"5480",0,,
OCE133,9000,OCESN005460F1301310070,"5460",0,,
OCE133,144,OCESN005460F3403410069,"5460",0,,
OCE133,5276,OCESN005460F3103110072,"5460",0,,
OCE133,161,OCESN005460F3503510066,"5460",0,,
OCE133,2438,OCESN005460F1901910062,"5460",0,,
OCE133,14235,OCESN005488F34034-1197654297,"5488",0,,
OCE133,14236,OCESN005488F3403410148,"5488",0,,
OCE133,355,OCESN005450F5005010053,"5450",0,,
OCE133,7025,OCESN005450F5905910050,"5450",0,,
OCE133,7003,OCESN005450F3503510048,"5450",0,,
OCE133,303,OCESN005450F3403410049,"5450",0,,
OCE133,14237,OCESN005454F0800810059,"5454",0,,
OCE133,14238,OCESN005454F1301310058,"5454",0,,
OCE133,90,OCESN005450F6306310046,"5450",0,,
OCE133,7020,OCESN005450F4504510033,"5450",0,,
OCE133,7023,OCESN005450F6206210032,"5450",0,,
OCE133,7019,OCESN005450F4804810030,"5450",0,,
OCE133,14239,OCESN005450F3003010027,"5450",0,,
OCE133,66,OCESN005450F6006010028,"5450",0,,
OCE133,7005,OCESN005450F1901910031,"5450",0,,
OCE133,14240,OCESN005454F13013~TGF55096,"5454",0,,
OCE133,14241,OCESN005454F08008~TGF55097,"5454",0,,
OCE133,14242,OCESN005450F30030~TGP55093,"5450",0,,
OCE133,14243,OCESN005450F28028~TGF55094,"5450",0,,
OCE133,14244,OCESN005450F51051~TGF55095,"5450",0,,
OCE133,7026,OCESN005450F6106110041,"5450",0,,
OCE133,7007,OCESN005450F5805810040,"5450",0,,
OCE133,546,OCESN005450F7507510045,"5450",0,,
OCE133,622,OCESN005450F1401410044,"5450",0,,
OCE133,1960,OCESN005450F4604610043,"5450",0,,
OCE133,7008,OCESN005450F4104110039,"5450",0,,
OCE133,14245,OCESN005450F2802810035,"5450",0,,
OCE133,5897,OCESN005450F3903910038,"5450",0,,
OCE133,7017,OCESN005450F2902910036,"5450",0,,
OCE133,4077,OCESN005470F1901910090,"5470",0,,
OCE133,8639,OCESN005470F3203210085,"5470",0,,
OCE133,161,OCESN005470F4304310075,"5470",0,,
OCE133,10778,OCESN005470F2202210076,"5470",0,,
OCE133,144,OCESN005470F4204210073,"5470",0,,
OCE133,584,OCESN005470F1601610077,"5470",0,,
OCE133,10782,OCESN005470F3103110081,"5470",0,,
OCE133,165,OCESN005470F4104110078,"5470",0,,
OCESN-87192039-87773002,1833,OCESN005521F0800810178,"5521",1,,
OCESN-87192039-87773002,1834,OCESN005521F0100110180,"5521",1,,
OCESN-87192039-87773002,1836,OCESN005521F0600610179,"5521",1,,
OCESN-87192039-87773002,1098,OCESN005521F0700710184,"5521",1,,
OCESN-87192039-87773002,1408,OCESN005521F0300310185,"5521",1,,
OCESN-87722025-87141002,13536,OCESN005535F1401410204,"5535",1,,
OCESN-87722025-87141002,13534,OCESN005535F0200210203,"5535",1,,
OCESN-87141002-87756056,13546,OCESN005537F0800810215,"5537",1,,
OCESN-87141002-87756056,923,OCESN005537F1201210216,"5537",1,,
OCESN-87141002-87756056,530,OCESN005537F0500510205,"5537",1,,
OCESN-87141002-87756056,9264,OCESN005537F0600610207,"5537",1,,
OCESN-87141002-87756056,13541,OCESN005537F0100110208,"5537",1,,
OCESN-87141002-87756056,13544,OCESN005537F0900910211,"5537",1,,
OCESN-87141002-87756056,9138,OCESN005537F1001010209,"5537",1,,
OCESN-87751008-87141002,89,OCESN005537F0700710206,"5537",1,,
OCESN-87723197-87141002,50,OCESN005537F0400410210,"5537",1,,
OCESN-87756056-87214056,165,OCESN005537F1801810213,"5537",1,,
OCESN-87756056-87212027,324,OCESN005537F0300310214,"5537",1,,
OCESN-87756056-87212027,1009,OCESN005537F1401410218,"5537",1,,
OCE149,276,OCESN006107F0900910626,"6107",1,,
OCE149,276,OCESN006103F1001010617,"6103",1,,
OCE149,6051,OCESN006131F2302310693,"6131",1,,
OCE149,6059,OCESN006131F2402410695,"6131",1,,
OCE149,276,OCESN006117F0700710656,"6117",1,,
OCE149,276,OCESN006127F0900910676,"6127",1,,
OCE149,4445,OCESN006155F1001010735,"6155",1,,
OCE149,8416,OCESN006109F1101110633,"6109",1,,
OCE149,622,OCESN006109F3303310638,"6109",1,,
OCE149,11394,OCESN006109F2502510636,"6109",1,,
OCE149,10955,OCESN006109F2902910635,"6109",1,,
OCE149,66,OCESN006109F3403410634,"6109",1,,
OCE149,5264,OCESN006117F0300310655,"6117",1,,
OCE149,4278,OCESN006111F0700710640,"6111",1,,
OCE149,6664,OCESN006103F0600610619,"6103",1,,
OCE149,1346,OCESN006101F0800810609,"6101",1,,
OCE149,6661,OCESN006103F0900910615,"6103",1,,
OCE149,622,OCESN006107F0800810624,"6107",1,,
OCE149,11392,OCESN006109F3503510631,"6109",1,,
OCE149,3694,OCESN006107F0700710625,"6107",1,,
OCE149,66,OCESN006107F1001010628,"6107",1,,
OCE149,5520,OCESN006137F0800810714,"6137",1,,
OCE149,2604,OCESN006137F1001010716,"6137",1,,
OCE149,14246,OCESN006131F1701710699,"6131",1,,
OCE149,6063,OCESN006131F2102110700,"6131",1,,
OCE149,353,OCESN006137F1101110717,"6137",1,,
OCE149,14247,OCESN006131F22022-1233754311,"6131",1,,
OCE149,14248,OCESN006131F17017-1234154313,"6131",1,,
OCE149,8001,OCESN006137F0900910719,"6137",1,,
OCE149,14249,OCESN006129F15015-1233454309,"6129",1,,
OCE149,4278,OCESN006123F0800810669,"6123",1,,
OCE149,6703,OCESN006121F0400410662,"6121",1,,
OCE149,4278,OCESN006127F1001010679,"6127",1,,
OCE149,14250,OCESN006131F2202210694,"6131",1,,
OCE149,14251,OCESN006131F1901910696,"6131",1,,
OCE149,14252,OCESN006129F1501510688,"6129",1,,
OCE149,3165,OCESN006153F1201210728,"6153",1,,
OCE149,5879,OCESN006153F0800810729,"6153",1,,
OCE149,1432,OCESN006153F0900910730,"6153",1,,
OCE149,334,OCESN006153F1101110726,"6153",1,,
OCE149,14253,OCESN006129F06006-1233554310,"6129",1,,
OCE149,14254,OCESN006129F0600610689,"6129",1,,
OCE149,622,OCESN006106F1001010621,"6106",0,,
OCE149,276,OCESN006120F1001010660,"6120",0,,
OCE149,276,OCESN006124F2202210672,"6124",0,,
OCE149,276,OCESN006116F0800810647,"6116",0,,
OCE149,5236,OCESN006102F1501510614,"6102",0,,
OCE149,3930,OCESN006124F2302310671,"6124",0,,
OCE149,3933,OCESN006124F1601610675,"6124",0,,
OCE149,3928,OCESN006124F0700710673,"6124",0,,
OCE149,1095,OCESN006106F0900910623,"6106",0,,
OCE149,5768,OCESN006144F1001010721,"6144",0,,
OCE149,5744,OCESN006136F0500510713,"6136",0,,
OCE149,5232,OCESN006102F0900910612,"6102",0,,
OCE149,260,OCESN006132F0600610705,"6132",0,,
OCE149,11167,OCESN006132F0500510704,"6132",0,,
OCE149,1768,OCESN006132F0700710703,"6132",0,,
OCE149,1091,OCESN006106F0400410620,"6106",0,,
OCE149,242,OCESN006136F0900910711,"6136",0,,
OCE149,5768,OCESN006134F1401410708,"6134",0,,
OCE149,66,OCESN006116F1301310652,"6116",0,,
OCE149,622,OCESN006116F1201210651,"6116",0,,
OCE149,5610,OCESN006112F0900910644,"6112",0,,
OCE149,11190,OCESN006116F0900910648,"6116",0,,
OCE149,5291,OCESN006120F0900910659,"6120",0,,
OCE149,14255,OCESN006112F08008-1233254308,"6112",0,,
OCE149,1768,OCESN006122F1101110663,"6122",0,,
OCE149,3694,OCESN006122F1201210664,"6122",0,,
OCE149,14256,OCESN006112F0800810643,"6112",0,,
OCE149,5710,OCESN006128F0400410683,"6128",0,,
OCE149,622,OCESN006128F1101110684,"6128",0,,
OCE149,66,OCESN006128F1301310681,"6128",0,,
OCE149,3933,OCESN006024F1401410502,"6024",0,,
OCE149,4685,OCESN006024F1601610499,"6024",0,,
OCE149,3928,OCESN006024F1101110500,"6024",0,,
OCE149,1346,OCESN006150F0800810724,"6150",0,,
OCE150,2497,OCESN006031F1201210517,"6031",1,,
OCE150,11077,OCESN006031F0300310514,"6031",1,,
OCE150,9846,OCESN006225F5505510963,"6225",1,,
OCE150,9847,OCESN006225F2502510961,"6225",1,,
OCE150,9845,OCESN006225F5105110962,"6225",1,,
OCE150,1878,OCESN006235F0300310968,"6235",1,,
OCE150,1878,OCESN006233F0200210967,"6233",1,,
OCE150,66,OCESN006225F4604610949,"6225",1,,
OCE150,5379,OCESN006223F0600610948,"6223",1,,
OCE150,3890,OCESN006035F1701710535,"6035",1,,
OCE150,7277,OCESN006033F0400410523,"6033",1,,
OCE150,7274,OCESN006033F1801810525,"6033",1,,
OCE150,8048,OCESN006037F1401410555,"6037",1,,
OCE150,1878,OCESN006221F2102110926,"6221",1,,
OCE150,9835,OCESN006035F1201210540,"6035",1,,
OCE150,5260,OCESN006035F1401410544,"6035",1,,
OCE150,5261,OCESN006035F1901910545,"6035",1,,
OCE150,10821,OCESN006047F0800810566,"6047",1,,
OCE150,12286,OCESN006047F0900910567,"6047",1,,
OCE150,48,OCESN006047F0600610570,"6047",1,,
OCE150,1878,OCESN006275F0400411024,"6275",1,,
OCE150,12288,OCESN006047F1001010568,"6047",1,,
OCE150,1878,OCESN006277F0300311031,"6277",1,,
OCE150,10494,OCESN006281F0600611040,"6281",1,,
OCE150,3448,OCESN006049F2202210581,"6049",1,,
OCE150,13496,OCESN006279F1301311039,"6279",1,,
OCE150,3449,OCESN006049F1001010583,"6049",1,,
OCE150,3444,OCESN006049F2402410580,"6049",1,,
OCE150,3442,OCESN006049F2302310579,"6049",1,,
OCE150,530,OCESN006225F5605610959,"6225",1,,
OCE150,9848,OCESN006225F4804810957,"6225",1,,
OCE150,12289,OCESN006047F0700710571,"6047",1,,
OCE150,8046,OCESN006037F1301310551,"6037",1,,
OCE150,10229,OCESN006035F1801810542,"6035",1,,
OCE150,1571,OCESN006037F1101110552,"6037",1,,
OCE150,4077,OCESN006225F5405410956,"6225",1,,
OCE150,5260,OCESN006223F1601610940,"6223",1,,
OCE150,5374,OCESN006223F2102110939,"6223",1,,
OCE150,9334,OCESN006221F0700710928,"6221",1,,
OCE150,48,OCESN006049F2602610582,"6049",1,,
OCE150,2497,OCESN006221F2302310932,"6221",1,,
OCE150,5373,OCESN006223F2002010942,"6223",1,,
OCE150,5376,OCESN006223F0500510946,"6223",1,,
OCE150,3694,OCESN006275F0100111025,"6275",1,,
OCE150,7160,OCESN006271F0400411018,"6271",1,,
OCE150,260,OCESN026645F0600618156,"26645",1,,
OCE150,7162,OCESN006271F0500511017,"6271",1,,
OCE150,7159,OCESN006271F0700711016,"6271",1,,
OCE150,13492,OCESN006279F1401411036,"6279",1,,
OCE150,13494,OCESN006279F0100111038,"6279",1,,
OCE150,13487,OCESN006279F1501511033,"6279",1,,
OCE150,5259,OCESN006277F0400411027,"6277",1,,
OCE150,2497,OCESN006277F0500511029,"6277",1,,
OCE150,13489,OCESN006279F1201211032,"6279",1,,
OCE150,10226,OCESN006035F1301310539,"6035",1,,
OCE150,5786,OCESN006258F0900911002,"6258",0,,
OCE150,4995,OCESN006250F0100110971,"6250",0,,
OCE150,4997,OCESN006250F1101110972,"6250",0,,
OCE150,7277,OCESN006034F1301310533,"6034",0,,
OCE150,4431,OCESN006202F1101110901,"6202",0,,
OCE150,803,OCESN006206F3003010907,"6206",0,,
OCE150,1346,OCESN006200F0100110895,"6200",0,,
OCE150,5573,OCESN006030F1001010511,"6030",0,,
OCE150,5566,OCESN006030F1401410503,"6030",0,,
OCE150,5569,OCESN006030F1501510504,"6030",0,,
OCE150,7274,OCESN006034F1501510529,"6034",0,,
OCE150,4980,OCESN006038F0600610559,"6038",0,,
OCE150,9835,OCESN006038F0200210558,"6038",0,,
OCE150,1878,OCESN006214F0600610925,"6214",0,,
OCE150,1878,OCESN006212F1501510924,"6212",0,,
OCE150,5031,OCESN006208F2202210920,"6208",0,,
OCE150,4985,OCESN006206F3403410916,"6206",0,,
OCE150,563,OCESN006208F2002010919,"6208",0,,
OCE150,5026,OCESN006208F0900910921,"6208",0,,
OCE150,5029,OCESN006208F1401410922,"6208",0,,
OCE150,4980,OCESN006050F0800810584,"6050",0,,
OCE150,622,OCESN006254F0900910983,"6254",0,,
OCE150,5002,OCESN006250F1001010978,"6250",0,,
OCE150,1878,OCESN006260F0300311004,"6260",0,,
OCE150,2415,OCESN006254F0400410986,"6254",0,,
OCE150,9460,OCESN006046F0500510563,"6046",0,,
OCE150,13704,OCESN006048F0400410575,"6048",0,,
OCE150,13702,OCESN006048F0500510573,"6048",0,,
OCE150,5783,OCESN006050F0600610588,"6050",0,,
OCE150,5783,OCESN006258F0600610997,"6258",0,,
OCE150,12334,OCESN006256F0300310994,"6256",0,,
OCE150,4980,OCESN006258F1201210998,"6258",0,,
OCE150,2497,OCESN006036F2202210548,"6036",0,,
OCE150,2500,OCESN006036F1701710550,"6036",0,,
OCE150,1445,OCESN006036F2102110547,"6036",0,,
OCE150,11807,OCESN006260F0600611009,"6260",0,,
OCE150,1095,OCESN006260F1001011008,"6260",0,,
OCE150,11808,OCESN006260F0400411010,"6260",0,,
OCE150,11812,OCESN006260F1201211013,"6260",0,,
OCE150,11811,OCESN006260F0800811011,"6260",0,,
OCE150,48,OCESN006030F1801810513,"6030",0,,
OCE150,5574,OCESN006030F1701710510,"6030",0,,
OCE150,11804,OCESN006260F0700711007,"6260",0,,
OCE150,339,OCESN006260F0900911006,"6260",0,,
OCE150,12332,OCESN006256F0400410990,"6256",0,,
OCE150,7545,OCESN006204F3203210904,"6204",0,,
OCE150,3713,OCESN006052F0600610590,"6052",0,,
OCE150,3712,OCESN006052F0500510589,"6052",0,,
OCE150,4429,OCESN006202F1701710897,"6202",0,,
OCE150,4427,OCESN006202F1301310896,"6202",0,,
OCE150,4980,OCESN006206F3603610909,"6206",0,,
OCE150,6804,OCESN006254F0700710985,"6254",0,,
OCE150,6807,OCESN006254F0500510988,"6254",0,,
OCE150,7542,OCESN006204F2902910905,"6204",0,,
OCE150,5971,OCESN006254F0600610981,"6254",0,,
OCE150,4981,OCESN006206F0900910908,"6206",0,,
OCE156,276,OCESN006165F0400410744,"6165",1,,
OCE156,276,OCESN006177F1201210791,"6177",1,,
OCE156,14257,OCESN006077F2002010598,"6077",1,,
OCE156,89,OCESN006177F0800810789,"6177",1,,
OCE156,14258,OCESN006077F20020-1233154307,"6077",1,,
OCE156,8092,OCESN006177F1601610793,"6177",1,,
OCE156,8090,OCESN006177F1401410790,"6177",1,,
OCE156,2320,OCESN006177F1501510794,"6177",1,,
OCE156,66,OCESN006175F1201210779,"6175",1,,
OCE156,622,OCESN006175F1101110780,"6175",1,,
OCE156,4445,OCESN006173F1201210771,"6173",1,,
OCE156,3694,OCESN006175F0600610781,"6175",1,,
OCE156,6788,OCESN006187F1001010812,"6187",1,,
OCE156,14259,OCESN006077F18018~TGF55102,"6077",1,,
OCE156,8085,OCESN006165F0800810747,"6165",1,,
OCE156,1768,OCESN006165F1001010746,"6165",1,,
OCE156,65,OCESN006165F0900910740,"6165",1,,
OCE156,5585,OCESN006163F1001010739,"6163",1,,
OCE156,9266,OCESN006169F1901910759,"6169",1,,
OCE156,1768,OCESN006169F1801810756,"6169",1,,
OCE156,9264,OCESN006169F1601610758,"6169",1,,
OCE156,2320,OCESN006077F1901910602,"6077",1,,
OCE156,89,OCESN006165F0600610742,"6165",1,,
OCE156,89,OCESN006169F1501510761,"6169",1,,
OCE156,266,OCESN006187F1101110815,"6187",1,,
OCE156,6791,OCESN006187F0800810813,"6187",1,,
OCE156,276,OCESN006176F1001010786,"6176",0,,
OCE156,6179,OCESN006080F0500510606,"6080",0,,
OCE156,90,OCESN006080F0600610605,"6080",0,,
OCE156,65,OCESN006188F0900910821,"6188",0,,
OCE156,66,OCESN006174F2302310772,"6174",0,,
OCE156,5329,OCESN006174F1801810778,"6174",0,,
OCE156,622,OCESN006174F2202210776,"6174",0,,
OCE156,4561,OCESN006170F0200210762,"6170",0,,
OCE156,622,OCESN006074F2002010596,"6074",0,,
OCE156,14260,OCESN006074F1601610592,"6074",0,,
OCE156,66,OCESN006074F2102110593,"6074",0,,
OCE156,8067,OCESN006168F0800810755,"6168",0,,
OCE156,65,OCESN006186F1701710811,"6186",0,,
OCE156,622,OCESN006188F1901910817,"6188",0,,
