trip_id;trip_date;time;stop_by_name;stop;stop_position_lon;stop_position_lat
OCESN002356F38038~TGF54541;2020-04-23 12:33:00;12:33:00;Paris-Est;87113001;2.35915061;48.87656977
OCESN009560F0500515017;2020-04-23 16:58:00;16:58:00;Frankfurt/M (Francfort);80110684;8.66408545;50.10725545
OCESN009560F0500515017;2020-04-23 17:35:00;17:35:00;Mannheim-Hbf;80140087;8.47011276;49.47974384
OCESN009560F0500515017;2020-04-23 18:06:00;18:06:00;Karlsruhe-Hbf;80142281;8.40028628;48.99441342
OCESN009560F0500515017;2020-04-23 18:52:00;18:52:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN009560F0500515017;2020-04-23 20:43:00;20:43:00;Paris-Est;87113001;2.35915061;48.87656977
OCESN009590F05005-1331554424;2020-04-23 07:47:00;07:47:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN009590F05005-1331554424;2020-04-23 09:35:00;09:35:00;Paris-Est;87113001;2.35915061;48.87656977
OCESN009576F3603615111;2020-04-23 06:22:00;06:22:00;MÃ¼nchen Hbf (Munich);80203471;11.56007782;48.14030243
OCESN009576F3603615111;2020-04-23 06:49:00;06:49:00;Augsburg-Hbf;80021402;10.88638945;48.36555503
