trip_id;trip_date;time;stop_by_name;stop;stop_position_lon;stop_position_lat
OCESN009870F0600615490;2020-04-23 07:17:00;07:17:00;Bruxelles-M./Brussel-Z.;88140010;4.33582771;50.83527508
OCESN009870F0600615490;2020-04-23 07:52:00;07:52:00;Lille Europe;87223263;3.07574513;50.6388462
OCESN009870F0600615490;2020-04-23 08:54:00;08:54:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN009870F0600615490;2020-04-23 09:29:00;09:29:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN009870F0600615490;2020-04-23 10:00:00;10:00:00;Meuse-TGV;87147322;5.27105413;48.97849058
OCESN009870F0600615490;2020-04-23 10:25:00;10:25:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN009870F0600615490;2020-04-23 11:05:00;11:05:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN009872F1401415500;2020-04-23 19:17:00;19:17:00;Bruxelles-M./Brussel-Z.;88140010;4.33582771;50.83527508
OCESN009872F1401415500;2020-04-23 19:52:00;19:52:00;Lille Europe;87223263;3.07574513;50.6388462
OCESN009872F1401415500;2020-04-23 20:25:00;20:25:00;Arras;87342014;2.78112647;50.28681562
OCESN009872F1401415500;2020-04-23 21:15:00;21:15:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN009872F1401415500;2020-04-23 21:50:00;21:50:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN009872F1401415500;2020-04-23 22:31:00;22:31:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN009872F1401415500;2020-04-23 23:14:00;23:14:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005400F150159999;2020-04-23 11:25:00;11:25:00;Lille Europe;87223263;3.07574513;50.6388462
OCESN005400F150159999;2020-04-23 11:51:00;11:51:00;TGV Haute-Picardie;87313882;2.83165428;49.85920132
OCESN005400F150159999;2020-04-23 12:24:00;12:24:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN005400F150159999;2020-04-23 13:13:00;13:13:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005400F150159999;2020-04-23 13:54:00;13:54:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005400F150159999;2020-04-23 14:39:00;14:39:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN009894F3703715564;2020-04-23 15:11:00;15:11:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN009894F3703715564;2020-04-23 15:45:00;15:45:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN009894F3703715564;2020-04-23 16:26:00;16:26:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN009894F3703715564;2020-04-23 17:00:00;17:00:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN009894F3703715564;2020-04-23 17:58:00;17:58:00;Lille Europe;87223263;3.07574513;50.6388462
OCESN009894F3703715564;2020-04-23 18:43:00;18:43:00;Bruxelles-M./Brussel-Z.;88140010;4.33582771;50.83527508
OCESN009892F0100115560;2020-04-23 12:41:00;12:41:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN009892F0100115560;2020-04-23 13:17:00;13:17:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN009892F0100115560;2020-04-23 13:37:00;13:37:00;Meuse-TGV;87147322;5.27105413;48.97849058
OCESN009892F0100115560;2020-04-23 14:03:00;14:03:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN009892F0100115560;2020-04-23 14:37:00;14:37:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN009892F0100115560;2020-04-23 15:38:00;15:38:00;Lille Europe;87223263;3.07574513;50.6388462
OCESN009892F0100115560;2020-04-23 16:34:00;16:34:00;Bruxelles-M./Brussel-Z.;88140010;4.33582771;50.83527508
OCESN005420F0400410007;2020-04-23 06:07:00;06:07:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005420F0400410007;2020-04-23 06:42:00;06:42:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005420F0400410007;2020-04-23 07:24:00;07:24:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005420F0400410007;2020-04-23 07:57:00;07:57:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN005420F0400410007;2020-04-23 08:33:00;08:33:00;TGV Haute-Picardie;87313882;2.83165428;49.85920132
OCESN005420F0400410007;2020-04-23 09:08:00;09:08:00;Lille Europe;87223263;3.07574513;50.6388462
OCESN005487F1801810128;2020-04-23 07:31:00;07:31:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005487F1801810128;2020-04-23 08:09:00;08:09:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005487F1801810128;2020-04-23 08:54:00;08:54:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005487F1801810128;2020-04-23 09:31:00;09:31:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN005487F1801810128;2020-04-23 09:58:00;09:58:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005487F1801810128;2020-04-23 10:34:00;10:34:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005487F1801810128;2020-04-23 11:45:00;11:45:00;St-Pierre-des-Corps;87571240;0.72505388;47.38573204
OCESN005487F1801810128;2020-04-23 12:38:00;12:38:00;Angers-St-Laud;87484006;-0.55694922;47.46443417
OCESN005487F1801810128;2020-04-23 13:19:00;13:19:00;Nantes;87481002;-1.54192517;47.21750472
OCESN005488F2402410143;2020-04-23 17:31:00;17:31:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005488F2402410143;2020-04-23 18:07:00;18:07:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005488F2402410143;2020-04-23 18:56:00;18:56:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005488F2402410143;2020-04-23 19:28:00;19:28:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005488F2402410143;2020-04-23 20:04:00;20:04:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005488F2402410143;2020-04-23 22:15:00;22:15:00;Angers-St-Laud;87484006;-0.55694922;47.46443417
OCESN005488F2402410143;2020-04-23 23:07:00;23:07:00;Nantes;87481002;-1.54192517;47.21750472
OCESN005440F1901910015;2020-04-23 08:59:00;08:59:00;Bordeaux-St-Jean;87581009;-0.55619406;44.82653979
OCESN005440F1901910015;2020-04-23 09:34:00;09:34:00;AngoulÃªme;87583005;0.16452848;45.65393498
OCESN005440F1901910015;2020-04-23 10:17:00;10:17:00;Poitiers;87575001;0.33308432;46.58218335
OCESN005440F1901910015;2020-04-23 10:50:00;10:50:00;St-Pierre-des-Corps;87571240;0.72505388;47.38573204
OCESN005440F1901910015;2020-04-23 11:45:00;11:45:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005440F1901910015;2020-04-23 12:24:00;12:24:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005440F1901910015;2020-04-23 12:55:00;12:55:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005440F1901910015;2020-04-23 13:23:00;13:23:00;Meuse-TGV;87147322;5.27105413;48.97849058
OCESN005440F1901910015;2020-04-23 13:48:00;13:48:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005440F1901910015;2020-04-23 14:31:00;14:31:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005444F01001~TGP55090;2020-04-23 15:59:00;15:59:00;Bordeaux-St-Jean;87581009;-0.55619406;44.82653979
OCESN005444F01001~TGP55090;2020-04-23 16:34:00;16:34:00;AngoulÃªme;87583005;0.16452848;45.65393498
OCESN005444F01001~TGP55090;2020-04-23 17:17:00;17:17:00;Poitiers;87575001;0.33308432;46.58218335
OCESN005444F01001~TGP55090;2020-04-23 17:49:00;17:49:00;St-Pierre-des-Corps;87571240;0.72505388;47.38573204
OCESN005444F01001~TGP55090;2020-04-23 18:45:00;18:45:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005444F01001~TGP55090;2020-04-23 19:27:00;19:27:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005444F01001~TGP55090;2020-04-23 19:58:00;19:58:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005444F01001~TGP55090;2020-04-23 20:25:00;20:25:00;Meuse-TGV;87147322;5.27105413;48.97849058
OCESN005444F01001~TGP55090;2020-04-23 20:46:00;20:46:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005444F01001~TGP55090;2020-04-23 21:27:00;21:27:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005480F1601610097;2020-04-23 13:57:00;13:57:00;Nantes;87481002;-1.54192517;47.21750472
OCESN005480F1601610097;2020-04-23 14:38:00;14:38:00;Angers-St-Laud;87484006;-0.55694922;47.46443417
OCESN005480F1601610097;2020-04-23 15:28:00;15:28:00;Le Mans;87396002;0.19214284;47.99558372
OCESN005480F1601610097;2020-04-23 16:21:00;16:21:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005480F1601610097;2020-04-23 16:57:00;16:57:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005480F1601610097;2020-04-23 17:29:00;17:29:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005480F1601610097;2020-04-23 18:13:00;18:13:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005480F1601610097;2020-04-23 19:01:00;19:01:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005482F0300310121;2020-04-23 08:02:00;08:02:00;Nantes;87481002;-1.54192517;47.21750472
OCESN005482F0300310121;2020-04-23 08:41:00;08:41:00;Angers-St-Laud;87484006;-0.55694922;47.46443417
OCESN005482F0300310121;2020-04-23 09:31:00;09:31:00;Le Mans;87396002;0.19214284;47.99558372
OCESN005482F0300310121;2020-04-23 10:22:00;10:22:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005482F0300310121;2020-04-23 10:55:00;10:55:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005482F0300310121;2020-04-23 11:10:00;11:10:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN005482F0300310121;2020-04-23 11:53:00;11:53:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005482F0300310121;2020-04-23 12:33:00;12:33:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005482F0300310121;2020-04-23 13:13:00;13:13:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005460F1301310070;2020-04-23 16:44:00;16:44:00;Rennes;87471003;-1.67232664;48.10351528
OCESN005460F1301310070;2020-04-23 18:08:00;18:08:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005460F1301310070;2020-04-23 18:56:00;18:56:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005460F1301310070;2020-04-23 19:30:00;19:30:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005460F1301310070;2020-04-23 20:14:00;20:14:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005460F1301310070;2020-04-23 20:59:00;20:59:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005454F0800810059;2020-04-23 14:20:00;14:20:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005454F0800810059;2020-04-23 14:55:00;14:55:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005454F0800810059;2020-04-23 15:18:00;15:18:00;Meuse-TGV;87147322;5.27105413;48.97849058
OCESN005454F0800810059;2020-04-23 15:50:00;15:50:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005454F0800810059;2020-04-23 16:28:00;16:28:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005454F0800810059;2020-04-23 17:04:00;17:04:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005454F0800810059;2020-04-23 18:06:00;18:06:00;St-Pierre-des-Corps;87571240;0.72505388;47.38573204
OCESN005454F0800810059;2020-04-23 18:40:00;18:40:00;Poitiers;87575001;0.33308432;46.58218335
OCESN005454F0800810059;2020-04-23 19:22:00;19:22:00;AngoulÃªme;87583005;0.16452848;45.65393498
OCESN005454F0800810059;2020-04-23 20:01:00;20:01:00;Bordeaux-St-Jean;87581009;-0.55619406;44.82653979
OCESN005470F2202210076;2020-04-23 07:31:00;07:31:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005470F2202210076;2020-04-23 08:09:00;08:09:00;Lorraine-TGV;87142109;6.16977576;48.94779465
OCESN005470F2202210076;2020-04-23 08:54:00;08:54:00;Champagne-Ardenne;87171926;3.98878814;49.21164026
OCESN005470F2202210076;2020-04-23 09:31:00;09:31:00;AÃ©ropt-C-de-Gaulle-TGV;87271494;2.57158758;49.00401756
OCESN005470F2202210076;2020-04-23 09:58:00;09:58:00;Marne-la-VallÃ©e-Chessy.;87111849;2.78287721;48.87059769
OCESN005470F2202210076;2020-04-23 10:34:00;10:34:00;Massy-TGV;87393702;2.26156762;48.72602849
OCESN005470F2202210076;2020-04-23 11:30:00;11:30:00;Le Mans;87396002;0.19214284;47.99558372
OCESN005470F2202210076;2020-04-23 12:19:00;12:19:00;Rennes;87471003;-1.67232664;48.10351528
OCESN005537F0800810215;2020-04-23 12:26:00;12:26:00;Nancy-Ville;87141002;6.17427169;48.68978225
OCESN005537F0800810215;2020-04-23 13:34:00;13:34:00;Strasbourg;87212027;7.73396834;48.5851719
OCESN005537F0800810215;2020-04-23 14:48:00;14:48:00;Mulhouse;87182063;7.34284957;47.74179838
OCESN005537F0800810215;2020-04-23 15:14:00;15:14:00;Belfort-MontbÃ©liard-TGV;87300822;6.89903128;47.58659149
OCESN005537F0800810215;2020-04-23 15:39:00;15:39:00;BesanÃ§on-Franche-ComtÃ©;87300863;5.95475873;47.30747111
OCESN005537F0800810215;2020-04-23 16:09:00;16:09:00;Dijon-Ville;87713040;5.02727989;47.32340388
OCESN005537F0800810215;2020-04-23 17:17:00;17:17:00;MÃ¢con-Ville;87725689;4.82514854;46.30265933
OCESN005537F0800810215;2020-04-23 17:56:00;17:56:00;Lyon-Part-Dieu;87723197;4.85943505;45.7605853
OCESN005537F0800810215;2020-04-23 19:08:00;19:08:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN005537F0800810215;2020-04-23 19:30:00;19:30:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN005537F0800810215;2020-04-23 19:45:00;19:45:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN005537F0800810215;2020-04-23 20:42:00;20:42:00;Toulon;87755009;5.92945828;43.12831598
OCESN005537F0800810215;2020-04-23 21:24:00;21:24:00;Les Arcs-Draguignan;87755447;6.48246201;43.45572852
OCESN005537F0800810215;2020-04-23 21:41:00;21:41:00;St-RaphaÃ«l-Valescure;87757526;6.76901271;43.42360603
OCESN005537F0800810215;2020-04-23 22:06:00;22:06:00;Cannes;87757625;7.01972542;43.55391311
OCESN005537F0800810215;2020-04-23 22:17:00;22:17:00;Antibes;87757674;7.11951629;43.58578911
OCESN005537F0800810215;2020-04-23 22:37:00;22:37:00;Nice-Ville;87756056;7.26178618;43.70471069
OCESN006155F1001010735;2020-04-23 09:08:00;09:08:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006155F1001010735;2020-04-23 12:14:00;12:14:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006155F1001010735;2020-04-23 13:12:00;13:12:00;Toulon;87755009;5.92945828;43.12831598
OCESN006155F1001010735;2020-04-23 13:40:00;13:40:00;HyÃ¨res;87755629;6.12419901;43.1088605
OCESN006109F2902910635;2020-04-23 10:39:00;10:39:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006109F2902910635;2020-04-23 12:32:00;12:32:00;Lyon-Saint-Exupery-Tgv;87762906;5.07583344;45.72092788
OCESN006109F2902910635;2020-04-23 13:30:00;13:30:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006109F2902910635;2020-04-23 13:53:00;13:53:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006109F2902910635;2020-04-23 14:08:00;14:08:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006117F0300310655;2020-04-23 15:39:00;15:39:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006117F0300310655;2020-04-23 18:19:00;18:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006117F0300310655;2020-04-23 18:42:00;18:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006117F0300310655;2020-04-23 18:57:00;18:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006111F0700710640;2020-04-23 11:36:00;11:36:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006111F0700710640;2020-04-23 14:19:00;14:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006111F0700710640;2020-04-23 14:42:00;14:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006111F0700710640;2020-04-23 14:57:00;14:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006101F0800810609;2020-04-23 06:36:00;06:36:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006101F0800810609;2020-04-23 09:19:00;09:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006101F0800810609;2020-04-23 09:42:00;09:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006101F0800810609;2020-04-23 09:57:00;09:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006103F0900910615;2020-04-23 08:02:00;08:02:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006103F0900910615;2020-04-23 10:46:00;10:46:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006103F0900910615;2020-04-23 11:09:00;11:09:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006103F0900910615;2020-04-23 11:24:00;11:24:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006107F0700710625;2020-04-23 09:37:00;09:37:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006107F0700710625;2020-04-23 12:19:00;12:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006107F0700710625;2020-04-23 12:42:00;12:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006107F0700710625;2020-04-23 12:57:00;12:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006123F0800810669;2020-04-23 17:36:00;17:36:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006123F0800810669;2020-04-23 20:19:00;20:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006123F0800810669;2020-04-23 20:42:00;20:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006123F0800810669;2020-04-23 20:57:00;20:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006121F0400410662;2020-04-23 16:38:00;16:38:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006121F0400410662;2020-04-23 19:19:00;19:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006121F0400410662;2020-04-23 19:42:00;19:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006121F0400410662;2020-04-23 19:57:00;19:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006127F1001010679;2020-04-23 18:35:00;18:35:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006127F1001010679;2020-04-23 21:19:00;21:19:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006127F1001010679;2020-04-23 21:42:00;21:42:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006127F1001010679;2020-04-23 21:57:00;21:57:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006129F1501510688;2020-04-23 19:38:00;19:38:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006129F1501510688;2020-04-23 22:17:00;22:17:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006129F1501510688;2020-04-23 22:40:00;22:40:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006129F1501510688;2020-04-23 22:55:00;22:55:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006153F0800810729;2020-04-23 18:07:00;18:07:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006153F0800810729;2020-04-23 21:01:00;21:01:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006153F0800810729;2020-04-23 21:16:00;21:16:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006153F0800810729;2020-04-23 22:12:00;22:12:00;Toulon;87755009;5.92945828;43.12831598
OCESN006124F2302310671;2020-04-23 14:34:00;14:34:00;HyÃ¨res;87755629;6.12419901;43.1088605
OCESN006124F2302310671;2020-04-23 14:48:00;14:48:00;Toulon;87755009;5.92945828;43.12831598
OCESN006124F2302310671;2020-04-23 15:35:00;15:35:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006124F2302310671;2020-04-23 16:05:00;16:05:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006124F2302310671;2020-04-23 16:27:00;16:27:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006124F2302310671;2020-04-23 19:18:00;19:18:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006136F0500510713;2020-04-23 06:02:00;06:02:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006136F0500510713;2020-04-23 06:15:00;06:15:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006136F0500510713;2020-04-23 06:37:00;06:37:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006136F0500510713;2020-04-23 09:30:00;09:30:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006132F0500510704;2020-04-23 18:59:00;18:59:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006132F0500510704;2020-04-23 19:13:00;19:13:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006132F0500510704;2020-04-23 19:37:00;19:37:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006132F0500510704;2020-04-23 22:27:00;22:27:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006106F0400410620;2020-04-23 07:00:00;07:00:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006106F0400410620;2020-04-23 07:13:00;07:13:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006106F0400410620;2020-04-23 07:35:00;07:35:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006106F0400410620;2020-04-23 10:21:00;10:21:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006116F0900910648;2020-04-23 12:02:00;12:02:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006116F0900910648;2020-04-23 12:15:00;12:15:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006116F0900910648;2020-04-23 12:37:00;12:37:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006116F0900910648;2020-04-23 15:24:00;15:24:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006120F0900910659;2020-04-23 13:59:00;13:59:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006120F0900910659;2020-04-23 14:11:00;14:11:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006120F0900910659;2020-04-23 14:33:00;14:33:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006120F0900910659;2020-04-23 17:18:00;17:18:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006112F08008-1233254308;2020-04-23 09:00:00;09:00:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006112F08008-1233254308;2020-04-23 09:34:00;09:34:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006112F08008-1233254308;2020-04-23 12:21:00;12:21:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006122F1201210664;2020-04-23 15:02:00;15:02:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006122F1201210664;2020-04-23 15:15:00;15:15:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006122F1201210664;2020-04-23 15:37:00;15:37:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006122F1201210664;2020-04-23 18:22:00;18:22:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006128F0400410683;2020-04-23 17:02:00;17:02:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006128F0400410683;2020-04-23 17:15:00;17:15:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006128F0400410683;2020-04-23 17:37:00;17:37:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006128F0400410683;2020-04-23 20:31:00;20:31:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006024F1601610499;2020-04-23 15:49:00;15:49:00;Marseille-St-Charles;87751008;5.38064989;43.30272986
OCESN006024F1601610499;2020-04-23 16:05:00;16:05:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006024F1601610499;2020-04-23 16:27:00;16:27:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006024F1601610499;2020-04-23 19:18:00;19:18:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006150F0800810724;2020-04-23 05:47:00;05:47:00;Toulon;87755009;5.92945828;43.12831598
OCESN006150F0800810724;2020-04-23 06:37:00;06:37:00;Aix-en-Provence-TGV;87319012;5.31726436;43.45515093
OCESN006150F0800810724;2020-04-23 07:01:00;07:01:00;Avignon-TGV;87318964;4.78615444;43.92196386
OCESN006150F0800810724;2020-04-23 07:36:00;07:36:00;Valence-TGV;87763029;4.97894146;44.99137044
OCESN006150F0800810724;2020-04-23 09:56:00;09:56:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006031F1201210517;2020-04-23 08:12:00;08:12:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006031F1201210517;2020-04-23 10:24:00;10:24:00;Valence-TGV;87763029;4.97894146;44.99137044
OCESN006031F1201210517;2020-04-23 11:10:00;11:10:00;NÃ®mes;87775007;4.36583551;43.83229306
OCESN006031F1201210517;2020-04-23 11:40:00;11:40:00;Montpellier-Saint-Roch;87773002;3.88236031;43.60583439
OCESN006031F1201210517;2020-04-23 11:59:00;11:59:00;SÃ¨te;87773200;3.69639619;43.41281189
OCESN006031F1201210517;2020-04-23 12:15:00;12:15:00;Agde;87781278;3.46602019;43.31757369
OCESN006031F1201210517;2020-04-23 12:30:00;12:30:00;BÃ©ziers;87781005;3.21921804;43.33622529
OCESN006225F2502510961;2020-04-23 19:12:00;19:12:00;Paris-Gare-de-Lyon;87686006;2.37346237;48.84492163
OCESN006225F2502510961;2020-04-23 21:24:00;21:24:00;Valence-TGV;87763029;4.97894146;44.99137044
OCESN006225F2502510961;2020-04-23 22:10:00;22:10:00;NÃ®mes;87775007;4.36583551;43.83229306
