trip_id;stop;stop_by_name
OCESN006419F0500511052;[87686006, 87741009, 87741645, 87741728, 87741769, 87741777, 87741793];['Paris-Gare-de-Lyon', 'ChambÃ©ry-Chal.-les-Eaux', 'Albertville', 'MoÃ»tiers-Salins-Brides', 'Aime-la-Plagne', 'Landry', 'Bourg-St-Maurice']
OCESN006420F0400411055;[87741793, 87741777, 87741769, 87741728, 87741645, 87741009, 87686006];['Bourg-St-Maurice', 'Landry', 'Aime-la-Plagne', 'MoÃ»tiers-Salins-Brides', 'Albertville', 'ChambÃ©ry-Chal.-les-Eaux', 'Paris-Gare-de-Lyon']
OCESN006442F0600611080;[87741793, 87741777, 87741769, 87741728, 87741645, 87741009, 87743005, 87686006];['Bourg-St-Maurice', 'Landry', 'Aime-la-Plagne', 'MoÃ»tiers-Salins-Brides', 'Albertville', 'ChambÃ©ry-Chal.-les-Eaux', 'Bourg-en-Bresse', 'Paris-Gare-de-Lyon']
OCESN006447F0400411086;[87686006, 87725705, 87743005, 87741009, 87741645, 87741728, 87741769, 87741777, 87741793];['Paris-Gare-de-Lyon', 'MÃ¢con-LochÃ©-TGV', 'Bourg-en-Bresse', 'ChambÃ©ry-Chal.-les-Eaux', 'Albertville', 'MoÃ»tiers-Salins-Brides', 'Aime-la-Plagne', 'Landry', 'Bourg-St-Maurice']
OCESN006467F1301311089;[87686006, 87745000, 87745497, 87746370, 87746438, 87746479];['Paris-Gare-de-Lyon', 'Bellegarde-s-V. Gare', 'Annemasse', 'Cluses (Hte-Savoie)', 'Sallanches-Comb.MegÃ¨ve', 'St-Gervais-L-B-Le-Fayet']
OCESN006482F2102111100;[87746479, 87746438, 87746370, 87745497, 87745000, 87686006];['St-Gervais-L-B-Le-Fayet', 'Sallanches-Comb.MegÃ¨ve', 'Cluses (Hte-Savoie)', 'Annemasse', 'Bellegarde-s-V. Gare', 'Paris-Gare-de-Lyon']
OCESN006484F1701711106;[87746479, 87746438, 87746370, 87745497, 87745000, 87725705, 87686006];['St-Gervais-L-B-Le-Fayet', 'Sallanches-Comb.MegÃ¨ve', 'Cluses (Hte-Savoie)', 'Annemasse', 'Bellegarde-s-V. Gare', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006501F0700711108;[87686006, 87745000, 87745497, 87745646, 87745679];['Paris-Gare-de-Lyon', 'Bellegarde-s-V. Gare', 'Annemasse', 'Thonon-les-Bains', 'Evian-les-Bains']
OCESN006504F1101111119;[87745679, 87745646, 87745497, 87745000, 87686006];['Evian-les-Bains', 'Thonon-les-Bains', 'Annemasse', 'Bellegarde-s-V. Gare', 'Paris-Gare-de-Lyon']
OCESN006506F1901911124;[87745679, 87745646, 87745497, 87745000, 87725705, 87686006];['Evian-les-Bains', 'Thonon-les-Bains', 'Annemasse', 'Bellegarde-s-V. Gare', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006601F0500511129;[87686006, 87694109, 87723197, 87722025];['Paris-Gare-de-Lyon', 'Creusot - TGV (le)', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN006602F0600611137;[87722025, 87723197, 87725705, 87694109, 87686006];['Lyon-Perrache', 'Lyon-Part-Dieu', 'MÃ¢con-LochÃ©-TGV', 'Creusot - TGV (le)', 'Paris-Gare-de-Lyon']
OCESN006603F0400411140;[87686006, 87723197, 87722025];['Paris-Gare-de-Lyon', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN006604F0800811142;[87722025, 87723197, 87686006];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Paris-Gare-de-Lyon']
OCESN006607F0800811161;[87686006, 87723197];['Paris-Gare-de-Lyon', 'Lyon-Part-Dieu']
OCESN006608F1001011165;[87722025, 87723197, 87694109, 87686006];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Creusot - TGV (le)', 'Paris-Gare-de-Lyon']
OCESN006615F2902911192;[87686006, 87694109, 87725705, 87723197, 87722025];['Paris-Gare-de-Lyon', 'Creusot - TGV (le)', 'MÃ¢con-LochÃ©-TGV', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN006616F1301311204;[87723197, 87686006];['Lyon-Part-Dieu', 'Paris-Gare-de-Lyon']
OCESN006616F1701711207;[87723197, 87725705, 87694109, 87686006];['Lyon-Part-Dieu', 'MÃ¢con-LochÃ©-TGV', 'Creusot - TGV (le)', 'Paris-Gare-de-Lyon']
OCESN006626F1001011276;[87722025, 87723197, 87725705, 87686006];['Lyon-Perrache', 'Lyon-Part-Dieu', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006638F0400411327;[87723197, 87725705, 87686006];['Lyon-Part-Dieu', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006681F0800811404;[87686006, 87694109, 87723197, 87726000];['Paris-Gare-de-Lyon', 'Creusot - TGV (le)', 'Lyon-Part-Dieu', 'St-Etienne-ChÃ¢teaucreux']
OCESN006685F1201211412;[87686006, 87723197, 87726000];['Paris-Gare-de-Lyon', 'Lyon-Part-Dieu', 'St-Etienne-ChÃ¢teaucreux']
OCESN006689F3103111441;[87686006, 87725705, 87723197, 87726000];['Paris-Gare-de-Lyon', 'MÃ¢con-LochÃ©-TGV', 'Lyon-Part-Dieu', 'St-Etienne-ChÃ¢teaucreux']
OCESN006690F0300311443;[87726000, 87723197, 87686006];['St-Etienne-ChÃ¢teaucreux', 'Lyon-Part-Dieu', 'Paris-Gare-de-Lyon']
OCESN006700F1401411468;[87182063, 87300822, 87300863, 87713040, 87686006];['Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'Paris-Gare-de-Lyon']
OCESN006701F0500511471;[87686006, 87713131, 87713040, 87300863, 87300822, 87182063];['Paris-Gare-de-Lyon', 'Montbard', 'Dijon-Ville', 'BesanÃ§on-Franche-ComtÃ©', 'Belfort-MontbÃ©liard-TGV', 'Mulhouse']
OCESN006702F1101111472;[87182063, 87300822, 87300863, 87713040, 87713131, 87686006];['Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'Montbard', 'Paris-Gare-de-Lyon']
OCESN006705F0800811490;[87686006, 87713040, 87300863, 87300822, 87182063];['Paris-Gare-de-Lyon', 'Dijon-Ville', 'BesanÃ§on-Franche-ComtÃ©', 'Belfort-MontbÃ©liard-TGV', 'Mulhouse']
OCESN006730F0200211524;[87713040, 87686006];['Dijon-Ville', 'Paris-Gare-de-Lyon']
OCESN006731F0200211526;[87686006, 87713131, 87713040];['Paris-Gare-de-Lyon', 'Montbard', 'Dijon-Ville']
OCESN006732F0200211529;[87713040, 87713131, 87686006];['Dijon-Ville', 'Montbard', 'Paris-Gare-de-Lyon']
OCESN006733F0200211530;[87686006, 87713040];['Paris-Gare-de-Lyon', 'Dijon-Ville']
OCESN006741F0500511535;[87686006, 87713131, 87713040, 87300863, 87718007];['Paris-Gare-de-Lyon', 'Montbard', 'Dijon-Ville', 'BesanÃ§on-Franche-ComtÃ©', 'BesanÃ§on-Viotte']
OCESN006745F1401411540;[87686006, 87713131, 87713040, 87713412, 87718007];['Paris-Gare-de-Lyon', 'Montbard', 'Dijon-Ville', 'Dole-Ville', 'BesanÃ§on-Viotte']
OCESN006749F0200211543;[87686006, 87713040, 87713412, 87718007];['Paris-Gare-de-Lyon', 'Dijon-Ville', 'Dole-Ville', 'BesanÃ§on-Viotte']
OCESN006760F0200211549;[87718007, 87713412, 87713040, 87713131, 87686006];['BesanÃ§on-Viotte', 'Dole-Ville', 'Dijon-Ville', 'Montbard', 'Paris-Gare-de-Lyon']
OCESN006762F0700711556;[87718007, 87300863, 87713040, 87713131, 87686006];['BesanÃ§on-Viotte', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'Montbard', 'Paris-Gare-de-Lyon']
OCESN006766F0100111562;[87718007, 87713412, 87713040, 87686006];['BesanÃ§on-Viotte', 'Dole-Ville', 'Dijon-Ville', 'Paris-Gare-de-Lyon']
OCESN006768F0200211565;[87718007, 87300863, 87713040, 87686006];['BesanÃ§on-Viotte', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'Paris-Gare-de-Lyon']
OCESN006781F0100111567;[87686006, 87713131, 87713040, 87713545, 87725002];['Paris-Gare-de-Lyon', 'Montbard', 'Dijon-Ville', 'Beaune', 'Chalon-sur-SaÃ´ne']
OCESN006784F0400411571;[87725002, 87713545, 87713040, 87713131, 87686006];['Chalon-sur-SaÃ´ne', 'Beaune', 'Dijon-Ville', 'Montbard', 'Paris-Gare-de-Lyon']
OCESN006801F0300311574;[87723197, 87763029, 87318964, 87319012, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006803F0100111578;[87722025, 87318964, 87319012, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Lyon-Perrache', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006803F0300311579;[87723197, 87318964, 87319012, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006811F1601611580;[87723197, 87763029, 87318964, 87319012, 87751008];['Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN006821F1001011588;[87723197, 87763029, 87775007, 87773002, 87773200, 87781005, 87781104, 87615286, 87611004];['Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'SÃ¨te', 'BÃ©ziers', 'Narbonne', 'Carcassonne', 'Toulouse-Matabiau']
OCESN006821F1101111584;[87723197, 87763029, 87775007, 87773002];['Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN006823F2302311601;[87723197, 87763029, 87775007, 87773002, 87781005, 87781104, 87615286, 87611004];['Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'BÃ©ziers', 'Narbonne', 'Carcassonne', 'Toulouse-Matabiau']
OCESN006825F1601611616;[87722025, 87763029, 87775007, 87773002, 87773200, 87781005, 87781104, 87615286, 87611004];['Lyon-Perrache', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'SÃ¨te', 'BÃ©ziers', 'Narbonne', 'Carcassonne', 'Toulouse-Matabiau']
OCESN006850F1601611633;[87756056, 87757674, 87757625, 87757526, 87755447, 87755009, 87751008, 87319012, 87318964, 87723197];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Les Arcs-Draguignan', 'Toulon', 'Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu']
OCESN006852F0700711637;[87756056, 87757674, 87757625, 87757526, 87755447, 87755009, 87751008, 87319012, 87318964, 87763029, 87723197];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Les Arcs-Draguignan', 'Toulon', 'Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu']
OCESN006860F0100111640;[87751008, 87318964, 87763029, 87723197];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu']
OCESN006862F0100111642;[87751008, 87319012, 87318964, 87723197];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu']
OCESN006871F0400411648;[87688887, 87703975, 87763029, 87723197];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Lyon-Part-Dieu']
OCESN006871F0500511644;[87611004, 87615286, 87781104, 87781005, 87773200, 87688887, 87703975, 87763029, 87723197];['Toulouse-Matabiau', 'Carcassonne', 'Narbonne', 'BÃ©ziers', 'SÃ¨te', 'Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Lyon-Part-Dieu']
OCESN006873F1001011655;[87611004, 87615286, 87781104, 87781005, 87773200, 87773002, 87775007, 87763029, 87723197];['Toulouse-Matabiau', 'Carcassonne', 'Narbonne', 'BÃ©ziers', 'SÃ¨te', 'Montpellier-Saint-Roch', 'NÃ®mes', 'Valence-TGV', 'Lyon-Part-Dieu']
OCESN006873F1101111654;[87773002, 87775007, 87763029, 87723197];['Montpellier-Saint-Roch', 'NÃ®mes', 'Valence-TGV', 'Lyon-Part-Dieu']
OCESN006900F0200211663;[87747006, 87762906, 87686006];['Grenoble', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN006901F0200211669;[87686006, 87762906, 87747006];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Grenoble']
OCESN006915F0600611704;[87686006, 87747006];['Paris-Gare-de-Lyon', 'Grenoble']
OCESN006933F0300311776;[87686006, 87725705, 87741132, 87746008];['Paris-Gare-de-Lyon', 'MÃ¢con-LochÃ©-TGV', 'Aix-les-Bains-le-Revard', 'Annecy']
OCESN006939F1901911785;[87686006, 87725705, 87741009, 87741132, 87746008];['Paris-Gare-de-Lyon', 'MÃ¢con-LochÃ©-TGV', 'ChambÃ©ry-Chal.-les-Eaux', 'Aix-les-Bains-le-Revard', 'Annecy']
OCESN006951F1401411815;[87686006, 87762906, 87741009, 87741132, 87746008];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'ChambÃ©ry-Chal.-les-Eaux', 'Aix-les-Bains-le-Revard', 'Annecy']
OCESN006953F0500511825;[87686006, 87741132, 87741009];['Paris-Gare-de-Lyon', 'Aix-les-Bains-le-Revard', 'ChambÃ©ry-Chal.-les-Eaux']
OCESN006960F1101111833;[87746008, 87741132, 87741009, 87725705, 87686006];['Annecy', 'Aix-les-Bains-le-Revard', 'ChambÃ©ry-Chal.-les-Eaux', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006964F1801811846;[87746008, 87741132, 87686006];['Annecy', 'Aix-les-Bains-le-Revard', 'Paris-Gare-de-Lyon']
OCESN006972F1601611857;[87746008, 87741132, 87725705, 87686006];['Annecy', 'Aix-les-Bains-le-Revard', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006976F1801811863;[87746008, 87741009, 87741132, 87686006];['Annecy', 'ChambÃ©ry-Chal.-les-Eaux', 'Aix-les-Bains-le-Revard', 'Paris-Gare-de-Lyon']
OCESN006976F1901911864;[87746008, 87741009, 87741132, 87725705, 87686006];['Annecy', 'ChambÃ©ry-Chal.-les-Eaux', 'Aix-les-Bains-le-Revard', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006980F1401411866;[87746008, 87741132, 87741009, 87686006];['Annecy', 'Aix-les-Bains-le-Revard', 'ChambÃ©ry-Chal.-les-Eaux', 'Paris-Gare-de-Lyon']
OCESN007001F0100111877;[87271007, 87286005];['Paris Gare du Nord', 'Lille Flandres']
OCESN007002F0100111879;[87286005, 87271007];['Lille Flandres', 'Paris Gare du Nord']
OCESN007002F0700711878;[87286005, 87342014, 87271007];['Lille Flandres', 'Arras', 'Paris Gare du Nord']
OCESN007104F0500512125;[87343004, 87342014, 87271007];['Valenciennes', 'Arras', 'Paris Gare du Nord']
OCESN007104F0600612127;[87343004, 87345009, 87342014, 87271007];['Valenciennes', 'Douai', 'Arras', 'Paris Gare du Nord']
OCESN007124F0300312171;[87342014, 87271007];['Arras', 'Paris Gare du Nord']
OCESN007155F0800812214;[87271007, 87342014, 87345009, 87343004];['Paris Gare du Nord', 'Arras', 'Douai', 'Valenciennes']
OCESN007159F0800812218;[87271007, 87342014, 87343004];['Paris Gare du Nord', 'Arras', 'Valenciennes']
OCESN007159F1401412220;[87271007, 87342014];['Paris Gare du Nord', 'Arras']
OCESN007173F0600612239;[87271007, 87342014, 87345025, 87345009, 87343004];['Paris Gare du Nord', 'Arras', 'Lens', 'Douai', 'Valenciennes']
OCESN007200F0100112279;[87286542, 87286732, 87286716, 87286005, 87342014, 87271007];['Tourcoing', 'Roubaix', 'Croix Wasquehal', 'Lille Flandres', 'Arras', 'Paris Gare du Nord']
OCESN007208F0400412284;[87281006, 87223263, 87342014, 87271007];['Dunkerque', 'Lille Europe', 'Arras', 'Paris Gare du Nord']
OCESN007212F0200212293;[87223263, 87342014, 87271007];['Lille Europe', 'Arras', 'Paris Gare du Nord']
OCESN007251F0100112329;[87271007, 87342014, 87223263, 87281006];['Paris Gare du Nord', 'Arras', 'Lille Europe', 'Dunkerque']
OCESN007273F0300312335;[87271007, 87342014, 87223263];['Paris Gare du Nord', 'Arras', 'Lille Europe']
OCESN007297F0100112368;[87271007, 87342014, 87286005, 87286716, 87286732, 87286542];['Paris Gare du Nord', 'Arras', 'Lille Flandres', 'Croix Wasquehal', 'Roubaix', 'Tourcoing']
OCESN007304F0600612386;[87281006, 87286302, 87342006, 87345025, 87342014, 87271007];['Dunkerque', 'Hazebrouck', 'BÃ©thune', 'Lens', 'Arras', 'Paris Gare du Nord']
OCESN007355F08008~TGF55113;[87271007, 87342014, 87345025, 87342006, 87286302, 87281006];['Paris Gare du Nord', 'Arras', 'Lens', 'BÃ©thune', 'Hazebrouck', 'Dunkerque']
OCESN007497F0100112518;[87271007, 87342014, 87286005];['Paris Gare du Nord', 'Arras', 'Lille Flandres']
OCESN007516F0300312522;[87317586, 87281071, 87223263, 87342014, 87271007];['Boulogne Ville', 'Calais FrÃ©thun', 'Lille Europe', 'Arras', 'Paris Gare du Nord']
OCESN007520F0300312538;[87317586, 87281071, 87223263, 87345009, 87342014, 87271007];['Boulogne Ville', 'Calais FrÃ©thun', 'Lille Europe', 'Douai', 'Arras', 'Paris Gare du Nord']
OCESN007534F0100112554;[87317057, 87317065, 87317586, 87281071, 87223263, 87342014, 87271007];['Rang du Fl. Verton Ber.', 'Etaples Le Touquet', 'Boulogne Ville', 'Calais FrÃ©thun', 'Lille Europe', 'Arras', 'Paris Gare du Nord']
OCESN007546F0500512576;[87317263, 87281071, 87223263, 87345009, 87342014, 87271007];['Calais Ville', 'Calais FrÃ©thun', 'Lille Europe', 'Douai', 'Arras', 'Paris Gare du Nord']
OCESN007546F1601612579;[87281071, 87223263, 87345009, 87342014, 87271007];['Calais FrÃ©thun', 'Lille Europe', 'Douai', 'Arras', 'Paris Gare du Nord']
OCESN007546F1801812575;[87281071, 87223263, 87342014, 87271007];['Calais FrÃ©thun', 'Lille Europe', 'Arras', 'Paris Gare du Nord']
OCESN007551F0100112588;[87271007, 87342014, 87223263, 87281071, 87317586];['Paris Gare du Nord', 'Arras', 'Lille Europe', 'Calais FrÃ©thun', 'Boulogne Ville']
OCESN007565F0300312593;[87271007, 87342014, 87223263, 87281071, 87317586, 87317065, 87317057];['Paris Gare du Nord', 'Arras', 'Lille Europe', 'Calais FrÃ©thun', 'Boulogne Ville', 'Etaples Le Touquet', 'Rang du Fl. Verton Ber.']
OCESN007591F0300312627;[87271007, 87342014, 87223263, 87281071, 87317263];['Paris Gare du Nord', 'Arras', 'Lille Europe', 'Calais FrÃ©thun', 'Calais Ville']
OCESN007601F0500512629;[87391003, 87393702, 87478404, 87471003];['Paris-Montparnasse 1-2', 'Massy-TGV', 'Laval', 'Rennes']
OCESN007603F0400412633;[87391003, 87396002, 87471003];['Paris-Montparnasse 1-2', 'Le Mans', 'Rennes']
OCESN007606F0300312634;[87471003, 87391003];['Rennes', 'Paris-Montparnasse 1-2']
OCESN007608F0400412637;[87471003, 87478404, 87396002, 87393702, 87391003];['Rennes', 'Laval', 'Le Mans', 'Massy-TGV', 'Paris-Montparnasse 1-2']
OCESN007621F1801812646;[87391003, 87396002, 87484006, 87481002];['Paris-Montparnasse 1-2', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN007622F0200212650;[87481002, 87484006, 87391003];['Nantes', 'Angers-St-Laud', 'Paris-Montparnasse 1-2']
OCESN007623F1801812657;[87391003, 87393702, 87396002, 87484006, 87481002];['Paris-Montparnasse 1-2', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN007630F0200212659;[87481002, 87484006, 87393702, 87391003];['Nantes', 'Angers-St-Laud', 'Massy-TGV', 'Paris-Montparnasse 1-2']
OCESN007652F0300312662;[87581009, 87583005, 87575001, 87391003];['Bordeaux-St-Jean', 'AngoulÃªme', 'Poitiers', 'Paris-Montparnasse 1-2']
OCESN007653F0500512668;[87391003, 87393702, 87571240, 87575001, 87583005, 87581009];['Paris-Montparnasse 1-2', 'Massy-TGV', 'St-Pierre-des-Corps', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN007656F0600612676;[87581009, 87583005, 87571240, 87391003];['Bordeaux-St-Jean', 'AngoulÃªme', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN007656F0800812669;[87581009, 87583005, 87391003];['Bordeaux-St-Jean', 'AngoulÃªme', 'Paris-Montparnasse 1-2']
OCESN007656F1101112673;[87581009, 87571240, 87391003];['Bordeaux-St-Jean', 'St-Pierre-des-Corps', 'Paris-Montparnasse 1-2']
OCESN007659F0100112684;[87391003, 87583005, 87581009];['Paris-Montparnasse 1-2', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN007660F1801812691;[87581009, 87583005, 87575001, 87571240, 87393702, 87111849, 87271494, 87313882, 87286542];['Bordeaux-St-Jean', 'AngoulÃªme', 'Poitiers', 'St-Pierre-des-Corps', 'Massy-TGV', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Tourcoing']
OCESN007660F3203212687;[87581009, 87583005, 87575001, 87571240, 87393702];['Bordeaux-St-Jean', 'AngoulÃªme', 'Poitiers', 'St-Pierre-des-Corps', 'Massy-TGV']
OCESN007669F1501512703;[87286542, 87313882, 87271494, 87111849, 87393702, 87571240, 87575001, 87583005, 87581009];['Tourcoing', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'St-Pierre-des-Corps', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN007669F3503512698;[87393702, 87571240, 87575001, 87583005, 87581009];['Massy-TGV', 'St-Pierre-des-Corps', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN007671F0900912708;[87391003, 87581009];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean']
OCESN007671F1301312706;[87391003, 87581009, 87586008, 87611244, 87611004];['Paris-Montparnasse 1-2', 'Bordeaux-St-Jean', 'Agen', 'Montauban-Ville-Bourbon', 'Toulouse-Matabiau']
OCESN007672F0700712709;[87581009, 87391003];['Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN007672F0800812712;[87611004, 87611244, 87586008, 87581009, 87391003];['Toulouse-Matabiau', 'Montauban-Ville-Bourbon', 'Agen', 'Bordeaux-St-Jean', 'Paris-Montparnasse 1-2']
OCESN007691F0800812748;[87113001, 87142109, 87212027];['Paris-Est', 'Lorraine-TGV', 'Strasbourg']
OCESN007692F0500512755;[87212027, 87142109, 87113001];['Strasbourg', 'Lorraine-TGV', 'Paris-Est']
OCESN007693F0700712759;[87113001, 87192039, 87212027];['Paris-Est', 'Metz-Ville', 'Strasbourg']
OCESN007694F0400412769;[87212027, 87192039, 87113001];['Strasbourg', 'Metz-Ville', 'Paris-Est']
OCESN007695F0700712776;[87113001, 87192039, 87212027, 87182014];['Paris-Est', 'Metz-Ville', 'Strasbourg', 'Colmar']
OCESN007696F1201212784;[87182014, 87212027, 87192039, 87113001];['Colmar', 'Strasbourg', 'Metz-Ville', 'Paris-Est']
OCESN007807F0300312805;[87686006, 87722025];['Paris-Gare-de-Lyon', 'Lyon-Perrache']
OCESN007811F0100112809;[87722025, 87318964, 87319012, 87751008];['Lyon-Perrache', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN007815F0400412820;[87286005, 87111849, 87722025];['Lille Flandres', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Perrache']
OCESN007816F0100112821;[87751008, 87722025];['Marseille-St-Charles', 'Lyon-Perrache']
OCESN007817F0100112823;[87722025, 87703975, 87688887];['Lyon-Perrache', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN007818F0600612824;[87722025, 87111849, 87271494, 87286005];['Lyon-Perrache', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Flandres']
OCESN007820F0800812826;[87751008, 87318964, 87762906, 87686006];['Marseille-St-Charles', 'Avignon-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007822F1301312828;[87751008, 87318964, 87763029, 87762906, 87686006];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007824F0800812837;[87751008, 87319012, 87318964, 87762906, 87686006];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN007825F0600612845;[87686006, 87318964, 87751008];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN007827F0700712849;[87686006, 87763029, 87318964, 87319012, 87751008];['Paris-Gare-de-Lyon', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN007831F0900912864;[87271494, 87111849, 87762906, 87318964, 87751008];['AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Saint-Exupery-Tgv', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN007832F0600612867;[87751008, 87318964, 87762906, 87111849, 87271494];['Marseille-St-Charles', 'Avignon-TGV', 'Lyon-Saint-Exupery-Tgv', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV']
OCESN007835F1401412872;[87286005, 87271494, 87111849, 87723197, 87318964, 87751008];['Lille Flandres', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN007836F3103112878;[87751008, 87319012, 87318964, 87723197, 87111849, 87271494, 87286542];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Tourcoing']
OCESN007838F0800812888;[87751008, 87319012, 87318964, 87762906, 87111849, 87286005];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Saint-Exupery-Tgv', 'Marne-la-VallÃ©e-Chessy.', 'Lille Flandres']
