;trip_type;trip_id;departure_name;arrival_name;departure_uic;arrival_uic;duration;stops
3576;87223263_87111849;OCESN005030F080089312;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;3960;['A̩ropt-C-de-Gaulle-TGV']
3577;87223263_87723197;OCESN005030F080089312;Lille Europe;Lyon-Part-Dieu;87223263;87723197;10740;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3578;87223263_87318964;OCESN005030F080089312;Lille Europe;Avignon-TGV;87223263;87318964;15000;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3579;87223263_87319012;OCESN005030F080089312;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;16380;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3580;87223263_87751008;OCESN005030F080089312;Lille Europe;Marseille-St-Charles;87223263;87751008;17280;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3581;87271494_87111849;OCESN005030F080089312;A̩ropt-C-de-Gaulle-TGV;Marne-la-Vall̩e-Chessy.;87271494;87111849;900;[]
3582;87271494_87723197;OCESN005030F080089312;A̩ropt-C-de-Gaulle-TGV;Lyon-Part-Dieu;87271494;87723197;7680;['Marne-la-Vall̩e-Chessy.']
3583;87271494_87318964;OCESN005030F080089312;A̩ropt-C-de-Gaulle-TGV;Avignon-TGV;87271494;87318964;11940;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3584;87271494_87319012;OCESN005030F080089312;A̩ropt-C-de-Gaulle-TGV;Aix-en-Provence-TGV;87271494;87319012;13320;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3585;87271494_87751008;OCESN005030F080089312;A̩ropt-C-de-Gaulle-TGV;Marseille-St-Charles;87271494;87751008;14220;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3586;87223263_87313882;OCESN005010F090099293;Lille Europe;TGV Haute-Picardie;87223263;87313882;1560;[]
3587;87223263_87271494;OCESN005010F090099293;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3540;['TGV Haute-Picardie']
3588;87223263_87111849;OCESN005010F090099293;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4440;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV']
3589;87223263_87723197;OCESN005010F090099293;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11160;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3590;87223263_87763029;OCESN005010F090099293;Lille Europe;Valence-TGV;87223263;87763029;13800;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3591;87223263_87318964;OCESN005010F090099293;Lille Europe;Avignon-TGV;87223263;87318964;16020;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV']
3592;87223263_87751008;OCESN005010F090099293;Lille Europe;Marseille-St-Charles;87223263;87751008;17940;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV']
3593;87313882_87271494;OCESN005010F090099293;TGV Haute-Picardie;A̩ropt-C-de-Gaulle-TGV;87313882;87271494;1980;[]
3594;87313882_87111849;OCESN005010F090099293;TGV Haute-Picardie;Marne-la-Vall̩e-Chessy.;87313882;87111849;2880;['A̩ropt-C-de-Gaulle-TGV']
3595;87313882_87723197;OCESN005010F090099293;TGV Haute-Picardie;Lyon-Part-Dieu;87313882;87723197;9600;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3596;87313882_87763029;OCESN005010F090099293;TGV Haute-Picardie;Valence-TGV;87313882;87763029;12240;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3597;87313882_87318964;OCESN005010F090099293;TGV Haute-Picardie;Avignon-TGV;87313882;87318964;14460;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV']
3598;87313882_87751008;OCESN005010F090099293;TGV Haute-Picardie;Marseille-St-Charles;87313882;87751008;16380;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV']
3599;87223263_87271494;OCESN005030F110119318;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3180;[]
3600;87223263_87111849;OCESN005030F110119318;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4020;['A̩ropt-C-de-Gaulle-TGV']
3601;87223263_87723197;OCESN005030F110119318;Lille Europe;Lyon-Part-Dieu;87223263;87723197;10800;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3602;87223263_87318964;OCESN005030F110119318;Lille Europe;Avignon-TGV;87223263;87318964;15060;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3603;87223263_87319012;OCESN005030F110119318;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;16440;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3604;87223263_87751008;OCESN005030F110119318;Lille Europe;Marseille-St-Charles;87223263;87751008;17340;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3605;87271494_87111849;OCESN005030F110119318;A̩ropt-C-de-Gaulle-TGV;Marne-la-Vall̩e-Chessy.;87271494;87111849;840;[]
3606;87271494_87723197;OCESN005030F110119318;A̩ropt-C-de-Gaulle-TGV;Lyon-Part-Dieu;87271494;87723197;7620;['Marne-la-Vall̩e-Chessy.']
3607;87271494_87318964;OCESN005030F110119318;A̩ropt-C-de-Gaulle-TGV;Avignon-TGV;87271494;87318964;11880;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3608;87271494_87319012;OCESN005030F110119318;A̩ropt-C-de-Gaulle-TGV;Aix-en-Provence-TGV;87271494;87319012;13260;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3609;87271494_87751008;OCESN005030F110119318;A̩ropt-C-de-Gaulle-TGV;Marseille-St-Charles;87271494;87751008;14160;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3610;87223263_87313882;OCESN005124F210219414;Lille Europe;TGV Haute-Picardie;87223263;87313882;1620;[]
3611;87223263_87271494;OCESN005124F210219414;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3480;['TGV Haute-Picardie']
3612;87223263_87111849;OCESN005124F210219414;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4380;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV']
3613;87223263_87723197;OCESN005124F210219414;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11940;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3614;87223263_87319012;OCESN005124F210219414;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;17700;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3615;87223263_87751008;OCESN005124F210219414;Lille Europe;Marseille-St-Charles;87223263;87751008;18660;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Aix-en-Provence-TGV']
3616;87313882_87271494;OCESN005124F210219414;TGV Haute-Picardie;A̩ropt-C-de-Gaulle-TGV;87313882;87271494;1860;[]
3617;87313882_87111849;OCESN005124F210219414;TGV Haute-Picardie;Marne-la-Vall̩e-Chessy.;87313882;87111849;2760;['A̩ropt-C-de-Gaulle-TGV']
3618;87313882_87723197;OCESN005124F210219414;TGV Haute-Picardie;Lyon-Part-Dieu;87313882;87723197;10320;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3619;87313882_87319012;OCESN005124F210219414;TGV Haute-Picardie;Aix-en-Provence-TGV;87313882;87319012;16080;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3620;87313882_87751008;OCESN005124F210219414;TGV Haute-Picardie;Marseille-St-Charles;87313882;87751008;17040;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Aix-en-Provence-TGV']
3621;87223263_87313882;OCESN005124F200209415;Lille Europe;TGV Haute-Picardie;87223263;87313882;1620;[]
3622;87223263_87271494;OCESN005124F200209415;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3480;['TGV Haute-Picardie']
3623;87223263_87111849;OCESN005124F200209415;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4380;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV']
3624;87223263_87723197;OCESN005124F200209415;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11940;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3625;87223263_87318964;OCESN005124F200209415;Lille Europe;Avignon-TGV;87223263;87318964;16620;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3626;87223263_87319012;OCESN005124F200209415;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;18060;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3627;87223263_87751008;OCESN005124F200209415;Lille Europe;Marseille-St-Charles;87223263;87751008;18960;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3628;87313882_87271494;OCESN005124F200209415;TGV Haute-Picardie;A̩ropt-C-de-Gaulle-TGV;87313882;87271494;1860;[]
3629;87313882_87111849;OCESN005124F200209415;TGV Haute-Picardie;Marne-la-Vall̩e-Chessy.;87313882;87111849;2760;['A̩ropt-C-de-Gaulle-TGV']
3630;87313882_87723197;OCESN005124F200209415;TGV Haute-Picardie;Lyon-Part-Dieu;87313882;87723197;10320;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3631;87313882_87318964;OCESN005124F200209415;TGV Haute-Picardie;Avignon-TGV;87313882;87318964;15000;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3632;87313882_87319012;OCESN005124F200209415;TGV Haute-Picardie;Aix-en-Provence-TGV;87313882;87319012;16440;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3633;87313882_87751008;OCESN005124F200209415;TGV Haute-Picardie;Marseille-St-Charles;87313882;87751008;17340;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3634;87223263_87313882;OCESN005024F08008~TGP54966;Lille Europe;TGV Haute-Picardie;87223263;87313882;1620;[]
3635;87223263_87271494;OCESN005024F08008~TGP54966;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3480;['TGV Haute-Picardie']
3636;87223263_87111849;OCESN005024F08008~TGP54966;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4380;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV']
3637;87223263_87723197;OCESN005024F08008~TGP54966;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11940;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3638;87223263_87318964;OCESN005024F08008~TGP54966;Lille Europe;Avignon-TGV;87223263;87318964;16620;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3639;87223263_87319012;OCESN005024F08008~TGP54966;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;18060;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3640;87223263_87751008;OCESN005024F08008~TGP54966;Lille Europe;Marseille-St-Charles;87223263;87751008;18960;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3641;87313882_87271494;OCESN005024F08008~TGP54966;TGV Haute-Picardie;A̩ropt-C-de-Gaulle-TGV;87313882;87271494;1860;[]
3642;87313882_87111849;OCESN005024F08008~TGP54966;TGV Haute-Picardie;Marne-la-Vall̩e-Chessy.;87313882;87111849;2760;['A̩ropt-C-de-Gaulle-TGV']
3643;87313882_87723197;OCESN005024F08008~TGP54966;TGV Haute-Picardie;Lyon-Part-Dieu;87313882;87723197;10320;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3644;87313882_87318964;OCESN005024F08008~TGP54966;TGV Haute-Picardie;Avignon-TGV;87313882;87318964;15000;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3645;87313882_87319012;OCESN005024F08008~TGP54966;TGV Haute-Picardie;Aix-en-Provence-TGV;87313882;87319012;16440;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3646;87313882_87751008;OCESN005024F08008~TGP54966;TGV Haute-Picardie;Marseille-St-Charles;87313882;87751008;17340;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3647;87223263_87313882;OCESN005124F230239410;Lille Europe;TGV Haute-Picardie;87223263;87313882;1680;[]
3648;87223263_87271494;OCESN005124F230239410;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3540;['TGV Haute-Picardie']
3649;87223263_87111849;OCESN005124F230239410;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4440;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV']
3650;87223263_87723197;OCESN005124F230239410;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11940;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3651;87223263_87319012;OCESN005124F230239410;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;17700;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3652;87223263_87751008;OCESN005124F230239410;Lille Europe;Marseille-St-Charles;87223263;87751008;18660;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Aix-en-Provence-TGV']
3653;87313882_87271494;OCESN005124F230239410;TGV Haute-Picardie;A̩ropt-C-de-Gaulle-TGV;87313882;87271494;1860;[]
3654;87313882_87111849;OCESN005124F230239410;TGV Haute-Picardie;Marne-la-Vall̩e-Chessy.;87313882;87111849;2760;['A̩ropt-C-de-Gaulle-TGV']
3655;87313882_87723197;OCESN005124F230239410;TGV Haute-Picardie;Lyon-Part-Dieu;87313882;87723197;10260;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3656;87313882_87319012;OCESN005124F230239410;TGV Haute-Picardie;Aix-en-Provence-TGV;87313882;87319012;16020;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3657;87313882_87751008;OCESN005124F230239410;TGV Haute-Picardie;Marseille-St-Charles;87313882;87751008;16980;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Aix-en-Provence-TGV']
3658;87223263_87313882;OCESN005124F220229411;Lille Europe;TGV Haute-Picardie;87223263;87313882;1680;[]
3659;87223263_87271494;OCESN005124F220229411;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3540;['TGV Haute-Picardie']
3660;87223263_87111849;OCESN005124F220229411;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4440;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV']
3661;87223263_87723197;OCESN005124F220229411;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11940;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3662;87223263_87318964;OCESN005124F220229411;Lille Europe;Avignon-TGV;87223263;87318964;16620;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3663;87223263_87319012;OCESN005124F220229411;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;18060;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3664;87223263_87751008;OCESN005124F220229411;Lille Europe;Marseille-St-Charles;87223263;87751008;18960;['TGV Haute-Picardie', 'A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3665;87313882_87271494;OCESN005124F220229411;TGV Haute-Picardie;A̩ropt-C-de-Gaulle-TGV;87313882;87271494;1860;[]
3666;87313882_87111849;OCESN005124F220229411;TGV Haute-Picardie;Marne-la-Vall̩e-Chessy.;87313882;87111849;2760;['A̩ropt-C-de-Gaulle-TGV']
3667;87313882_87723197;OCESN005124F220229411;TGV Haute-Picardie;Lyon-Part-Dieu;87313882;87723197;10260;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3668;87313882_87318964;OCESN005124F220229411;TGV Haute-Picardie;Avignon-TGV;87313882;87318964;14940;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3669;87313882_87319012;OCESN005124F220229411;TGV Haute-Picardie;Aix-en-Provence-TGV;87313882;87319012;16380;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3670;87313882_87751008;OCESN005124F220229411;TGV Haute-Picardie;Marseille-St-Charles;87313882;87751008;17280;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3671;87223263_87271494;OCESN005102F733739381;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3120;[]
3672;87223263_87111849;OCESN005102F733739381;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4020;['A̩ropt-C-de-Gaulle-TGV']
3673;87223263_87723197;OCESN005102F733739381;Lille Europe;Lyon-Part-Dieu;87223263;87723197;11520;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3674;87223263_87318964;OCESN005102F733739381;Lille Europe;Avignon-TGV;87223263;87318964;15780;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3675;87223263_87319012;OCESN005102F733739381;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;17160;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3676;87223263_87751008;OCESN005102F733739381;Lille Europe;Marseille-St-Charles;87223263;87751008;18120;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3677;87271494_87111849;OCESN005102F733739381;A̩ropt-C-de-Gaulle-TGV;Marne-la-Vall̩e-Chessy.;87271494;87111849;900;[]
3678;87271494_87723197;OCESN005102F733739381;A̩ropt-C-de-Gaulle-TGV;Lyon-Part-Dieu;87271494;87723197;8400;['Marne-la-Vall̩e-Chessy.']
3679;87271494_87318964;OCESN005102F733739381;A̩ropt-C-de-Gaulle-TGV;Avignon-TGV;87271494;87318964;12660;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3680;87271494_87319012;OCESN005102F733739381;A̩ropt-C-de-Gaulle-TGV;Aix-en-Provence-TGV;87271494;87319012;14040;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3681;87271494_87751008;OCESN005102F733739381;A̩ropt-C-de-Gaulle-TGV;Marseille-St-Charles;87271494;87751008;15000;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3682;87223263_87271494;OCESN005102F693699380;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;4080;[]
3683;87223263_87111849;OCESN005102F693699380;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;4920;['A̩ropt-C-de-Gaulle-TGV']
3684;87223263_87723197;OCESN005102F693699380;Lille Europe;Lyon-Part-Dieu;87223263;87723197;12120;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3685;87223263_87318964;OCESN005102F693699380;Lille Europe;Avignon-TGV;87223263;87318964;16380;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3686;87223263_87319012;OCESN005102F693699380;Lille Europe;Aix-en-Provence-TGV;87223263;87319012;17760;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3687;87223263_87751008;OCESN005102F693699380;Lille Europe;Marseille-St-Charles;87223263;87751008;18720;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3688;87271494_87111849;OCESN005102F693699380;A̩ropt-C-de-Gaulle-TGV;Marne-la-Vall̩e-Chessy.;87271494;87111849;840;[]
3689;87271494_87723197;OCESN005102F693699380;A̩ropt-C-de-Gaulle-TGV;Lyon-Part-Dieu;87271494;87723197;8040;['Marne-la-Vall̩e-Chessy.']
3690;87271494_87318964;OCESN005102F693699380;A̩ropt-C-de-Gaulle-TGV;Avignon-TGV;87271494;87318964;12300;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3691;87271494_87319012;OCESN005102F693699380;A̩ropt-C-de-Gaulle-TGV;Aix-en-Provence-TGV;87271494;87319012;13680;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV']
3692;87271494_87751008;OCESN005102F693699380;A̩ropt-C-de-Gaulle-TGV;Marseille-St-Charles;87271494;87751008;14640;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV']
3693;87223263_87271494;OCESN005115F020029390;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3120;[]
3694;87223263_87111849;OCESN005115F020029390;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;3960;['A̩ropt-C-de-Gaulle-TGV']
3695;87223263_87723197;OCESN005115F020029390;Lille Europe;Lyon-Part-Dieu;87223263;87723197;10740;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
3696;87223263_87763029;OCESN005115F020029390;Lille Europe;Valence-TGV;87223263;87763029;14460;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3697;87223263_87775007;OCESN005115F020029390;Lille Europe;N̨mes;87223263;87775007;17340;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV']
3698;87223263_87773002;OCESN005115F020029390;Lille Europe;Montpellier-Saint-Roch;87223263;87773002;19260;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'N̨mes']
3699;87271494_87111849;OCESN005115F020029390;A̩ropt-C-de-Gaulle-TGV;Marne-la-Vall̩e-Chessy.;87271494;87111849;840;[]
3700;87271494_87723197;OCESN005115F020029390;A̩ropt-C-de-Gaulle-TGV;Lyon-Part-Dieu;87271494;87723197;7620;['Marne-la-Vall̩e-Chessy.']
3701;87271494_87763029;OCESN005115F020029390;A̩ropt-C-de-Gaulle-TGV;Valence-TGV;87271494;87763029;11340;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu']
3702;87271494_87775007;OCESN005115F020029390;A̩ropt-C-de-Gaulle-TGV;N̨mes;87271494;87775007;14220;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV']
3703;87271494_87773002;OCESN005115F020029390;A̩ropt-C-de-Gaulle-TGV;Montpellier-Saint-Roch;87271494;87773002;16140;['Marne-la-Vall̩e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'N̨mes']
3704;87223263_87271494;OCESN005115F030039392;Lille Europe;A̩ropt-C-de-Gaulle-TGV;87223263;87271494;3060;[]
3705;87223263_87111849;OCESN005115F030039392;Lille Europe;Marne-la-Vall̩e-Chessy.;87223263;87111849;3960;['A̩ropt-C-de-Gaulle-TGV']
3706;87223263_87723197;OCESN005115F030039392;Lille Europe;Lyon-Part-Dieu;87223263;87723197;10740;['A̩ropt-C-de-Gaulle-TGV', 'Marne-la-Vall̩e-Chessy.']
