;trip_type;trip_id;departure_name;arrival_name;departure_uic;arrival_uic;duration;stops
33;87113001_80142281;OCESN009561F2402415023;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9120;['Strasbourg']
34;87113001_80140087;OCESN009561F2402415023;Paris-Est;Mannheim-Hbf;87113001;80140087;11040;['Strasbourg', 'Karlsruhe-Hbf']
35;87113001_80110684;OCESN009561F2402415023;Paris-Est;Frankfurt/M (Francfort);87113001;80110684;13380;['Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf']
36;87113001_87212027;OCESN009561F2002015021;Paris-Est;Strasbourg;87113001;87212027;6300;[]
37;87113001_80142281;OCESN009561F2002015021;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9120;['Strasbourg']
38;87113001_80140087;OCESN009561F2002015021;Paris-Est;Mannheim-Hbf;87113001;80140087;11040;['Strasbourg', 'Karlsruhe-Hbf']
39;87113001_80110684;OCESN009561F2002015021;Paris-Est;Frankfurt/M (Francfort);87113001;80110684;13380;['Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf']
40;87113001_87212027;OCESN009561F1401415026;Paris-Est;Strasbourg;87113001;87212027;6300;[]
41;87113001_80142281;OCESN009561F1401415026;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9120;['Strasbourg']
42;87113001_80140087;OCESN009561F1401415026;Paris-Est;Mannheim-Hbf;87113001;80140087;11040;['Strasbourg', 'Karlsruhe-Hbf']
43;87113001_80110684;OCESN009561F1401415026;Paris-Est;Frankfurt/M (Francfort);87113001;80110684;13380;['Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf']
44;87113001_87212027;OCESN009561F1101115030;Paris-Est;Strasbourg;87113001;87212027;6300;[]
45;87113001_80142281;OCESN009561F1101115030;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9120;['Strasbourg']
46;87113001_80140087;OCESN009561F1101115030;Paris-Est;Mannheim-Hbf;87113001;80140087;11040;['Strasbourg', 'Karlsruhe-Hbf']
47;87113001_80110684;OCESN009561F1101115030;Paris-Est;Frankfurt/M (Francfort);87113001;80110684;13380;['Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf']
48;87113001_87212027;OCESN009561F1201215028;Paris-Est;Strasbourg;87113001;87212027;6300;[]
49;87113001_80142281;OCESN009561F1201215028;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9120;['Strasbourg']
50;87113001_80140087;OCESN009561F1201215028;Paris-Est;Mannheim-Hbf;87113001;80140087;10680;['Strasbourg', 'Karlsruhe-Hbf']
51;87113001_80110684;OCESN009561F1201215028;Paris-Est;Frankfurt/M (Francfort);87113001;80110684;13080;['Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf']
52;87113001_87212027;OCESN009561F1801815029;Paris-Est;Strasbourg;87113001;87212027;6300;[]
53;87113001_80142281;OCESN009561F1801815029;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9120;['Strasbourg']
54;87113001_80140087;OCESN009561F1801815029;Paris-Est;Mannheim-Hbf;87113001;80140087;11040;['Strasbourg', 'Karlsruhe-Hbf']
55;87113001_80110684;OCESN009561F1801815029;Paris-Est;Frankfurt/M (Francfort);87113001;80110684;13380;['Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf']
56;87113001_87212027;OCESN009591F0800815217;Paris-Est;Strasbourg;87113001;87212027;6540;[]
57;87113001_80143099;OCESN009591F0800815217;Paris-Est;Offenburg;87113001;80143099;8100;['Strasbourg']
58;87113001_80143198;OCESN009591F0800815217;Paris-Est;Lahr;87113001;80143198;9360;['Strasbourg', 'Offenburg']
59;87113001_80143313;OCESN009591F0800815217;Paris-Est;Emmendingen;87113001;80143313;10320;['Strasbourg', 'Offenburg', 'Lahr']
60;87113001_80143503;OCESN009591F0800815217;Paris-Est;Freiburg-Breisgau;87113001;80143503;11100;['Strasbourg', 'Offenburg', 'Lahr', 'Emmendingen']
61;87113001_87212027;OCESN009591F0700715215;Paris-Est;Strasbourg;87113001;87212027;6540;[]
62;87113001_80143099;OCESN009591F0700715215;Paris-Est;Offenburg;87113001;80143099;8040;['Strasbourg']
63;87113001_80143198;OCESN009591F0700715215;Paris-Est;Lahr;87113001;80143198;8820;['Strasbourg', 'Offenburg']
64;87113001_80143313;OCESN009591F0700715215;Paris-Est;Emmendingen;87113001;80143313;9780;['Strasbourg', 'Offenburg', 'Lahr']
65;87113001_80143503;OCESN009591F0700715215;Paris-Est;Freiburg-Breisgau;87113001;80143503;10560;['Strasbourg', 'Offenburg', 'Lahr', 'Emmendingen']
66;87113001_87212027;OCESN009593F0800815221;Paris-Est;Strasbourg;87113001;87212027;6360;[]
67;87113001_80142281;OCESN009593F0800815221;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9000;['Strasbourg']
68;87113001_87212027;OCESN009577F1101115139;Paris-Est;Strasbourg;87113001;87212027;6420;[]
69;87113001_80142281;OCESN009577F1101115139;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
70;87113001_80290346;OCESN009577F1101115139;Paris-Est;Stuttgart;87113001;80290346;12840;['Strasbourg', 'Karlsruhe-Hbf']
71;87113001_80291039;OCESN009577F1101115139;Paris-Est;Ulm-Hbf;87113001;80291039;16980;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart']
72;87113001_80021402;OCESN009577F1101115139;Paris-Est;Augsburg-Hbf;87113001;80021402;19560;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf']
73;87113001_80203471;OCESN009577F1101115139;Paris-Est;MÃ¼nchen Hbf (Munich);87113001;80203471;21480;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf', 'Augsburg-Hbf']
74;87113001_87212027;OCESN009577F2502515130;Paris-Est;Strasbourg;87113001;87212027;6420;[]
75;87113001_80142281;OCESN009577F2502515130;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
76;87113001_80290346;OCESN009577F2502515130;Paris-Est;Stuttgart;87113001;80290346;12840;['Strasbourg', 'Karlsruhe-Hbf']
77;87113001_80291039;OCESN009577F2502515130;Paris-Est;Ulm-Hbf;87113001;80291039;16980;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart']
78;87113001_80021402;OCESN009577F2502515130;Paris-Est;Augsburg-Hbf;87113001;80021402;19800;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf']
79;87113001_80203471;OCESN009577F2502515130;Paris-Est;MÃ¼nchen Hbf (Munich);87113001;80203471;21480;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf', 'Augsburg-Hbf']
80;87113001_87212027;OCESN009577F1201215132;Paris-Est;Strasbourg;87113001;87212027;6420;[]
81;87113001_80142281;OCESN009577F1201215132;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
82;87113001_80290346;OCESN009577F1201215132;Paris-Est;Stuttgart;87113001;80290346;11400;['Strasbourg', 'Karlsruhe-Hbf']
83;87113001_80291039;OCESN009577F1201215132;Paris-Est;Ulm-Hbf;87113001;80291039;15780;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart']
84;87113001_80021402;OCESN009577F1201215132;Paris-Est;Augsburg-Hbf;87113001;80021402;18420;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf']
85;87113001_80203471;OCESN009577F1201215132;Paris-Est;MÃ¼nchen Hbf (Munich);87113001;80203471;20520;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf', 'Augsburg-Hbf']
86;87113001_87212027;OCESN009579F1601615169;Paris-Est;Strasbourg;87113001;87212027;6420;[]
87;87113001_80142281;OCESN009579F1601615169;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
88;87113001_80290346;OCESN009579F1601615169;Paris-Est;Stuttgart;87113001;80290346;12780;['Strasbourg', 'Karlsruhe-Hbf']
89;87113001_80291039;OCESN009579F1601615169;Paris-Est;Ulm-Hbf;87113001;80291039;17100;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart']
90;87113001_80021402;OCESN009579F1601615169;Paris-Est;Augsburg-Hbf;87113001;80021402;19800;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf']
91;87113001_80203471;OCESN009579F1601615169;Paris-Est;MÃ¼nchen Hbf (Munich);87113001;80203471;21660;['Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf', 'Augsburg-Hbf']
92;87113001_87212027;OCESN002077F060066781;Paris-Est;Strasbourg;87113001;87212027;6420;[]
93;87113001_87212027;OCESN002077F040046780;Paris-Est;Strasbourg;87113001;87212027;6420;[]
94;87113001_87212027;OCESN002471F08008~TGF54561;Paris-Est;Strasbourg;87113001;87212027;6360;[]
95;87113001_87212027;OCESN002075F020026776;Paris-Est;Strasbourg;87113001;87212027;6420;[]
96;87113001_87212027;OCESN002409F06006~TGP54552;Paris-Est;Strasbourg;87113001;87212027;6360;[]
97;87113001_87212027;OCESN002443F08008~TGF54555;Paris-Est;Strasbourg;87113001;87212027;6420;[]
98;87113001_87212027;OCESN002069F12012~TGF54531;Paris-Est;Strasbourg;87113001;87212027;6420;[]
99;87113001_87212027;OCESN002363F150156977;Paris-Est;Strasbourg;87113001;87212027;6300;[]
100;87113001_87212027;OCESN002091F050056790;Paris-Est;Strasbourg;87113001;87212027;6360;[]
101;87113001_87212027;OCESN002091F060066791;Paris-Est;Strasbourg;87113001;87212027;6360;[]
102;87113001_87212027;OCESN002471F080087078;Paris-Est;Strasbourg;87113001;87212027;6360;[]
103;87113001_87212027;OCESN002443F080087055;Paris-Est;Strasbourg;87113001;87212027;6420;[]
104;87113001_87212027;OCESN002431F040047043;Paris-Est;Strasbourg;87113001;87212027;6360;[]
105;87113001_87212027;OCESN002377F060067007;Paris-Est;Strasbourg;87113001;87212027;6420;[]
106;87113001_87212027;OCESN002421F050057032;Paris-Est;Strasbourg;87113001;87212027;6420;[]
107;87113001_87212027;OCESN002465F050057069;Paris-Est;Strasbourg;87113001;87212027;6540;[]
108;87113001_87171926;OCESN002407F050057021;Paris-Est;Champagne-Ardenne;87113001;87171926;2340;[]
109;87113001_87147322;OCESN002407F050057021;Paris-Est;Meuse-TGV;87113001;87147322;3960;['Champagne-Ardenne']
110;87113001_87212027;OCESN002407F050057021;Paris-Est;Strasbourg;87113001;87212027;7140;['Champagne-Ardenne', 'Meuse-TGV']
111;87113001_87212027;OCESN002069F230236772;Paris-Est;Strasbourg;87113001;87212027;6420;[]
112;87113001_87212027;OCESN002409F060067028;Paris-Est;Strasbourg;87113001;87212027;6360;[]
113;87113001_87212027;OCESN009575F2402415105;Paris-Est;Strasbourg;87113001;87212027;6420;[]
114;87113001_80142281;OCESN009575F2402415105;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
115;87113001_80290346;OCESN009575F2402415105;Paris-Est;Stuttgart;87113001;80290346;12840;['Strasbourg', 'Karlsruhe-Hbf']
116;87113001_87212027;OCESN009575F1501515104;Paris-Est;Strasbourg;87113001;87212027;6420;[]
117;87113001_87212027;OCESN009575F3203215106;Paris-Est;Strasbourg;87113001;87212027;6420;[]
118;87113001_87212027;OCESN009579F34034-1327254417;Paris-Est;Strasbourg;87113001;87212027;6420;[]
119;87113001_87212027;OCESN009579F1701715161;Paris-Est;Strasbourg;87113001;87212027;6420;[]
120;87113001_80142281;OCESN009579F1701715161;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
121;87113001_80290346;OCESN009579F1701715161;Paris-Est;Stuttgart;87113001;80290346;11400;['Strasbourg', 'Karlsruhe-Hbf']
122;87113001_87212027;OCESN009575F2302315097;Paris-Est;Strasbourg;87113001;87212027;6420;[]
123;87113001_80142281;OCESN009575F2302315097;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
124;87113001_80290346;OCESN009575F2302315097;Paris-Est;Stuttgart;87113001;80290346;12840;['Strasbourg', 'Karlsruhe-Hbf']
125;87113001_87212027;OCESN009575F3303315101;Paris-Est;Strasbourg;87113001;87212027;6420;[]
126;87113001_87212027;OCESN009579F1501515153;Paris-Est;Strasbourg;87113001;87212027;6420;[]
127;87113001_80142281;OCESN009579F1501515153;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
128;87113001_80290346;OCESN009579F1501515153;Paris-Est;Stuttgart;87113001;80290346;12780;['Strasbourg', 'Karlsruhe-Hbf']
129;87113001_87212027;OCESN009575F24024-1322154414;Paris-Est;Strasbourg;87113001;87212027;6420;[]
130;87113001_87212027;OCESN009575F1401415093;Paris-Est;Strasbourg;87113001;87212027;6420;[]
131;87113001_80142281;OCESN009575F1401415093;Paris-Est;Karlsruhe-Hbf;87113001;80142281;9060;['Strasbourg']
132;87113001_80290346;OCESN009575F1401415093;Paris-Est;Stuttgart;87113001;80290346;12840;['Strasbourg', 'Karlsruhe-Hbf']
133;87113001_87212027;OCESN009575F14014-1319854410;Paris-Est;Strasbourg;87113001;87212027;6420;[]
134;87113001_87212027;OCESN009575F23023-1320254411;Paris-Est;Strasbourg;87113001;87212027;6420;[]
135;87182014_87214056;OCESN002352F120126949;Colmar;SÃ©lestat;87182014;87214056;660;[]
136;87182014_87212027;OCESN002352F120126949;Colmar;Strasbourg;87182014;87212027;2040;['SÃ©lestat']
137;87182014_87113001;OCESN002352F120126949;Colmar;Paris-Est;87182014;87113001;9000;['SÃ©lestat', 'Strasbourg']
138;87182014_87212027;OCESN002356F100106950;Colmar;Strasbourg;87182014;87212027;1800;[]
139;87182014_87113001;OCESN002356F100106950;Colmar;Paris-Est;87182014;87113001;9060;['Strasbourg']
140;87182014_87212027;OCESN002356F410416957;Colmar;Strasbourg;87182014;87212027;1740;[]
141;87182014_87113001;OCESN002356F410416957;Colmar;Paris-Est;87182014;87113001;9060;['Strasbourg']
142;87182014_87212027;OCESN002356F130136960;Colmar;Strasbourg;87182014;87212027;1740;[]
143;87182014_87113001;OCESN002356F130136960;Colmar;Paris-Est;87182014;87113001;9060;['Strasbourg']
144;87182014_87212027;OCESN002356F400406954;Colmar;Strasbourg;87182014;87212027;2040;[]
145;87182014_87113001;OCESN002356F400406954;Colmar;Paris-Est;87182014;87113001;9360;['Strasbourg']
146;87182014_87214056;OCESN002350F070076939;Colmar;SÃ©lestat;87182014;87214056;660;[]
147;87182014_87212027;OCESN002350F070076939;Colmar;Strasbourg;87182014;87212027;2220;['SÃ©lestat']
148;87182014_87113001;OCESN002350F070076939;Colmar;Paris-Est;87182014;87113001;8820;['SÃ©lestat', 'Strasbourg']
149;87182014_87214056;OCESN002350F030036940;Colmar;SÃ©lestat;87182014;87214056;660;[]
150;87182014_87212027;OCESN002350F030036940;Colmar;Strasbourg;87182014;87212027;2100;['SÃ©lestat']
151;87182014_87113001;OCESN002350F030036940;Colmar;Paris-Est;87182014;87113001;8820;['SÃ©lestat', 'Strasbourg']
152;87182014_87214056;OCESN002350F080086938;Colmar;SÃ©lestat;87182014;87214056;660;[]
153;87182014_87212027;OCESN002350F080086938;Colmar;Strasbourg;87182014;87212027;2220;['SÃ©lestat']
154;87182014_87113001;OCESN002350F080086938;Colmar;Paris-Est;87182014;87113001;8820;['SÃ©lestat', 'Strasbourg']
155;87182014_87214056;OCESN002352F040046946;Colmar;SÃ©lestat;87182014;87214056;600;[]
156;87182014_87212027;OCESN002352F040046946;Colmar;Strasbourg;87182014;87212027;1920;['SÃ©lestat']
157;87182014_87113001;OCESN002352F040046946;Colmar;Paris-Est;87182014;87113001;8880;['SÃ©lestat', 'Strasbourg']
158;87182014_87214056;OCESN002352F030036944;Colmar;SÃ©lestat;87182014;87214056;600;[]
159;87182014_87212027;OCESN002352F030036944;Colmar;Strasbourg;87182014;87212027;1920;['SÃ©lestat']
160;87182014_87113001;OCESN002352F030036944;Colmar;Paris-Est;87182014;87113001;8880;['SÃ©lestat', 'Strasbourg']
161;87182014_87212027;OCESN002364F040046990;Colmar;Strasbourg;87182014;87212027;1680;[]
162;87182014_87171926;OCESN002364F040046990;Colmar;Champagne-Ardenne;87182014;87171926;6120;['Strasbourg']
163;87182014_87113001;OCESN002364F040046990;Colmar;Paris-Est;87182014;87113001;8820;['Strasbourg', 'Champagne-Ardenne']
164;87182014_87212027;OCESN002362F03003~TGF54543;Colmar;Strasbourg;87182014;87212027;1740;[]
165;87182014_87113001;OCESN002362F03003~TGF54543;Colmar;Paris-Est;87182014;87113001;8460;['Strasbourg']
166;87182014_87212027;OCESN002362F060066975;Colmar;Strasbourg;87182014;87212027;1800;[]
167;87182014_87113001;OCESN002362F060066975;Colmar;Paris-Est;87182014;87113001;8460;['Strasbourg']
168;87182014_87212027;OCESN002364F110116989;Colmar;Strasbourg;87182014;87212027;1800;[]
169;87182014_87171926;OCESN002364F110116989;Colmar;Champagne-Ardenne;87182014;87171926;6120;['Strasbourg']
170;87182014_87113001;OCESN002364F110116989;Colmar;Paris-Est;87182014;87113001;8820;['Strasbourg', 'Champagne-Ardenne']
171;87182014_87214056;OCESN002350F03003~TGF54540;Colmar;SÃ©lestat;87182014;87214056;660;[]
172;87182014_87212027;OCESN002350F03003~TGF54540;Colmar;Strasbourg;87182014;87212027;2100;['SÃ©lestat']
173;87182014_87113001;OCESN002350F03003~TGF54540;Colmar;Paris-Est;87182014;87113001;8820;['SÃ©lestat', 'Strasbourg']
174;87182014_87214056;OCESN002350F07007~TGF54539;Colmar;SÃ©lestat;87182014;87214056;660;[]
175;87182014_87212027;OCESN002350F07007~TGF54539;Colmar;Strasbourg;87182014;87212027;2220;['SÃ©lestat']
176;87182014_87113001;OCESN002350F07007~TGF54539;Colmar;Paris-Est;87182014;87113001;8820;['SÃ©lestat', 'Strasbourg']
177;87182014_87212027;OCESN002356F11011~TGF54542;Colmar;Strasbourg;87182014;87212027;2040;[]
178;87182014_87113001;OCESN002356F11011~TGF54542;Colmar;Paris-Est;87182014;87113001;9360;['Strasbourg']
179;87182014_87212027;OCESN002356F38038~TGF54541;Colmar;Strasbourg;87182014;87212027;1740;[]
180;87182014_87113001;OCESN002356F38038~TGF54541;Colmar;Paris-Est;87182014;87113001;9060;['Strasbourg']
181;87182014_87212027;OCESN002356F460466962;Colmar;Strasbourg;87182014;87212027;1740;[]
182;87182014_87113001;OCESN002356F460466962;Colmar;Paris-Est;87182014;87113001;9060;['Strasbourg']
183;87182014_87212027;OCESN002356F120126970;Colmar;Strasbourg;87182014;87212027;2040;[]
184;87182014_87113001;OCESN002356F120126970;Colmar;Paris-Est;87182014;87113001;9360;['Strasbourg']
185;87182014_87212027;OCESN002356F470476971;Colmar;Strasbourg;87182014;87212027;2040;[]
186;87182014_87113001;OCESN002356F470476971;Colmar;Paris-Est;87182014;87113001;9360;['Strasbourg']
187;80110684_80140087;OCESN009560F0600615016;Frankfurt/M (Francfort);Mannheim-Hbf;80110684;80140087;2340;[]
188;80110684_80142281;OCESN009560F0600615016;Frankfurt/M (Francfort);Karlsruhe-Hbf;80110684;80142281;4020;['Mannheim-Hbf']
189;80110684_87212027;OCESN009560F0600615016;Frankfurt/M (Francfort);Strasbourg;80110684;87212027;6540;['Mannheim-Hbf', 'Karlsruhe-Hbf']
190;80110684_87113001;OCESN009560F0600615016;Frankfurt/M (Francfort);Paris-Est;80110684;87113001;13380;['Mannheim-Hbf', 'Karlsruhe-Hbf', 'Strasbourg']
191;80110684_80140087;OCESN009560F0500515017;Frankfurt/M (Francfort);Mannheim-Hbf;80110684;80140087;2220;[]
192;80110684_80142281;OCESN009560F0500515017;Frankfurt/M (Francfort);Karlsruhe-Hbf;80110684;80142281;4080;['Mannheim-Hbf']
193;80110684_87212027;OCESN009560F0500515017;Frankfurt/M (Francfort);Strasbourg;80110684;87212027;6840;['Mannheim-Hbf', 'Karlsruhe-Hbf']
194;80110684_87113001;OCESN009560F0500515017;Frankfurt/M (Francfort);Paris-Est;80110684;87113001;13500;['Mannheim-Hbf', 'Karlsruhe-Hbf', 'Strasbourg']
195;80143503_80143313;OCESN009584F0700715190;Freiburg-Breisgau;Emmendingen;80143503;80143313;780;[]
196;80143503_80143099;OCESN009584F0700715190;Freiburg-Breisgau;Offenburg;80143503;80143099;2700;['Emmendingen']
197;80143503_87212027;OCESN009584F0700715190;Freiburg-Breisgau;Strasbourg;80143503;87212027;4140;['Emmendingen', 'Offenburg']
198;80143503_87113001;OCESN009584F0700715190;Freiburg-Breisgau;Paris-Est;80143503;87113001;11100;['Emmendingen', 'Offenburg', 'Strasbourg']
199;80143503_80143313;OCESN009588F1001015205;Freiburg-Breisgau;Emmendingen;80143503;80143313;720;[]
200;80143503_80143198;OCESN009588F1001015205;Freiburg-Breisgau;Lahr;80143503;80143198;2040;['Emmendingen']
201;80143503_80143099;OCESN009588F1001015205;Freiburg-Breisgau;Offenburg;80143503;80143099;2820;['Emmendingen', 'Lahr']
202;80143503_87212027;OCESN009588F1001015205;Freiburg-Breisgau;Strasbourg;80143503;87212027;4380;['Emmendingen', 'Lahr', 'Offenburg']
203;80143503_87113001;OCESN009588F1001015205;Freiburg-Breisgau;Paris-Est;80143503;87113001;11100;['Emmendingen', 'Lahr', 'Offenburg', 'Strasbourg']
204;80143503_80143313;OCESN009590F0500515211;Freiburg-Breisgau;Emmendingen;80143503;80143313;720;[]
205;80143503_80143198;OCESN009590F0500515211;Freiburg-Breisgau;Lahr;80143503;80143198;1980;['Emmendingen']
206;80143503_80143099;OCESN009590F0500515211;Freiburg-Breisgau;Offenburg;80143503;80143099;3000;['Emmendingen', 'Lahr']
207;80143503_87212027;OCESN009590F0500515211;Freiburg-Breisgau;Strasbourg;80143503;87212027;4680;['Emmendingen', 'Lahr', 'Offenburg']
208;80143503_87113001;OCESN009590F0500515211;Freiburg-Breisgau;Paris-Est;80143503;87113001;11580;['Emmendingen', 'Lahr', 'Offenburg', 'Strasbourg']
209;80143503_80143313;OCESN009590F0300315209;Freiburg-Breisgau;Emmendingen;80143503;80143313;720;[]
210;80143503_80143198;OCESN009590F0300315209;Freiburg-Breisgau;Lahr;80143503;80143198;1920;['Emmendingen']
211;80143503_80143099;OCESN009590F0300315209;Freiburg-Breisgau;Offenburg;80143503;80143099;2700;['Emmendingen', 'Lahr']
212;80143503_87212027;OCESN009590F0300315209;Freiburg-Breisgau;Strasbourg;80143503;87212027;4080;['Emmendingen', 'Lahr', 'Offenburg']
213;80143503_87113001;OCESN009590F0300315209;Freiburg-Breisgau;Paris-Est;80143503;87113001;10980;['Emmendingen', 'Lahr', 'Offenburg', 'Strasbourg']
214;80143503_80143313;OCESN009584F0600615186;Freiburg-Breisgau;Emmendingen;80143503;80143313;660;[]
215;80143503_80143099;OCESN009584F0600615186;Freiburg-Breisgau;Offenburg;80143503;80143099;2100;['Emmendingen']
216;80143503_87212027;OCESN009584F0600615186;Freiburg-Breisgau;Strasbourg;80143503;87212027;3600;['Emmendingen', 'Offenburg']
217;80143503_87113001;OCESN009584F0600615186;Freiburg-Breisgau;Paris-Est;80143503;87113001;10560;['Emmendingen', 'Offenburg', 'Strasbourg']
218;87212027_87113001;OCESN009588F02002-1329854421;Strasbourg;Paris-Est;87212027;87113001;6360;[]
219;80143503_80143313;OCESN009588F0300315202;Freiburg-Breisgau;Emmendingen;80143503;80143313;600;[]
220;80143503_80143198;OCESN009588F0300315202;Freiburg-Breisgau;Lahr;80143503;80143198;1620;['Emmendingen']
221;80143503_80143099;OCESN009588F0300315202;Freiburg-Breisgau;Offenburg;80143503;80143099;2400;['Emmendingen', 'Lahr']
222;80143503_87212027;OCESN009588F0300315202;Freiburg-Breisgau;Strasbourg;80143503;87212027;3840;['Emmendingen', 'Lahr', 'Offenburg']
223;80143503_87113001;OCESN009588F0300315202;Freiburg-Breisgau;Paris-Est;80143503;87113001;10560;['Emmendingen', 'Lahr', 'Offenburg', 'Strasbourg']
224;87212027_87113001;OCESN009584F07007-1328554420;Strasbourg;Paris-Est;87212027;87113001;6360;[]
