,Unnamed: 0,name,address,latitude,longitude,HH_start,HH_end,confidence_index,beer_1,nHHprice_1,HHprice_1,volume_1,beer_2,nHHprice_2,HHprice_2,volume_2,beer_3,nHHprice_3,HHprice_3,volume_3,beer_4,nHHprice_4,HHprice_4,volume_4,beer_5,nHHprice_5,HHprice_5,volume_5,beer_6,nHHprice_6,HHprice_6,volume_6,beer_7,nHHprice_7,HHprice_7,volume_7,beer_8,nHHprice_8,HHprice_8,volume_8,display_name,house_number,road,neighbourhood,city_district,city,municipality,county,state,country,postcode,country_code,suburb,pharmacy,footway,residential,town,state_district,address29,pedestrian,bar,hamlet,village,cycleway,attraction,pub,post_office,restaurant,convenience,aerodrome,retail,hotel,locality,public_building,newsagent,clothes,province,estate_agent,cafe,place_of_worship,arts_centre,cinema,building,fast_food,post_box,supermarket,townhall,beauty,region,bank,parking,shoes,hairdresser,museum,industrial,clinic,commercial,alcohol,marina,theatre,memorial,artwork,castle,archaeological_site,subway_entrance,bakery,bus_stop,car,information,station,house,chalet,community_centre,bay,nightclub,courthouse,mobile_phone,hostel,optician,garden_centre,school,monument,books,travel_agency,computer,butcher,dry_cleaning,bicycle,mall,doctors,furniture,university,library,tram_stop,college,caravan_site,car_rental,stadium,sports_centre,water,path,wood,pitch,recycling,shop,address26,crematorium,car_repair,kindergarten,ferry_terminal
1930,2070,Général Beuret,"9 Place du Général Beuret, 75015 Paris-15E-Arrondissement, France",48.841665,2.3032069,0,0,5,Cheapest beer,,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Au Général Beuret, 9, Place du Général Beuret, Quartier Saint-Lambert, Paris, Île-de-France, France métropolitaine, 75015, France",9,,,,Paris,Paris,Paris,Île-de-France,France,75015,fr,Quartier Saint-Lambert,,,,,,,Place du Général Beuret,,,,,,,,,,,,,,,,,,,Au Général Beuret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,2071,LE GRAND CERF,24 Rue de Turbigo,48.864198200000004,2.3509411,0,0,0,Cheapest beer,,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24, Rue de Turbigo, Quartier Sainte-Avoye, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",24,,,Paris 2e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75002,fr,Quartier Sainte-Avoye,,,,,,,,,,,Rue de Turbigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2072,La Gaité,"6 Petite Rue Pasteur, 69100 Villeurbanne, France",45.7655725,4.8986943,0,0,1,Stella Artois,5.0,,50,Leffe Blonde,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,"6, Petite Rue Pasteur, Cusset, Villeurbanne, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69100, France",6,Petite Rue Pasteur,,,Villeurbanne,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69100,fr,Cusset,,,,,Circonscription départementale du Rhône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2073,La Gallia,"71 Rue Augustin Normand, 76600 Le Havre, France",49.4872564,0.1021576,0,0,0,Cheapest beer,4.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Gallia, 71, Rue Augustin Normand, Porte Océane, Saint-Vincent, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76600, France",71,Rue Augustin Normand,Porte Océane,,Le Havre,Le Havre,Seine-Maritime,Normandie,France,76600,fr,Saint-Vincent,,,,,,,,La Gallia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2074,La Galvani,"19 Boulevard Gouvion-Saint-Cyr, 75017 Paris, France",48.8841993,2.2895876,0,0,2,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, Boulevard Gouvion-Saint-Cyr, Quartier des Ternes, Paris, Île-de-France, France métropolitaine, 75017, France",19,Boulevard Gouvion-Saint-Cyr,,,Paris,Paris,Paris,Île-de-France,France,75017,fr,Quartier des Ternes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,2075,La Gamine,"100 Rue Damrémont, 75018 Paris, France",48.8932563,2.336207,0,0,1,Cheapest beer,,3.6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100, Rue Damrémont, Quartier des Grandes-Carrières, Paris, Île-de-France, France métropolitaine, 75018, France",100,Rue Damrémont,,,Paris,Paris,Paris,Île-de-France,France,75018,fr,Quartier des Grandes-Carrières,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,2076,La Garderie,"73 Rue Philippe-Laurent Roland, 59800 Lille, France",50.6304368,3.038863,0,0,0,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73, Rue Philippe-Laurent Roland, Vauban-Esquermes, Vauban Esquermes, Lille, Nord, Hauts-de-France, France métropolitaine, 59800, France",73,Rue Philippe-Laurent Roland,Vauban-Esquermes,Lille,Lille,Lille,Nord,Hauts-de-France,France,59800,fr,Vauban Esquermes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,2077,La Gazette D'Aujourd'Hui,"1 Place d'Aligre, 75012 Paris-12E-Arrondissement, France",48.8494222,2.377775,1630,19,0,Cheapest beer,8.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parisii, 1, Place d'Aligre, Quartier des Quinze-Vingts, Paris, Île-de-France, France métropolitaine, 75012, France",1,Place d'Aligre,,,Paris,Paris,Paris,Île-de-France,France,75012,fr,Quartier des Quinze-Vingts,,,,,,,,,,,,,,,,,,,,,,,,,,Parisii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,2078,La Gentil'ho,"33 Avenue Georges Clemenceau, 29200 Brest, France",48.3912552,-4.4876593,16,18,1,Cheapest beer,5.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bibus, 33, Avenue Georges Clemenceau, Centre Ville, Brest, Finistère, Bretagne, France métropolitaine, 29200, France",33,Avenue Georges Clemenceau,,,Brest,Brest,Finistère,Bretagne,France,29200,fr,Centre Ville,,,,,,Bibus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,2079,La Gentilhommière,"Place Saint-André des Arts, 75006 Paris, France",48.8529535,2.3427987999999997,16,19,0,Cheapest beer,9.0,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Place Saint-André des Arts, Quartier de la Monnaie, Paris, Île-de-France, France métropolitaine, 75006, France",,Place Saint-André des Arts,,,Paris,Paris,Paris,Île-de-France,France,75006,fr,Quartier de la Monnaie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,2080,La Gitane,"47 Boulevard de Grenelle, 75015 Paris, France",48.8517184,2.2918816000000004,0,0,2,Cheapest beer,7.6,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47, Boulevard de Grenelle, Quartier de Grenelle, Paris, Île-de-France, France métropolitaine, 75015, France",47,Boulevard de Grenelle,,,Paris,Paris,Paris,Île-de-France,France,75015,fr,Quartier de Grenelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,2081,La Goutière,"96 Avenue Parmentier, 75011 Paris, France",48.8660764,2.3741076,16,19,2,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96, Avenue Parmentier, Quartier de la Folie-Méricourt, Paris, Île-de-France, France métropolitaine, 75011, France",96,Avenue Parmentier,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Quartier de la Folie-Méricourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,2082,La Graine D'orge,"2bis Rue Palissy, 17100 Saintes, France",45.7414221,-0.6385776999999999,18,1930,3,Cheapest beer,5.0,3.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rue Palissy, Saint-Louis, Saint-Eutrope, Saintes, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17100, France",,Rue Palissy,Saint-Louis,,,Saintes,Charente-Maritime,Nouvelle-Aquitaine,France,17100,fr,Saint-Eutrope,,,,Saintes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,2084,La Grande Fantaisie,"9 Quai de l'Oise, 75019 Paris-19E-Arrondissement, France",48.8899996,2.3820187,0,0,7,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9, Quai de l'Oise, Quartier du Pont-de-Flandre, Paris, Île-de-France, France métropolitaine, 75019, France",9,Quai de l'Oise,,,Paris,Paris,Paris,Île-de-France,France,75019,fr,Quartier du Pont-de-Flandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2085,La Grange,"3 Cours de l'Argonne, 33000 Bordeaux, France",44.8302859,-0.5730233,17,19,1,Cheapest beer,5.5,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Grange, 3, Cours de l'Argonne, Bordeaux Sud, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33000, France",3,Cours de l'Argonne,,,Bordeaux,Bordeaux,Gironde,Nouvelle-Aquitaine,France,33000,fr,Bordeaux Sud,,,,,,,,La Grange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2086,La Grange,"15 Rue Notre Dame des Victoires, 75002 Paris-2E-Arrondissement, France",48.86818220000001,2.3416978999999998,0,0,3,Primus,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15, Rue Notre-Dame des Victoires, Quartier Vivienne, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",15,Rue Notre-Dame des Victoires,,Paris 2e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75002,fr,Quartier Vivienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2087,La Grange,"35 Rue de la Grange aux Belles, 75010 Paris, France",48.875266100000005,2.3672169999999997,15,19,1,Cheapest beer,6.0,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35, Rue de la Grange aux Belles, Quartier de l'Hôpital Saint-Louis, Paris, Île-de-France, France métropolitaine, 75010, France",35,Rue de la Grange aux Belles,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de l'Hôpital Saint-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,2088,La Grange,"17 Rue Lagrange, 75005 Paris, France",48.8508481,2.3484834,0,0,0,Cheapest beer,,4.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17, Rue Lagrange, Quartier de la Sorbonne, Paris, Île-de-France, France métropolitaine, 75005, France",17,Rue Lagrange,,,Paris,Paris,Paris,Île-de-France,France,75005,fr,Quartier de la Sorbonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,2089,La Grange Saint Pierre,"62 Rue du Mans, 61000 Alençon, France",48.4255596,0.08926410000000001,0,0,0,Cheapest beer,4.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62, Rue du Mans, Montsort, Alençon, Orne, Normandie, France métropolitaine, 61000, France",62,Rue du Mans,,,,Alençon,Orne,Normandie,France,61000,fr,,,,,Alençon,,,,,Montsort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,2091,La Grille,"4 Place d'Aligre, 75012 Paris-12E-Arrondissement, France",48.8487223,2.3776451,18,21,2,Cheapest beer,6.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, Place d'Aligre, Quartier des Quinze-Vingts, Paris, Île-de-France, France métropolitaine, 75012, France",4,Place d'Aligre,,,Paris,Paris,Paris,Île-de-France,France,75012,fr,Quartier des Quinze-Vingts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,2092,La Grisette,"27 Rue du Faubourg du Temple, 75010 Paris, France",48.8686126,2.3666882,17,22,0,Cheapest beer,7.8,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27, Rue du Faubourg du Temple, Quartier de la Porte-Saint-Martin, Paris, Île-de-France, France métropolitaine, 75010, France",27,,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de la Porte-Saint-Martin,,,,,,,Rue du Faubourg du Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,2093,La Grosse Caisse,"160 Rue Montmartre, 75002 Paris, France",48.8701731,2.34286,0,0,12,Cheapest beer,,4.5,50,Cuvée des Trolls,,6.0,50.0,La Chouffe,,6.5,50.0,,,,,,,,,,,,,,,,,,,,,"La Grosse Caisse, 160, Rue Montmartre, Quartier du Mail, Paris 2e Arrondissement, Paris, Île-de-France, France métropolitaine, 75002, France",160,Rue Montmartre,,Paris 2e Arrondissement,Paris,Paris,Paris,Île-de-France,France,75002,fr,Quartier du Mail,,,,,,,,La Grosse Caisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,2094,La Grosse Mignone,"56 Rue Carnot, 93100 Montreuil, France",48.8552439,2.4413711,0,0,0,Cheapest beer,6.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56, Rue Carnot, Solidarité - Carnot, Montreuil, Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93100, France",56,Rue Carnot,,,Montreuil,Bobigny,Seine-Saint-Denis,Île-de-France,France,93100,fr,Solidarité - Carnot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,2095,La Gueuze,"19 Rue Soufflot, 75005 Paris, France",48.8470691,2.3414604,15,19,1,Cheapest beer,6.0,5.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, Rue Soufflot, Quartier de la Sorbonne, Paris, Île-de-France, France métropolitaine, 75006, France",19,Rue Soufflot,,,Paris,Paris,Paris,Île-de-France,France,75006,fr,Quartier de la Sorbonne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,2096,La Guincheuse,"266 Rue du Faubourg Saint-Martin, 75010 Paris, France",48.883179399999996,2.3679223,17,20,1,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"266, Rue du Faubourg Saint-Martin, Quartier de l'Hôpital Saint-Louis, Paris, Île-de-France, France métropolitaine, 75010, France",266,Rue du Faubourg Saint-Martin,,,Paris,Paris,Paris,Île-de-France,France,75010,fr,Quartier de l'Hôpital Saint-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,2097,La Guinguette,"Quai de Rance, 35430 Saint-Suliac, France",48.5679756,-1.9736558000000002,0,0,1,Pelforth,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quai de la Rance, Domaine des Yoles, La Ville Neuve, Saint-Suliac, Saint-Malo, Bretagne, France métropolitaine, 35430, France",,Quai de la Rance,Domaine des Yoles,,,Saint-Malo,,Bretagne,France,35430,fr,,,,,,,,,,La Ville Neuve,Saint-Suliac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,2099,La Guinguette du Belvédère,"23 Boulevard Gaston Doumergue, 44200 Nantes, France",47.2069967,-1.5476302,0,0,0,Jenlain Blonde,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Novotel Nantes, Boulevard des Martyrs Nantais de la Résistance, Beaulieu - Mangin, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44007, France",,Boulevard des Martyrs Nantais de la Résistance,Beaulieu - Mangin,,Nantes,Nantes,Loire-Atlantique,Pays de la Loire,France,44007,fr,Île de Nantes,,,,,,,,,,,,,,,,,,,Novotel Nantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,2100,La gueule de bois,"1 Rue des Halles Saint-Louis, 29200 Brest, France",48.3895745,-4.4886975,0,0,1,Cheapest beer,5.3,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, Rue des Halles Saint-Louis, Centre Ville, Brest, Finistère, Bretagne, France métropolitaine, 29200, France",1,Rue des Halles Saint-Louis,,,Brest,Brest,Finistère,Bretagne,France,29200,fr,Centre Ville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,2101,Le GEVAUDAN,"31 Rue Eugène et Marie-Louise Cornet, 93500 Pantin, France",48.894213799999996,2.4050599999999998,0,0,0,Cheapest beer,,4.0,50,Kronenbourg,4.0,,50.0,1664,5.0,,50.0,Grimbergen Blonde,6 ,,50,1664 Blanche,6.5 ,,50,,,,,,,,,,,,,"Le Gévaudan, 31, Rue Eugène et Marie-Louise Cornet, Cité des Auteurs, Pantin, Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93500, France",31,Rue Eugène et Marie-Louise Cornet,Cité des Auteurs,,,Bobigny,Seine-Saint-Denis,Île-de-France,France,93500,fr,,,,,Pantin,,,,,,,,,,,Le Gévaudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,2102,Le Gabin,"25 Rue Lambert, 75018 Paris, France",48.88905820000001,2.3450078999999997,15,20,2,Cheapest beer,5.0,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25, Rue Lambert, Château Rouge, Quartier de Clignancourt, Paris, Île-de-France, France métropolitaine, 75018, France",25,,Château Rouge,,Paris,Paris,Paris,Île-de-France,France,75018,fr,Quartier de Clignancourt,,,,,,,Rue Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2103,Le Galion,"2 Rue Florian Laporte, 56100 Lorient, France",47.73088189999999,-3.3593891000000005,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rue Florian Laporte, Kergroise, Lorient, Bretagne, France métropolitaine, 56100, France",,Rue Florian Laporte,,,,Lorient,,Bretagne,France,56100,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kergroise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,2104,Le Galopin,"155 Boulevard de la Croix-Rousse, 69004 Lyon, France",45.774438399999994,4.8303485,0,0,4,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155, Boulevard de la Croix-Rousse, Serin, Lyon 4e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69004, France",155,Boulevard de la Croix-Rousse,,Lyon 4e Arrondissement,Lyon,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,69004,fr,Serin,,,,,Circonscription départementale du Rhône,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,2105,Le Garage,"195 Rue de Bourgogne, 45000 Orléans, France",47.90010039999999,1.9096525000000002,16,19,1,Cheapest beer,5.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Garage, 195, Rue de Bourgogne, Orléans, Loiret, Centre-Val de Loire, France métropolitaine, 45000, France",195,,,,Orléans,Orléans,Loiret,Centre-Val de Loire,France,45000,fr,,,,,,,,Rue de Bourgogne,,,,,,,,Le Garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,2106,Le Garage Café,"4 Rue de Premy, 59400 Cambrai, France",50.17501179999999,3.2269343999999998,0,0,2,Cheapest beer,4.4,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4, Rue de Premy, Cambrai, Nord, Hauts-de-France, France métropolitaine, 59400, France",4,Rue de Premy,,,,Cambrai,Nord,Hauts-de-France,France,59400,fr,,,,,Cambrai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,2107,Le Gast,"5 Rue Crespin du Gast, 75011 Paris, France",48.8661619,2.3816996,0,0,0,Cheapest beer,5.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5, Rue Crespin du Gast, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France",5,Rue Crespin du Gast,,,Paris,Paris,Paris,Île-de-France,France,75011,fr,Paris 11e Arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,2108,Le Gauguin,"Chaussée de Boondael 420, 1050 Ixelles, Belgique",50.81758385000001,4.388230391137126,0,0,0,Cheapest beer,3.8,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Gauguin, 420, Chaussée de Boondael - Boondaalse Steenweg, Ixelles - Elsene, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België - Belgique - Belgien",420,Chaussée de Boondael - Boondaalse Steenweg,,,,,,Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest,België - Belgique - Belgien,1050,be,,,,,Ixelles - Elsene,,,,Le Gauguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,2109,Le Gavroche,"4 Rue de Bezons, 92400 Courbevoie, France",48.892641600000005,2.2534857999999995,16,19,1,Cheapest beer,6.0,6.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le Gavroche, 4, Rue de Bezons, Quartier Cœur de Ville, Courbevoie, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92400, France",4,Rue de Bezons,,,,Arrondissement de Nanterre,Hauts-de-Seine,Île-de-France,France,92400,fr,Quartier Cœur de Ville,,,,Courbevoie,,,,,,,,,,,Le Gavroche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,2110,Le Gavroche,"Place Saint-Epvre, 54000 Nancy, France",48.6961397,6.1791955000000005,0,0,1,Cheapest beer,5.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Statue René II, Place Saint-Epvre, Saint-Nicolas - Charles III - Ville vieille - Trois Maisons - Léopold, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54100, France",,Place Saint-Epvre,,,Nancy,Nancy,Meurthe-et-Moselle,Grand Est,France,54100,fr,Saint-Nicolas - Charles III - Ville vieille - Trois Maisons - Léopold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statue René II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,2111,Le Germinal,"95 Avenue Emile Zola, 75015 Paris, France",48.8468284,2.2891515,16,20,5,Slavia,7.0,4.5,50,Pelforth,7.5,5.5,50.0,Affligem,8.5,6.5,50.0,Edelweiss Blanche,8.5 ,6.9 ,50,,,,,,,,,,,,,,,,,"Le Germinal, 95, Avenue Émile Zola, Quartier de Grenelle, Paris, Île-de-France, France métropolitaine, 75015, France",95,Avenue Émile Zola,,,Paris,Paris,Paris,Île-de-France,France,75015,fr,Quartier de Grenelle,,,,,,,,,,,,,,,,,,,,,,,,,,Le Germinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,2112,Le Gevaudan,"21 Rue d'Aligre, 75012 Paris, France",48.8498691,2.378739,15,21,1,Cheapest beer,6.5,5.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21, Rue d'Aligre, Quartier des Quinze-Vingts, Paris, Île-de-France, France métropolitaine, 75012, France",21,Rue d'Aligre,,,Paris,Paris,Paris,Île-de-France,France,75012,fr,Quartier des Quinze-Vingts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
