name;address;HH_start;HH_end;confidence_index;beers
Bistro79;79 Rue Olivier de Serres, 75015 Paris, France;11;23;1;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '3.5 €', 'volume': '50'}}
Bistrot;136 Avenue Daumesnil, 75012 Paris, France;0;0;0;{'Cheapest beer': {'HHprice': '4.5 €', 'volume': '50'}}
Bistrot 16;Rue Copernic, 75116 Paris, France;16;19;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '7 €', 'volume': '50'}}
Bistrot 41;41 Rue Rouget de Lisle, 92130 Issy-les-Moulineaux, France;16;19;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}, 'Pelforth': {'nHHprice': '6 €', 'volume': '50'}, 'Edelweiss Blanche': {'nHHprice': '8 €', 'volume': '50'}, 'Leffe Ruby': {'nHHprice': '8 €', 'volume': '50'}}
Bistrot 79;79 Boulevard Diderot, 75012 Paris, Francia;16;23;3;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '4.5 €', 'volume': '50'}}
Bistrot D Edmond;23 Rue du 4 Septembre, 75002 Paris, France;16;19;3;{'Cheapest beer': {'HHprice': '6 €', 'nHHprice': '8 €', 'volume': '50'}}
Bistrot De La Tour;1 Boulevard de Grenelle, 75015 Paris, France;16;20;2;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '9 €', 'volume': '50'}}
Bistrot Des Colonnes;4bis Rue du 4 Septembre, 75002 Paris, France;16;21;1;{'Felsgold': {'HHprice': '5 €', 'nHHprice': '7 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '9 €', 'nHHprice': '9 €', 'volume': '50'}}
Bistrot Des Halles;Place Jean-Baptiste Durand, 47000 Agen, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.8 €', 'volume': '50'}}
Bistrot Des Martyrs;93 Rue des Martyrs, 75018 Paris, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bistrot Des Moines;Rue P Dreyfus Schmidt, 90000 Belfort, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bistrot Du Coin;73 Avenue Ledru-Rollin, 75012 Paris, France;16;20;2;{'Warsteiner': {'HHprice': '5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '6 €', 'nHHprice': '8.5 €', 'volume': '50'}, 'Konig Ludwig Weisser': {'HHprice': '5 €', 'nHHprice': '8.5 €', 'volume': '50'}, 'Brooklyn Lager': {'HHprice': '6 €', 'nHHprice': '9.3 €', 'volume': '50'}, 'Brooklyn East IPA': {'HHprice': '6 €', 'nHHprice': '9.3 €', 'volume': '50'}}
Bistrot Du Poinçonneur;229 Avenue Gambetta, 75020 Paris, France;0;0;0;{'Cheapest beer': {'HHprice': '6 €', 'volume': '50'}, 'Affligem': {'nHHprice': '7.8 €', 'volume': '50'}}
Bistrot Du Théâtre;Place Georges Pompidou, 78180 Montigny-le-Bretonneux, France;16;19;2;{'Cheapest beer': {'HHprice': '4.2 €', 'nHHprice': '6.3 €', 'volume': '50'}}
Bistrot Lafayette;215 Rue la Fayette, 75010 Paris, France;16;21;0;{'Kronenbourg': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}, '1664': {'HHprice': '5 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '6 €', 'volume': '50'}, 'Leffe Blonde': {'HHprice': '6.5 €', 'volume': '50'}}
Bistrot Le Titi Parisien;92 Boulevard de Magenta, 75010 Paris, France;15;23;1;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '7 €', 'volume': '50'}}
Bistrot Populaire;77 Boulevard Beaumarchais, 75003 Paris, France;16;20;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '7.8 €', 'volume': '50'}}
Bistrot Richelieu;47 Rue de Richelieu, 75001 Paris, France;15;19;3;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '8.5 €', 'volume': '50'}, 'Pelforth': {'HHprice': '5 €', 'volume': '50'}, 'Edelweiss Blanche': {'HHprice': '5 €', 'volume': '50'}, 'Valmy IPA bio': {'HHprice': '5 €', 'volume': '50'}}
Bistrot Sap’Heure;1 Place Jacques Froment, 75018 Paris, France;0;0;1;{'Cheapest beer': {'HHprice': '4.5 €', 'volume': '50'}}
Bistrot Turin;Via Po, 21/B, 10124 Torino TO, Italie;0;0;0;{'Birra Moretti': {'nHHprice': '6 €', 'volume': '50'}}
Bistrot autrement;12 Place Ambroise Courtois, 69008 Lyon, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bistrot des Coulisses;92 Rue René Boulanger, 75010 Paris, France;16;23;2;{'Cheapest beer': {'HHprice': '6.5 €', 'nHHprice': '8 €', 'volume': '50'}}
Bistrot du métro;102 Rue de Bercy, 75012 Paris, France;0;0;1;{'Cheapest beer': {'nHHprice': '8.8 €', 'volume': '50'}}
Bistrot13;45 Rue Esquirol, 75013 Paris, France;15;22;2;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '4.5 €', 'volume': '50'}}
Bière Et Malt;4 Rue Poissonnière, 75002 Paris, France;0;0;1;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Bière N°8;6 Rue de la Catalogne, 44240 La Chapelle-sur-Erdre, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bières & Paix;49 Rue Camille Pelletan;0;0;1;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bières de la Rade;300 Rue Amiral Nomy, 83000 Toulon, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bières É Chopes;2 Chemin de la Vaserie, 44340 Bouguenais, France;0;0;0;{'Cheapest beer': {'nHHprice': '4.2 €', 'volume': '50'}}
Bières à l'affût;18 Avenue de la Résistance, 91700 Sainte-Geneviève-des-Bois, France;0;0;0;{'Cheapest beer': {'nHHprice': '2.8 €', 'volume': '50'}}
Blabla;66 Rue Blanche, 75009 Paris, France;17;19;4;{'Saint Omer': {'HHprice': '5 €', 'nHHprice': '6.8 €', 'volume': '50'}, 'belzebuth blanche': {'HHprice': '5 €', 'nHHprice': '7.9 €', 'volume': '50'}, 'goudale ambree': {'HHprice': '5 €', 'nHHprice': '7.9 €', 'volume': '50'}}
Black Bull Pub;Via dei Liguri, 3, 27100 Pavia PV, Italia;0;0;0;{'Cheapest beer': {'nHHprice': '4.5 €', 'volume': '50'}}
Black Café;135 Rue Louis Brindeau, 76600 Le Havre, France;0;0;3;{'Cheapest beer': {'nHHprice': '5.8 €', 'volume': '50'}}
Black Derby;11 Rue de Charonne, 75011 Paris, France;18;20;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Black Dog;26 Rue des Lombards, 75004 Paris, France;16;20;14;{'Klosterbrau Pils': {'HHprice': '3.5 €', 'nHHprice': '5.4 €', 'volume': '50'}, 'la cuvée des trolls': {'HHprice': '4.8 €', 'nHHprice': '7 €', 'volume': '50'}, 'Vedett Extra White': {'HHprice': '4.5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Guinness': {'HHprice': '6 €', 'nHHprice': '8.5 €', 'volume': '50'}}
Black Peat;2 Boulevard du Maréchal Foch, 49100 Angers, France;1630;1830;1;{'Carlsberg': {'HHprice': '4.5 €', 'nHHprice': '6 €', 'volume': '50'}, 'Brewdog Punk IPA': {'HHprice': '7 €', 'nHHprice': '7 €', 'volume': '50'}, 'Grimbergen Blonde': {'HHprice': '4.5 €', 'nHHprice': '6 €', 'volume': '50'}, 'Brooklyn Lager': {'HHprice': '4.5 €', 'nHHprice': '7 €', 'volume': '50'}}
Black Rose Tavern;49 Rose St, Edinburgh EH2 2NH, Reino Unido;0;0;0;{'Cheapest beer': {'nHHprice': '4.3 €', 'volume': '50'}}
Black Sheep;13 Rue Pierre Fontaine, 75009 Paris, France;16;21;6;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '4.5 €', 'volume': '50'}, 'Jupiler': {'HHprice': '4.5 €', 'nHHprice': '6 €', 'volume': '50'}, 'Delirium Tremens': {'HHprice': '5.5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Vedett Extra IPA': {'HHprice': '5.5 €', 'nHHprice': '7.5 €', 'volume': '50'}, 'Triple Karmeliet': {'HHprice': '5.5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Paix dieu ': {'HHprice': '7 €', 'nHHprice': '9.5 €', 'volume': '50'}, 'Vedett Extra White': {'HHprice': '5.5 €', 'nHHprice': '8.5 €', 'volume': '50'}, 'Cuvée des Trolls': {'HHprice': '5.5 €', 'nHHprice': '8.5 €', 'volume': '50'}}
Black Shelter;Route de Paris, Carquefou, France;15;18;0;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '7 €', 'volume': '50'}}
Blah Blah;Via Po, 21, 10124 Torino, Italie;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Blast;8 Place Charles Félix, 06300 Nice, France;0;0;1;{'Cheapest beer': {'HHprice': '3.9 €', 'volume': '50'}}
Blech Bilder Bar;Simon-Dach-Straße 35, 10245 Berlin, Germany;0;0;1;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}}
Bliss Café;97 Avenue du Maine, 75014 Paris, France;16;20;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Block'Out;50 Rue Ardoin, 93400 Saint-Ouen, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bloemenbar;Handboogstraat 15, 1012 Amsterdam, Pays-Bas;0;0;0;{'Cheapest beer': {'nHHprice': '4.6 €', 'volume': '50'}}
Blondie'S;540 Valencia St, San Francisco, CA 94110, USA;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Blue Bar;Dr.-Wolff-Straße 1, 65549 Limburg an der Lahn, Allemagne;0;0;0;{'Bitburger': {'nHHprice': '3.8 €', 'volume': '50'}}
Blue Bell;Muringa Rd, Nairobi, Kenya;0;0;0;{'Cheapest beer': {'nHHprice': '1.8 €', 'volume': '50'}}
Blue Devils;37 Place du Châtelet, 45000 Orléans, France;0;0;0;{'Cardinal': {'nHHprice': '5 €', 'volume': '50'}, 'Saison du tracteur': {'nHHprice': '5 €', 'volume': '50'}, 'Maredsous Blonde': {'nHHprice': '6 €', 'volume': '50'}, 'Erdinger': {'nHHprice': '7.5 €', 'volume': '50'}, 'Bacchus Framboise': {'nHHprice': '7.5 €', 'volume': '50'}, 'Guiness Lager': {'nHHprice': '7.5 €', 'volume': '50'}, 'Hitachino': {'nHHprice': '9 €', 'volume': '50'}, 'others': 'TBD'}
Blue Lady Pub;Rue Lacan, 06600 Antibes, France;0;0;1;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Blue Monkeys;94 Rue Rabelais;17;19;0;{'Cheapest beer': {'HHprice': '4.8 €', 'nHHprice': '6.6 €', 'volume': '50'}}
Blue Moon Café;10 Rue Léon Trulin, 59800 Lille, France;15;21;1;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '5 €', 'volume': '50'}}
Blue Sky;12 Rue Delambre, 75014 Paris, France;16;20;0;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '6.3 €', 'volume': '50'}}
Blue Whales;1 Rue Mascoinat, 06300 Nice, Frankrijk;17;24;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Blueberry 5;Le Gosier, Guadeloupe;0;0;1;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Blues Rock Cafe;19 Rue de Genève, 16000 Angoulême, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Boat Quay;Bonham St, Singapore 049782;0;0;0;{'Cheapest beer': {'nHHprice': '4 €', 'volume': '50'}}
Boca-Fina Churrasqueira;Ribeira Grande, Cap-Vert;0;0;1;{'superbock': {'nHHprice': '1.5 €', 'volume': '25'}, 'sagres': {'nHHprice': '1.5 €', 'volume': '25'}, 'strela': {'nHHprice': '1.5 €', 'volume': '25'}}
Bodega;allal ben abdellah، Tanger, Maroc;0;0;2;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Bodega;"ul. ""Angel Kanchev"" 9, 1000 Sofia Center, Sofia, Bulgaria";0;0;0;{'Cheapest beer': {'nHHprice': '2 €', 'volume': '50'}}
Bodega Berlanga;Carrer de Joaquín Costa, 39, 08001 Barcelona, Espagne;0;0;0;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Bodega D'en Rafel;Carrer de Manso, 52, 08015 Barcelona, Espagne;0;0;0;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Bodega San Fermin;7 Rue Léon Daran, 64000 Pau, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.8 €', 'volume': '50'}}
Bogibar;54 Rue Guy Môquet, 75017 Paris, France;1630;1830;7;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}}
Bohemiam;47 Rue Armand Carrel, 93100 Montreuil, France;0;0;1;{'Cheapest beer': {'nHHprice': '4.5 €', 'volume': '50'}}
Bolan Bar;R. Poe. João de Deus 2 Alvor, 8500-000 Portimão, Portugal;0;0;1;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}}
Bombay;Opiskelijankatu 1, 33720 Tampere, Finland;0;0;0;{'Cheapest beer': {'nHHprice': '3.9 €', 'volume': '50'}, 'Aura': {'nHHprice': '3.9 €', 'volume': '30'}}
Bomby's;20 Rue Godefroy, 75013 Paris, France;0;0;0;{'Cheapest beer': {'HHprice': '6 €', 'volume': '50'}}
Bon Esprit;310 Rue Saint-Martin, 75003 Paris, France;16;20;2;{'Angelo Poretti 4': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}, 'La Bête blanche': {'HHprice': '6.5 €', 'nHHprice': '8 €', 'volume': '50'}, 'East Paris Ale': {'HHprice': '6.5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Cloudy Job': {'HHprice': '6.5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Hop House 13': {'HHprice': '6.5 €', 'nHHprice': '8 €', 'volume': '50'}, 'Première Fois': {'HHprice': '7.5 €', 'nHHprice': '9 €', 'volume': '50'}, 'Chimay Bleue': {'HHprice': '7.5 €', 'nHHprice': '9 €', 'volume': '50'}, 'others': 'TBD'}
Bon Vivant;R. 25 de Abril 105, 8600-306 Lagos, Portugal;0;0;1;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}, 'Guinness': {'nHHprice': '4 €', 'volume': '40'}, 'Corona': {'nHHprice': '4 €', 'volume': '33'}}
Bones & Co.;Warmoesstraat 55, 1012 HW Amsterdam, Pays-Bas;0;0;0;{'Cheapest beer': {'HHprice': '3.5 €', 'volume': '50'}}
Bonjour Ivresse;3 Rue du Général Renault, 75011 Paris, France;0;0;2;{'Budweiser': {'nHHprice': '6.5 €', 'volume': '50'}, 'Triple Karmeliet': {'nHHprice': '8 €', 'volume': '50'}}
Bonobo Café;66 Rue d'Hauteville, 75010 Paris, France;16;19;1;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}}
Bonvivant;7 Rue des Écoles, 75005 Paris, France;17;19;0;{'Cheapest beer': {'HHprice': '5 €', 'nHHprice': '8 €', 'volume': '50'}}
Bookkafé;268 Rue Roger Salengro, 62700 Bruay-la-Buissière, France;0;0;0;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Boru's Café;43 Rue du Château-des-Rentiers, 75013 Paris, France;16;19;1;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '4.5 €', 'volume': '50'}, 'Pelforth': {'HHprice': '4.5 €', 'volume': '50'}, 'Affligem': {'HHprice': '5 €', 'volume': '50'}}
Boston Cafe;8 Place des Terreaux, 69001 Lyon-1ER-Arrondissement, France;0;0;0;{'Kronenbourg': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}, 'Grimbergen Ambrée': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}}
Boston Tavern;9 Place des Terreaux, 69001 Lyon, France;17;19;1;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Boteco Cantinho De Ipanema;R. Vinícius de Moraes, 178 - Ipanema, Rio de Janeiro - RJ, 22411-010, Brazil;0;0;0;{'Cheapest beer': {'nHHprice': '2 €', 'volume': '50'}}
Bouc Ness;56 Boulevard de Tessé, 83000 Toulon, France;17;19;2;{'La BoucNess': {'HHprice': '5 €', 'nHHprice': '6.9 €', 'volume': '50'}, 'Maredsous Blonde': {'volume': '50'}, 'Delirium Tremens': {'volume': '50'}, 'Lagunitas IPA': {'volume': '50'}, 'Guinness': {'volume': '50'}, 'La Chouffe': {'volume': '50'}, 'Kilkenny': {'volume': '50'}}
Bougnat;29 Rue Paillot de Montabert, 10000 Troyes, France;0;0;0;{'Cheapest beer': {'HHprice': '3 €', 'volume': '50'}}
Bourgogne Des Flandres;Kartuizerinnenstraat 6, 8000 Brugge, Belgique;0;0;0;"{'Bourgogne Des Flandres': {'nHHprice': '3.2 €', 'volume': '25'}, 'Bruinen Os': {'nHHprice': '3.6 €', 'volume': '25'}, 'Waterloo Triple': {'nHHprice': '3.8 €', 'volume': '25'}, 'Waterloo Récolte ': {'nHHprice': '3.6 €', 'volume': '25'}, ""Martin's Original Pale Ale"": {'nHHprice': '3.6 €', 'volume': '25'}, 'Gordon Xmas': {'nHHprice': '3.8 €', 'volume': '25'}}"
Bow Lane;18 Aungier St, Dublin 2, D02 YE29, Irlande;0;0;0;{'Cheapest beer': {'nHHprice': '5.4 €', 'volume': '50'}}
Brady's;22 Allée Commandant Charcot, 44000 Nantes, France;0;0;1;{'Cheapest beer': {'HHprice': '4 €', 'volume': '50'}}
Brady's;14 Rue de Lisbonne, 75008 Paris 8e arrondissement, France;14;19;1;{'Cheapest beer': {'HHprice': '6 €', 'nHHprice': '6.5 €', 'volume': '50'}}
Brasería vikingos;Calle Nebrija, 47010 Valladolid, España;0;0;0;{'Cheapest beer': {'nHHprice': '1.6 €', 'volume': '50'}}
Brass Pig;Beresford House, 1 Clifton Hill, Bristol BS8 1BN, UK;0;0;1;{'Cheapest beer': {'nHHprice': '4 €', 'volume': '50'}}
Brass'Eliande;1 Place Claude François Jouffroy d'Abbans, 25000 Besançon, France;18;20;0;{'Cheapest beer': {'HHprice': '3.5 €', 'nHHprice': '6.5 €', 'volume': '50'}, 'Vedett Extra White': {'volume': '50'}, 'La Chouffe': {'volume': '50'}, 'Kriek Lindemans': {'volume': '50'}, 'Faro Lindemans': {'volume': '50'}, 'Maredsous Blonde': {'volume': '50'}, 'Bavik Pils': {'volume': '50'}}
Brassai;Via di Panico, 28, 00186 Roma RM, Italie;0;0;0;{'Cheapest beer': {'nHHprice': '7 €', 'volume': '50'}}
Brasserie Borriglione;28 Avenue Alfred Borriglione, 06100 Nice, France;0;0;1;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Brasserie Chateau Landon;187 Rue du Faubourg Saint-Martin, 75010 Paris, France;15;19;2;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '6.8 €', 'volume': '50'}}
Brasserie Curial;7 Rue Curial, 75019 Paris, France;15;19;1;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '6 €', 'volume': '50'}}
Brasserie De Bretagne;Kerouel, 29910 Trégunc, France;0;0;0;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}, 'Britt blonde': {'volume': '50'}, 'Sant erwann': {'volume': '50'}, 'Dremmwel': {'volume': '50'}}
Brasserie De L'Assemblée;13 Rue de Bourgogne, 75007 Paris-7E-Arrondissement, France;17;19;2;{'Cheapest beer': {'HHprice': '5.5 €', 'nHHprice': '9.6 €', 'volume': '50'}}
Brasserie De L'Empire;19 Rue de Béthune, 59800 Lille, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Brasserie De La Mairie;2 Place de l'Hôtel de ville, 13100 Aix-en-Provence, France;0;0;0;{'Kronenbourg': {'nHHprice': '6 €', 'volume': '50'}, '1664 Blanche': {'nHHprice': '6.6 €', 'volume': '50'}, 'Grimbergen Blonde': {'nHHprice': '6.6 €', 'volume': '50'}, 'Paix dieu': {'nHHprice': '8 €', 'volume': '50'}, 'La Chouffe': {'nHHprice': '7.4 €', 'volume': '50'}, 'Chouffe cherry': {'nHHprice': '7.4 €', 'volume': '50'}, 'Guinness': {'nHHprice': '7.3 €', 'volume': '50'}, 'others': 'TBD'}
Brasserie De La Place;41 Rue Gabriel Crie, 92240 Malakoff, France;16;19;3;{'Cheapest beer': {'HHprice': '4 €', 'nHHprice': '5.6 €', 'volume': '50'}}
Brasserie De L’hôtel Du Vercor;Place du tilleul, 26420 Saint-Martin-en-Vercors, France;0;0;0;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Brasserie De Sulauze;Chemin du Vieux Sulauze, 13800 Istres, France;0;0;0;{'Cheapest beer': {'nHHprice': '3 €', 'volume': '50'}}
Brasserie De l’Avenir;19 Boulevard des Châtaigniers, 30120 Le Vigan, France;0;0;3;{'Grimbergen Blanche': {'nHHprice': '5 €', 'volume': '50'}}
Brasserie Derrière;12 Place de la Victoire, 63000 Clermont-Ferrand, France;0;0;1;{'Cheapest beer': {'nHHprice': '4 €', 'volume': '50'}}
Brasserie Du Bistrot De Paris;31 Rue du Fort Elisabeth, 1463 Luxembourg;0;0;1;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Brasserie Du Carré;53 Rue Pierre Semard, 38000 Grenoble, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Brasserie Du Dauphiné;33 Rue du Champ Roman, 38400 Saint-Martin-d'Hères, France;14;16;0;{'Cheapest beer': {'HHprice': '3 €', 'nHHprice': '5 €', 'volume': '50'}}
Brasserie Du Lycée Chez Dary;68 Boulevard de Ménilmontant, 75020 Paris, France;14;23;0;{'Cheapest beer': {'HHprice': '3 €', 'nHHprice': '6.4 €', 'volume': '50'}}
Brasserie Du Mont Blanc;128 Avenue René Cassin, 73290 La Motte-Servolex, France;0;0;0;{'Cheapest beer': {'nHHprice': '4 €', 'volume': '50'}}
Brasserie Flore;11 Place Rihour, 59800 Lille, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Brasserie Granvelle;3 Place Granvelle, 25000 Besançon, France;16;22;0;{'Cheapest beer': {'HHprice': '6.2 €', 'nHHprice': '6.2 €', 'volume': '50'}}
Brasserie Guillaume Tell;Casablanca, Maroc;0;0;1;{'Cheapest beer': {'nHHprice': '1.2 €', 'volume': '50'}}
Brasserie Haldemann;Route de la Gare 4, 1786 Sugiez, Suisse;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Brasserie La Cigogne;7 Rue du 17 Novembre, 67600 Sélestat, France;0;0;0;{'Hoepfner Blonde': {'nHHprice': '2.7 €', 'volume': '25'}, 'Doreleï': {'nHHprice': '7 €', 'volume': '50'}, 'Hoepfner Blanche': {'nHHprice': '3.3 €', 'volume': '30'}, 'Hoepfner Brune': {'nHHprice': '3.3 €', 'volume': '30'}}
Brasserie Laissac;9 Place Alexandre Laissac, 34000 Montpellier, France;16;21;1;{'Pelforth': {'HHprice': '3.5 €', 'nHHprice': '5 €', 'volume': '50'}, 'Affligem': {'HHprice': '4.5 €', 'nHHprice': '6 €', 'volume': '50'}, 'Edelweiss Blanche': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}}
Brasserie Le Cours;67 Cours Julien, 13006 Marseille, France;16;19;0;{'Cheapest beer': {'HHprice': '4.5 €', 'nHHprice': '4.5 €', 'volume': '50'}}
Brasserie Le Grillon;Rue Falguière, 75015 Paris, France;0;0;0;{'Cheapest beer': {'nHHprice': '5.5 €', 'volume': '50'}}
Brasserie Le Métro ( Cheese +FRITES + Pinte À 12 €;37 Boulevard de Belleville, 75011 Paris, France;15;1;0;{'Stella Artois': {'HHprice': '3.5 €', 'volume': '50'}, 'Hoegaarden Wit-Blanche': {'HHprice': '5 €', 'nHHprice': '6 €', 'volume': '50'}, 'La Chouffe': {'HHprice': '5.9 €', 'nHHprice': '8 €', 'volume': '50'}, 'Leffe Blonde': {'HHprice': '5.5 €', 'nHHprice': '8 €', 'volume': '50'}}
Brasserie Le Rex;58 Avenue du Général Leclerc, 92100 Boulogne-Billancourt, France;0;0;0;{'Cheapest beer': {'HHprice': '5.5 €', 'volume': '50'}}
Brasserie Le Royal;22 Rue de Mon Désert, 54000 Nancy, France;0;0;0;{'Cheapest beer': {'nHHprice': '5 €', 'volume': '50'}}
Brasserie Les Facultés;2 Rue du Fresche Blanc, 44300 Nantes, France;0;0;3;{'Cheapest beer': {'nHHprice': '3.5 €', 'volume': '50'}}
Brasserie Les Fleurs;18 Avenue Feuchères, 30000 Nîmes, France;0;0;1;{'Kronenbourg': {'nHHprice': '5.5 €', 'volume': '50'}, 'Grimbergen Blonde': {'nHHprice': '7.5 €', 'volume': '50'}, 'Pietra': {'nHHprice': '7.5 €', 'volume': '50'}}
Brasserie Lola;99 Rue du Théâtre, 75015 Paris, France;16;19;3;{'Fischer Tradition': {'HHprice': '4.5 €', 'nHHprice': '7 €', 'volume': '50'}}
Brasserie Moliteuil;55 Rue Molitor, 75016 Paris, France;16;1930;0;{'Cheapest beer': {'HHprice': '6 €', 'nHHprice': '7.5 €', 'volume': '50'}}
Brasserie O'Neil (40cl);20 Rue des Canettes, 75006 Paris, France;15;19;4;{'Cheapest beer': {'HHprice': '4.6 €', 'nHHprice': '6 €', 'volume': '50'}}
Brasserie Pub Saint Léon;66 Boulevard de Verdun, 33670 Créon, France;0;0;0;{'Cheapest beer': {'nHHprice': '6 €', 'volume': '50'}}
Brasserie Saint Epvre;4 Place Saint-Epvre, 54000 Nancy, France;17;20;0;{'Meteor': {'HHprice': '3.1 €', 'nHHprice': '3.8 €', 'volume': '50'}, 'Hoegaarden Wit-Blanche': {'HHprice': '3.99 €', 'nHHprice': '6.6 €', 'volume': '50'}, 'Leffe Blonde': {'HHprice': '3.99 €', 'nHHprice': '6.9 €', 'volume': '50'}, 'Leffe Ruby': {'HHprice': '3.99 €', 'nHHprice': '7.9 €', 'volume': '50'}, 'Charlie Wells ': {'nHHprice': '7.4 €', 'volume': '50'}, 'Cuvée des Trolls': {'nHHprice': '8.3 €', 'volume': '50'}, 'Barbar blond': {'nHHprice': '8.3 €', 'volume': '50'}}
Brasserie d'Auteuil;78 Rue d'Auteuil, 75016 Paris, France;0;0;0;{'Budlight': {'nHHprice': '8 €', 'volume': '50'}, 'Hoegaarden Wit-Blanche': {'nHHprice': '9 €', 'volume': '50'}, 'Leffe Blonde': {'nHHprice': '9 €', 'volume': '50'}}
Brasserie de l'hôtel de ville;10 Place de l'Hôtel de ville, 92600 Asnières-sur-Seine, France;0;0;0;{'Cheapest beer': {'HHprice': '6 €', 'volume': '50'}}
Brasserie de la Bourse;27 Rue Jean-Jacques Rousseau, 75001 Paris, France;0;0;1;{'Cheapest beer': {'HHprice': '5.5 €', 'volume': '50'}}
